_MEMBER_Btg2,_LogP_Btg2,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-5.12443282384021,R-HSA-168255,M1,1,0,Reactome Gene Sets,6,Influenza Infection,,-5.12443282384021,72.33917197452229,14.567355603055198,30286,157,8,3,37.5,17.116329922036442,6139|6217|23521,RPL17|RPS16|RPL13A,-2.1394761333695667,0,1,0,0,-6.006827161323412,141.965625,
1,-5.12443282384021,R-HSA-9711097,M1,1,0,Reactome Gene Sets,6,Cellular response to starvation,,-5.12443282384021,72.33917197452229,14.567355603055198,30286,157,8,3,37.5,17.116329922036442,6139|6217|23521,RPL17|RPS16|RPL13A,-2.1394761333695667,0,1,0,0,-6.006827161323412,141.965625,
1,-5.020845074633147,hsa03010,M1,1,0,KEGG Pathway,24,Ribosome,,-5.020845074633147,66.80735294117648,13.98606133761763,30286,170,8,3,37.5,17.116329922036442,6139|6217|23521,RPL17|RPS16|RPL13A,-2.0584562671641877,0,1,0,0,-6.006827161323412,141.965625,
1,-5.005624396745431,R-HSA-9010553,M1,1,0,Reactome Gene Sets,6,Regulation of expression of SLITs and ROBOs,,-5.005624396745431,66.03052325581395,13.902485125328404,30286,172,8,3,37.5,17.116329922036442,6139|6217|23521,RPL17|RPS16|RPL13A,-2.0584562671641877,0,1,0,0,-6.006827161323412,141.965625,
1,-4.910858634557134,R-HSA-6791226,M1,1,0,Reactome Gene Sets,6,Major pathway of rRNA processing in the nucleolus and cytosol,,-4.910858634557134,61.39054054054054,13.392433833818814,30286,185,8,3,37.5,17.116329922036442,6139|6217|23521,RPL17|RPS16|RPL13A,-1.9814192719363224,0,1,0,0,-6.006827161323412,141.965625,
1,-4.84244527658464,R-HSA-8868773,M1,1,0,Reactome Gene Sets,6,rRNA processing in the nucleus and cytosol,,-4.84244527658464,58.24230769230769,13.035008517846295,30286,195,8,3,37.5,17.116329922036442,6139|6217|23521,RPL17|RPS16|RPL13A,-1.9300392532626087,0,1,0,0,-6.006827161323412,141.965625,
1,-4.777498609436941,R-HSA-72312,M1,1,0,Reactome Gene Sets,6,rRNA processing,,-4.777498609436941,55.40121951219512,12.703828472310885,30286,205,8,3,37.5,17.116329922036442,6139|6217|23521,RPL17|RPS16|RPL13A,-1.8814830023030793,0,1,0,0,-6.006827161323412,141.965625,
1,-4.691774146419593,R-HSA-376176,M1,1,0,Reactome Gene Sets,6,Signaling by ROBO receptors,,-4.691774146419593,51.85958904109589,12.278492391183553,30286,219,8,3,37.5,17.116329922036442,6139|6217|23521,RPL17|RPS16|RPL13A,-1.8115528064689623,0,1,0,0,-6.006827161323412,141.965625,
1,-4.6114346075478085,hsa05171,M1,1,0,KEGG Pathway,24,Coronavirus disease - COVID-19,,-4.6114346075478085,48.743562231759654,11.891703010271355,30286,233,8,3,37.5,17.116329922036442,6139|6217|23521,RPL17|RPS16|RPL13A,-1.7556266211064884,0,1,0,0,-6.006827161323412,141.965625,
1,-4.319404781642046,R-HSA-72766,M1,1,0,Reactome Gene Sets,6,Translation,,-4.319404781642046,38.894691780821915,10.57664192336257,30286,292,8,3,37.5,17.116329922036442,6139|6217|23521,RPL17|RPS16|RPL13A,-1.483387104183469,0,1,0,0,-6.006827161323412,141.965625,
1,-4.024696227495971,R-HSA-71291,M1,1,0,Reactome Gene Sets,6,Metabolism of amino acids and derivatives,,-4.024696227495971,30.946185286103542,9.382016508437335,30286,367,8,3,37.5,17.116329922036442,6139|6217|23521,RPL17|RPS16|RPL13A,-1.2024668345230276,0,1,0,0,-6.006827161323412,141.965625,
1,-3.9399625745429563,GO:0006412,M1,1,0,GO Biological Processes,19,translation,19_GO:0008152 metabolic process,-3.9399625745429563,28.972576530612244,9.061053179737469,30286,392,8,3,37.5,17.116329922036442,6139|6217|23521,RPL17|RPS16|RPL13A,-1.1310971431279944,0,1,0,0,-6.006827161323412,141.965625,
1,-3.8483157302912323,GO:0043043,M1,1,0,GO Biological Processes,19,peptide biosynthetic process,19_GO:0008152 metabolic process,-3.8483157302912323,26.97684085510689,8.724515373467755,30286,421,8,3,37.5,17.116329922036442,6139|6217|23521,RPL17|RPS16|RPL13A,-1.052415276040638,0,1,0,0,-6.006827161323412,141.965625,
1,-3.525035137440403,GO:0043604,M1,1,0,GO Biological Processes,19,amide biosynthetic process,19_GO:0008152 metabolic process,-3.525035137440403,20.954335793357934,7.619604393014663,30286,542,8,3,37.5,17.116329922036442,6139|6217|23521,RPL17|RPS16|RPL13A,-0.7564318691339068,0,1,0,0,-6.006827161323412,141.965625,
1,-3.5109907977112726,R-HSA-422475,M1,1,0,Reactome Gene Sets,6,Axon guidance,,-3.5109907977112726,20.724908759124087,7.574336474108618,30286,548,8,3,37.5,17.116329922036442,6139|6217|23521,RPL17|RPS16|RPL13A,-0.7564318691339068,0,1,0,0,-6.006827161323412,141.965625,
1,-3.504027643809946,GO:0006518,M1,1,0,GO Biological Processes,19,peptide metabolic process,19_GO:0008152 metabolic process,-3.504027643809946,20.612068965517242,7.551973023572592,30286,551,8,3,37.5,17.116329922036442,6139|6217|23521,RPL17|RPS16|RPL13A,-0.7564318691339068,0,1,0,0,-6.006827161323412,141.965625,
1,-3.454122763963027,R-HSA-9675108,M1,1,0,Reactome Gene Sets,6,Nervous system development,,-3.454122763963027,19.82068062827225,7.393236089425462,30286,573,8,3,37.5,17.116329922036442,6139|6217|23521,RPL17|RPS16|RPL13A,-0.7178079996966766,0,1,0,0,-6.006827161323412,141.965625,
1,-3.153621850594106,R-HSA-8953854,M1,1,0,Reactome Gene Sets,6,Metabolism of RNA,,-3.153621850594106,15.643595041322314,6.4917082853524235,30286,726,8,3,37.5,17.116329922036442,6139|6217|23521,RPL17|RPS16|RPL13A,-0.42830247062921906,0,1,0,0,-6.006827161323412,141.965625,
1,-4.605884737679675,GO:0034249,M1,1,0,GO Biological Processes,19,negative regulation of amide metabolic process,19_GO:0048519 negative regulation of biological process,-4.605884737679675,48.53525641025641,11.865396890183254,30286,234,8,3,37.5,17.116329922036442,1191|10140|23521,CLU|TOB1|RPL13A,-1.7556266211064884,0,2,1,1,-4.605884737679675,48.53525641025641,
1,-3.57302787951684,GO:0034248,M1,1,0,GO Biological Processes,19,regulation of amide metabolic process,19_GO:0008152 metabolic process,-3.57302787951684,21.757183908045977,7.7759458378688375,30286,522,8,3,37.5,17.116329922036442,1191|10140|23521,CLU|TOB1|RPL13A,-0.7897165525742662,0,2,0,0,-4.605884737679675,48.53525641025641,
