Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
COVID,200,COVID198,Ubiquitinome_Stukalov_A549-ACE2_24h_Down,,-3.6,6.9,5.5,30286,196,134,6,4.5,1.8,226|3006|7529|7534|8452|11164,ALDOA|H1-2|YWHAB|YWHAZ|CUL3|NUDT5,-0.68,Ccdc115
DisGeNET,35,C0007785,Cerebral Infarction,,-3.6,3.6,4.6,30286,687,134,11,8.2,2.4,285|2321|4988|6613|7010|7534|9068|27306|27429|57142|64805,ANGPT2|FLT1|OPRM1|SUMO2|TEK|YWHAZ|ANGPTL1|HPGDS|HTRA2|RTN4|P2RY12,-0.68,Ccdc115
DisGeNET,35,C2919945,Cavernous Hemangioma of Brain,,-3.6,8.9,5.9,30286,127,134,5,3.7,1.6,285|808|2321|6019|7010,ANGPT2|CALM3|FLT1|RLN2|TEK,-0.67,Ccdc115
DisGeNET,35,C0349204,Nonorganic psychosis,,-3.6,4.8,5,30286,376,134,8,6,2,71|212|2263|4988|7337|10846|27328|347730,ACTG1|ALAS2|FGFR2|OPRM1|UBE3A|PDE10A|PCDH11X|LRRTM1,-0.65,Ccdc115
DisGeNET,35,C0014588,Epispadias,,-3.5,23,7.9,30286,30,134,3,2.2,1.3,367|4998|5000,AR|ORC1|ORC4,-0.61,Ccdc115
DisGeNET,35,C0024408,Machado-Joseph Disease,,-3.5,8.4,5.7,30286,135,134,5,3.7,1.6,52|367|4747|7314|29978,ACP1|AR|NEFL|UBB|UBQLN2,-0.58,Ccdc115
DisGeNET,35,C0236642,Pick Disease of the Brain,,-3.4,6.4,5.2,30286,213,134,6,4.5,1.8,4747|5094|7314|27306|29978|93986,NEFL|PCBP2|UBB|HPGDS|UBQLN2|FOXP2,-0.55,Ccdc115
COVID,200,COVID024,RNA_Keller_B-cells-Infected_CD21pos_Up,,-3.4,5.3,5,30286,300,134,7,5.2,1.9,1687|2321|4907|5734|9934|10758|84707,GSDME|FLT1|NT5E|PTGER4|P2RY14|TRAF3IP2|BEX2,-0.55,Ccdc115
COVID,200,COVID039,RNA_Sun_Calu-3_24h_Down,,-3.4,5.3,5,30286,300,134,7,5.2,1.9,71|3326|4869|7529|7534|57142|79184,ACTG1|HSP90AB1|NPM1|YWHAB|YWHAZ|RTN4|BRCC3,-0.55,Ccdc115
DisGeNET,35,C0041316,Lymph Node Tuberculosis,,-3.4,21,7.5,30286,33,134,3,2.2,1.3,285|3567|7010,ANGPT2|IL5|TEK,-0.54,Ccdc115
DisGeNET,35,C0206734,Hemangioblastoma,,-3.4,11,6.2,30286,79,134,4,3,1.5,285|2246|2321|7010,ANGPT2|FGF1|FLT1|TEK,-0.54,Ccdc115
DisGeNET,35,C0220641,Lip and Oral Cavity Carcinoma,,-3.4,3.4,4.4,30286,734,134,11,8.2,2.4,367|2321|4869|4988|5094|7534|9122|11259|23452|27306|27329,AR|FLT1|NPM1|OPRM1|PCBP2|YWHAZ|SLC16A4|FILIP1L|ANGPTL2|HPGDS|ANGPTL3,-0.54,Ccdc115
Cell Type Signatures,7,M40222,DESCARTES FETAL KIDNEY STROMAL CELLS,,-3.3,7.7,5.4,30286,146,134,5,3.7,1.6,5354|9068|23452|91851|93986,PLP1|ANGPTL1|ANGPTL2|CHRDL1|FOXP2,-0.5,Ccdc115
DisGeNET,35,C0566899,Small labia majora,,-3.3,19,7.3,30286,35,134,3,2.2,1.3,2263|4998|5000,FGFR2|ORC1|ORC4,-0.5,Ccdc115
Cell Type Signatures,7,M39099,ZHONG PFC C4 PTGDS POS OPC,,-3.3,7.7,5.4,30286,147,134,5,3.7,1.6,5354|23452|27328|84899|347730,PLP1|ANGPTL2|PCDH11X|TMTC4|LRRTM1,-0.5,Ccdc115
DisGeNET,35,C0153381,Malignant neoplasm of mouth,,-3.3,3.3,4.2,30286,756,134,11,8.2,2.4,367|2321|4869|4988|5094|7534|9122|11259|23452|27306|27329,AR|FLT1|NPM1|OPRM1|PCBP2|YWHAZ|SLC16A4|FILIP1L|ANGPTL2|HPGDS|ANGPTL3,-0.47,Ccdc115
COVID,200,COVID257,RNA_Wilk_CD14+Monocytes_patient-C6_Down,,-3.2,11,5.9,30286,86,134,4,3,1.5,3326|5094|10209|25957,HSP90AB1|PCBP2|EIF1|PNISR,-0.45,Ccdc115
DisGeNET,35,C0266013,Congenital hypoplasia of breast,,-3.2,18,6.9,30286,38,134,3,2.2,1.3,4998|5000|23767,ORC1|ORC4|FLRT3,-0.44,Ccdc115
DisGeNET,35,C0265950,Venous malformation,,-3.2,18,6.9,30286,38,134,3,2.2,1.3,285|367|7010,ANGPT2|AR|TEK,-0.44,Ccdc115
DisGeNET,35,C0014553,Absence Epilepsy,,-3.2,10,5.8,30286,88,134,4,3,1.5,3326|4988|7337|7534,HSP90AB1|OPRM1|UBE3A|YWHAZ,-0.44,Ccdc115
Cell Type Signatures,7,M39064,MANNO MIDBRAIN NEUROTYPES HNBML1,,-3.2,4.8,4.6,30286,328,134,7,5.2,1.9,443|1687|2742|2823|10388|27328|93986,ASPA|GSDME|GLRA2|GPM6A|SYCP2|PCDH11X|FOXP2,-0.44,Ccdc115
DisGeNET,35,C0700636,Focal nodular hyperplasia of liver,,-3.2,17,6.8,30286,39,134,3,2.2,1.3,285|367|7010,ANGPT2|AR|TEK,-0.44,Ccdc115
DisGeNET,35,C2937220,Congenital abnormality of vein,,-3.2,17,6.8,30286,39,134,3,2.2,1.3,285|367|7010,ANGPT2|AR|TEK,-0.44,Ccdc115
DisGeNET,35,C3711376,Isodicentric Chromosome 15 Syndrome,,-3.2,17,6.8,30286,39,134,3,2.2,1.3,5354|7337|388015,PLP1|UBE3A|RTL1,-0.44,Ccdc115
DisGeNET,35,C3811653,Experimental Organism Basal Cell Carcinoma,,-3.1,4.1,4.4,30286,437,134,8,6,2,367|1540|2263|2321|4907|7010|27306|128344,AR|CYLD|FGFR2|FLT1|NT5E|TEK|HPGDS|CIMAP3,-0.43,Ccdc115
DisGeNET,35,C0730285,Diabetic macular edema,,-3.1,9.8,5.7,30286,92,134,4,3,1.5,285|2321|3567|7010,ANGPT2|FLT1|IL5|TEK,-0.43,Ccdc115
Cell Type Signatures,7,M41714,FAN OVARY CL12 T LYMPHOCYTE NK CELL 2,,-3.1,7,5.1,30286,161,134,5,3.7,1.6,2124|7314|7529|10209|51714,EVI2B|UBB|YWHAB|EIF1|SELENOT,-0.43,Ccdc115
DisGeNET,35,C0004606,Nonproliferative diabetic retinopathy,,-3.1,17,6.6,30286,41,134,3,2.2,1.3,285|2246|27329,ANGPT2|FGF1|ANGPTL3,-0.43,Ccdc115
DisGeNET,35,C1292779,Myelodysplastic Syndrome with Isolated del(5q),,-3.1,17,6.6,30286,41,134,3,2.2,1.3,2246|3567|4869,FGF1|IL5|NPM1,-0.43,Ccdc115
Cell Type Signatures,7,M41706,FAN OVARY CL4 T LYMPHOCYTE NK CELL 1,,-3.1,5.5,4.7,30286,246,134,6,4.5,1.8,4809|7314|7529|7534|10209|51714,SNU13|UBB|YWHAB|YWHAZ|EIF1|SELENOT,-0.43,Ccdc115
Cell Type Signatures,7,M39256,MENON FETAL KIDNEY 6 COLLECTING DUCT CELLS,,-3.1,9.6,5.6,30286,94,134,4,3,1.5,10209|28958|57142|60592,EIF1|COA3|RTN4|SCOC,-0.43,Ccdc115
DisGeNET,35,C0007140,Carcinosarcoma,,-3.1,9.6,5.6,30286,94,134,4,3,1.5,285|367|2263|7150,ANGPT2|AR|FGFR2|TOP1,-0.43,Ccdc115
DisGeNET,35,C0030499,Parasitic Diseases,,-3.1,6.9,5,30286,164,134,5,3.7,1.6,52|3567|7150|27306|51714,ACP1|IL5|TOP1|HPGDS|SELENOT,-0.43,Ccdc115
Cell Type Signatures,7,M41746,RUBENSTEIN SKELETAL MUSCLE SMOOTH MUSCLE CELLS,,-3.1,4.1,4.3,30286,445,134,8,6,2,226|808|830|3151|4869|7314|11259|23741,ALDOA|CALM3|CAPZA2|HMGN2|NPM1|UBB|FILIP1L|EID1,-0.43,Ccdc115
DisGeNET,35,C0158266,Intervertebral Disc Degeneration,,-3.1,4.6,4.5,30286,342,134,7,5.2,1.9,285|367|6613|7529|7534|10209|203547,ANGPT2|AR|SUMO2|YWHAB|YWHAZ|EIF1|VMA21,-0.43,Ccdc115
Cell Type Signatures,7,M39267,HU FETAL RETINA MULLER,,-3.1,16,6.5,30286,42,134,3,2.2,1.3,5354|9068|57142,PLP1|ANGPTL1|RTN4,-0.43,Ccdc115
DisGeNET,35,C1802398,"Chromosome 5, trisomy 5q",,-3.1,16,6.5,30286,42,134,3,2.2,1.3,2246|3567|4869,FGF1|IL5|NPM1,-0.43,Ccdc115
TRRUST,34,TRR01051,Regulated by: POU2F1,,-3.1,16,6.5,30286,42,134,3,2.2,1.3,367|3567|27306,AR|IL5|HPGDS,-0.43,Ccdc115
DisGeNET,35,C0033975,Psychotic Disorders,,-3,3.6,4.2,30286,560,134,9,6.7,2.2,71|212|2263|4988|7337|10846|27306|27328|347730,ACTG1|ALAS2|FGFR2|OPRM1|UBE3A|PDE10A|HPGDS|PCDH11X|LRRTM1,-0.42,Ccdc115
DisGeNET,35,C4551488,Bifid uvula,,-3,9.3,5.5,30286,97,134,4,3,1.5,2263|4998|5000|7314,FGFR2|ORC1|ORC4|UBB,-0.41,Ccdc115
DisGeNET,35,C0024530,Malaria,,-3,3.3,4.1,30286,683,134,10,7.5,2.3,52|71|285|443|2321|3567|4998|5354|10758|27306,ACP1|ACTG1|ANGPT2|ASPA|FLT1|IL5|ORC1|PLP1|TRAF3IP2|HPGDS,-0.41,Ccdc115
DisGeNET,35,C0235946,Cerebral atrophy,,-3,4,4.3,30286,454,134,8,6,2,443|2246|4747|5354|27306|27429|57531|124512,ASPA|FGF1|NEFL|PLP1|HPGDS|HTRA2|HACE1|METTL23,-0.41,Ccdc115
PaGenBase,36,PGB:00065,Cell-specific: DRG,,-3,4,4.3,30286,455,134,8,6,2,443|2246|3357|4747|5354|8633|9934|91851,ASPA|FGF1|HTR2B|NEFL|PLP1|UNC5C|P2RY14|CHRDL1,-0.41,Ccdc115
DisGeNET,35,C1866190,Atresia of the external auditory canal,,-3,15,6.4,30286,44,134,3,2.2,1.3,2263|4998|5000,FGFR2|ORC1|ORC4,-0.41,Ccdc115
TRRUST,34,TRR00484,Regulated by: HIF1A,,-3,9.1,5.4,30286,99,134,4,3,1.5,212|226|367|4907,ALAS2|ALDOA|AR|NT5E,-0.41,Ccdc115
DisGeNET,35,C1845977,X- linked recessive,,-3,6.6,4.9,30286,172,134,5,3.7,1.6,212|367|5354|91851|203547,ALAS2|AR|PLP1|CHRDL1|VMA21,-0.4,Ccdc115
COVID,200,COVID201,Ubiquitinome_Stukalov_A549-ACE2_6h_Up,,-3,9,5.4,30286,100,134,4,3,1.5,226|3006|3326|4869,ALDOA|H1-2|HSP90AB1|NPM1,-0.4,Ccdc115
DisGeNET,35,C0004045,Asphyxia Neonatorum,,-3,15,6.3,30286,45,134,3,2.2,1.3,2321|4747|27429,FLT1|NEFL|HTRA2,-0.4,Ccdc115
DisGeNET,35,C0740302,5q-syndrome,,-3,15,6.3,30286,45,134,3,2.2,1.3,2246|3567|4869,FGF1|IL5|NPM1,-0.4,Ccdc115
DisGeNET,35,C2931852,Clear-cell metastatic renal cell carcinoma,,-3,5.2,4.6,30286,260,134,6,4.5,1.8,226|285|367|4907|7010|8633,ALDOA|ANGPT2|AR|NT5E|TEK|UNC5C,-0.39,Ccdc115
DisGeNET,35,C0686377,CNS metastases,,-3,8.9,5.3,30286,102,134,4,3,1.5,367|443|4907|388015,AR|ASPA|NT5E|RTL1,-0.39,Ccdc115
DisGeNET,35,C0344530,Congenital keratoglobus,,-3,15,6.2,30286,46,134,3,2.2,1.3,2263|7010|91851,FGFR2|TEK|CHRDL1,-0.39,Ccdc115
DisGeNET,35,C3469521,"FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)",,-2.9,4.4,4.3,30286,359,134,7,5.2,1.9,52|367|4809|4869|4988|7150|27306,ACP1|AR|SNU13|NPM1|OPRM1|TOP1|HPGDS,-0.39,Ccdc115
DisGeNET,35,C0027708,Nephroblastoma,,-2.9,3.5,4,30286,586,134,9,6.7,2.2,367|2742|4747|4869|26136|27306|27429|29119|57531,AR|GLRA2|NEFL|NPM1|TES|HPGDS|HTRA2|CTNNA3|HACE1,-0.36,Ccdc115
DisGeNET,35,C1292778,Chronic myeloproliferative disorder,,-2.9,4.3,4.3,30286,366,134,7,5.2,1.9,367|4067|4869|4998|5000|7010|64805,AR|LYN|NPM1|ORC1|ORC4|TEK|P2RY12,-0.36,Ccdc115
DisGeNET,35,C0221765,Chronic schizophrenia,,-2.9,14,6.1,30286,48,134,3,2.2,1.3,808|57142|93986,CALM3|RTN4|FOXP2,-0.36,Ccdc115
DisGeNET,35,C0026703,Mucopolysaccharidoses,,-2.9,14,6.1,30286,48,134,3,2.2,1.3,212|1540|4907,ALAS2|CYLD|NT5E,-0.36,Ccdc115
COVID,200,COVID371,Interactome_Laurent_HEK293_24h_NSP15,,-2.9,8.5,5.2,30286,106,134,4,3,1.5,658|10758|23283|27429,BMPR1B|TRAF3IP2|CSTF2T|HTRA2,-0.36,Ccdc115
DisGeNET,35,C4551584,Brain atrophy,,-2.9,6.2,4.7,30286,182,134,5,3.7,1.6,443|2246|4747|5354|27306,ASPA|FGF1|NEFL|PLP1|HPGDS,-0.36,Ccdc115
DisGeNET,35,C0856169,Endothelial dysfunction,,-2.9,3.2,3.9,30286,716,134,10,7.5,2.3,285|808|2321|4907|6019|6613|9122|10758|23452|64805,ANGPT2|CALM3|FLT1|NT5E|RLN2|SUMO2|SLC16A4|TRAF3IP2|ANGPTL2|P2RY12,-0.36,Ccdc115
DisGeNET,35,C0346153,"Breast Cancer, Familial",,-2.9,6.2,4.7,30286,183,134,5,3.7,1.6,285|367|2263|7010|27306,ANGPT2|AR|FGFR2|TEK|HPGDS,-0.36,Ccdc115
DisGeNET,35,C0155877,Allergic asthma,,-2.9,4.3,4.2,30286,371,134,7,5.2,1.9,3567|4907|7534|8528|10803|26136|27306,IL5|NT5E|YWHAZ|DDO|CCR9|TES|HPGDS,-0.36,Ccdc115
Cell Type Signatures,7,M41669,TRAVAGLINI LUNG BRONCHIAL VESSEL 2 CELL,,-2.9,5,4.4,30286,272,134,6,4.5,1.8,71|3187|3326|4869|10209|257415,ACTG1|HNRNPH1|HSP90AB1|NPM1|EIF1|FAM133B,-0.36,Ccdc115
DisGeNET,35,C0242994,Hantavirus Infections,,-2.9,8.4,5.1,30286,108,134,4,3,1.5,285|7010|64805|283652,ANGPT2|TEK|P2RY12|SLC24A5,-0.36,Ccdc115
Cell Type Signatures,7,M39135,AIZARANI LIVER C39 EPCAM POS BILE DUCT CELLS 4,,-2.9,6.1,4.7,30286,184,134,5,3.7,1.6,71|2263|3326|11228|57142,ACTG1|FGFR2|HSP90AB1|RASSF8|RTN4,-0.36,Ccdc115
DisGeNET,35,C0085084,Motor Neuron Disease,,-2.8,6.1,4.6,30286,186,134,5,3.7,1.6,367|4747|4907|29978|220988,AR|NEFL|NT5E|UBQLN2|HNRNPA3,-0.34,Ccdc115
DisGeNET,35,C0041948,Uremia,,-2.8,8.2,5.1,30286,110,134,4,3,1.5,285|2321|3184|7010,ANGPT2|FLT1|HNRNPD|TEK,-0.34,Ccdc115
DisGeNET,35,C0010278,Craniosynostosis,,-2.8,3.7,4,30286,488,134,8,6,2,808|2263|3567|4907|4998|5000|5734|27306,CALM3|FGFR2|IL5|NT5E|ORC1|ORC4|PTGER4|HPGDS,-0.33,Ccdc115
DisGeNET,35,C0009241,Cognition Disorders,,-2.8,3.4,3.9,30286,606,134,9,6.7,2.2,367|7337|7534|9037|10846|29978|91851|93986|388015,AR|UBE3A|YWHAZ|SEMA5A|PDE10A|UBQLN2|CHRDL1|FOXP2|RTL1,-0.33,Ccdc115
DisGeNET,35,C0024305,"Lymphoma, Non-Hodgkin",,-2.8,3.1,3.8,30286,733,134,10,7.5,2.3,367|808|2321|2857|3567|4869|5000|9963|10803|27306,AR|CALM3|FLT1|GPR34|IL5|NPM1|ORC4|SLC23A1|CCR9|HPGDS,-0.31,Ccdc115
DisGeNET,35,C1336905,Endometrial Endometrioid Adenocarcinoma,,-2.8,13,5.7,30286,53,134,3,2.2,1.3,285|367|1540,ANGPT2|AR|CYLD,-0.3,Ccdc115
DisGeNET,35,C1384666,hearing impairment,,-2.8,3.1,3.8,30286,739,134,10,7.5,2.3,71|443|1687|2263|3769|4747|4907|4998|5000|27306,ACTG1|ASPA|GSDME|FGFR2|KCNJ13|NEFL|NT5E|ORC1|ORC4|HPGDS,-0.3,Ccdc115
DisGeNET,35,C4086152,Childhood Astrocytoma,,-2.8,3.3,3.9,30286,615,134,9,6.7,2.2,285|4747|4869|5354|7010|7534|8452|27306|64805,ANGPT2|NEFL|NPM1|PLP1|TEK|YWHAZ|CUL3|HPGDS|P2RY12,-0.3,Ccdc115
DisGeNET,35,C0733682,"Hypophosphatemic Rickets, X-Linked Dominant",,-2.7,13,5.7,30286,54,134,3,2.2,1.3,367|2742|4907,AR|GLRA2|NT5E,-0.29,Ccdc115
