_MEMBER_Ccdc115,_LogP_Ccdc115,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-4,C1145670,M1,1,0,DisGeNET,35,Respiratory Failure,,-4,5.7,5.6,30286,319,134,8,6,2,2246|3567|4988|4998|5000|9963|27429|29978,FGF1|IL5|OPRM1|ORC1|ORC4|SLC23A1|HTRA2|UBQLN2,-0.89,0
1,-4,C0018790,M1,1,0,DisGeNET,35,Cardiac Arrest,,-4,5,5.4,30286,410,134,9,6.7,2.2,285|367|808|4747|4907|7010|7534|27306|27329,ANGPT2|AR|CALM3|NEFL|NT5E|TEK|YWHAZ|HPGDS|ANGPTL3,-0.89,0
1,-4,C1876214,M1,1,0,DisGeNET,35,"ALBINOIDISM, OCULOCUTANEOUS, AUTOSOMAL DOMINANT",,-4,17,7.7,30286,54,134,4,3,1.5,7337|23682|283652|388015,UBE3A|RAB38|SLC24A5|RTL1,-0.89,0
1,-4,C0432103,M1,1,0,DisGeNET,35,Submucous cleft of hard palate,,-4,16,7.6,30286,55,134,4,3,1.5,4998|5000|7314|93986,ORC1|ORC4|UBB|FOXP2,-0.87,0
1,-3.9,C0042571,M1,1,0,DisGeNET,35,Vertigo,,-3.9,7.8,6,30286,173,134,6,4.5,1.8,808|3769|4869|4907|4988|26136,CALM3|KCNJ13|NPM1|NT5E|OPRM1|TES,-0.81,0
1,-3.9,C0018681,M1,1,0,DisGeNET,35,Headache,,-3.9,5.3,5.4,30286,338,134,8,6,2,367|808|2263|2321|3567|4988|9122|27306,AR|CALM3|FGFR2|FLT1|IL5|OPRM1|SLC16A4|HPGDS,-0.79,0
1,-3.8,C0240310,M1,1,0,DisGeNET,35,Hypoplasia of the maxilla,,-3.8,10,6.4,30286,113,134,5,3.7,1.6,2263|4998|5000|7314|7337,FGFR2|ORC1|ORC4|UBB|UBE3A,-0.78,0
1,-3.8,C0027796,M1,1,0,DisGeNET,35,Neuralgia,,-3.8,3.5,4.7,30286,766,134,12,9,2.5,285|2246|2857|3357|4747|4988|5354|5734|7534|23767|64805|388015,ANGPT2|FGF1|GPR34|HTR2B|NEFL|OPRM1|PLP1|PTGER4|YWHAZ|FLRT3|P2RY12|RTL1,-0.77,0
1,-3.7,C0012833,M1,1,0,DisGeNET,35,Dizziness,,-3.7,14,7,30286,64,134,4,3,1.5,3769|4907|4988|26136,KCNJ13|NT5E|OPRM1|TES,-0.72,0
1,-3.7,C0020452,M1,1,0,DisGeNET,35,Hyperemia,,-3.7,14,7,30286,64,134,4,3,1.5,285|4907|7010|64805,ANGPT2|NT5E|TEK|P2RY12,-0.72,0
1,-3.7,C0025500,M1,1,0,DisGeNET,35,Mesothelioma,,-3.7,4,4.8,30286,559,134,10,7.5,2.3,285|808|2246|2263|2321|4067|4907|7010|23741|27306,ANGPT2|CALM3|FGF1|FGFR2|FLT1|LYN|NT5E|TEK|EID1|HPGDS,-0.71,0
1,-3.7,C0004936,M1,1,0,DisGeNET,35,Mental disorders,,-3.7,3.4,4.6,30286,789,134,12,9,2.5,52|71|367|808|2263|2823|4747|4988|10846|27306|55840|93986,ACP1|ACTG1|AR|CALM3|FGFR2|GPM6A|NEFL|OPRM1|PDE10A|HPGDS|EAF2|FOXP2,-0.71,0
1,-3.6,C0042133,M1,1,0,DisGeNET,35,Uterine Fibroids,,-3.6,4,4.8,30286,569,134,10,7.5,2.3,52|71|285|367|3151|5354|26136|27306|27328|57142,ACP1|ACTG1|ANGPT2|AR|HMGN2|PLP1|TES|HPGDS|PCDH11X|RTN4,-0.68,0
1,-3.6,C0279628,M1,1,0,DisGeNET,35,Adenocarcinoma Of Esophagus,,-3.6,4.4,4.9,30286,467,134,9,6.7,2.2,367|443|1540|2246|2321|5734|7534|9122|27306,AR|ASPA|CYLD|FGF1|FLT1|PTGER4|YWHAZ|SLC16A4|HPGDS,-0.68,0
1,-3.6,C0007785,M1,1,0,DisGeNET,35,Cerebral Infarction,,-3.6,3.6,4.6,30286,687,134,11,8.2,2.4,285|2321|4988|6613|7010|7534|9068|27306|27429|57142|64805,ANGPT2|FLT1|OPRM1|SUMO2|TEK|YWHAZ|ANGPTL1|HPGDS|HTRA2|RTN4|P2RY12,-0.68,0
1,-3.6,C2919945,M1,1,0,DisGeNET,35,Cavernous Hemangioma of Brain,,-3.6,8.9,5.9,30286,127,134,5,3.7,1.6,285|808|2321|6019|7010,ANGPT2|CALM3|FLT1|RLN2|TEK,-0.67,0
1,-3.6,C0349204,M1,1,0,DisGeNET,35,Nonorganic psychosis,,-3.6,4.8,5,30286,376,134,8,6,2,71|212|2263|4988|7337|10846|27328|347730,ACTG1|ALAS2|FGFR2|OPRM1|UBE3A|PDE10A|PCDH11X|LRRTM1,-0.65,0
1,-3.5,C0014588,M1,1,0,DisGeNET,35,Epispadias,,-3.5,23,7.9,30286,30,134,3,2.2,1.3,367|4998|5000,AR|ORC1|ORC4,-0.61,0
1,-3.5,C0024408,M1,1,0,DisGeNET,35,Machado-Joseph Disease,,-3.5,8.4,5.7,30286,135,134,5,3.7,1.6,52|367|4747|7314|29978,ACP1|AR|NEFL|UBB|UBQLN2,-0.58,0
1,-3.4,C0236642,M1,1,0,DisGeNET,35,Pick Disease of the Brain,,-3.4,6.4,5.2,30286,213,134,6,4.5,1.8,4747|5094|7314|27306|29978|93986,NEFL|PCBP2|UBB|HPGDS|UBQLN2|FOXP2,-0.55,0
1,-3.4,C0041316,M1,1,0,DisGeNET,35,Lymph Node Tuberculosis,,-3.4,21,7.5,30286,33,134,3,2.2,1.3,285|3567|7010,ANGPT2|IL5|TEK,-0.54,0
1,-3.4,C0206734,M1,1,0,DisGeNET,35,Hemangioblastoma,,-3.4,11,6.2,30286,79,134,4,3,1.5,285|2246|2321|7010,ANGPT2|FGF1|FLT1|TEK,-0.54,0
1,-3.4,C0220641,M1,1,0,DisGeNET,35,Lip and Oral Cavity Carcinoma,,-3.4,3.4,4.4,30286,734,134,11,8.2,2.4,367|2321|4869|4988|5094|7534|9122|11259|23452|27306|27329,AR|FLT1|NPM1|OPRM1|PCBP2|YWHAZ|SLC16A4|FILIP1L|ANGPTL2|HPGDS|ANGPTL3,-0.54,0
1,-3.3,C0566899,M1,1,0,DisGeNET,35,Small labia majora,,-3.3,19,7.3,30286,35,134,3,2.2,1.3,2263|4998|5000,FGFR2|ORC1|ORC4,-0.5,0
1,-3.3,C0153381,M1,1,0,DisGeNET,35,Malignant neoplasm of mouth,,-3.3,3.3,4.2,30286,756,134,11,8.2,2.4,367|2321|4869|4988|5094|7534|9122|11259|23452|27306|27329,AR|FLT1|NPM1|OPRM1|PCBP2|YWHAZ|SLC16A4|FILIP1L|ANGPTL2|HPGDS|ANGPTL3,-0.47,0
1,-3.2,C0265950,M1,1,0,DisGeNET,35,Venous malformation,,-3.2,18,6.9,30286,38,134,3,2.2,1.3,285|367|7010,ANGPT2|AR|TEK,-0.44,0
1,-3.2,C0266013,M1,1,0,DisGeNET,35,Congenital hypoplasia of breast,,-3.2,18,6.9,30286,38,134,3,2.2,1.3,4998|5000|23767,ORC1|ORC4|FLRT3,-0.44,0
1,-3.2,C0014553,M1,1,0,DisGeNET,35,Absence Epilepsy,,-3.2,10,5.8,30286,88,134,4,3,1.5,3326|4988|7337|7534,HSP90AB1|OPRM1|UBE3A|YWHAZ,-0.44,0
1,-3.2,C0700636,M1,1,0,DisGeNET,35,Focal nodular hyperplasia of liver,,-3.2,17,6.8,30286,39,134,3,2.2,1.3,285|367|7010,ANGPT2|AR|TEK,-0.44,0
1,-3.2,C2937220,M1,1,0,DisGeNET,35,Congenital abnormality of vein,,-3.2,17,6.8,30286,39,134,3,2.2,1.3,285|367|7010,ANGPT2|AR|TEK,-0.44,0
1,-3.2,C3711376,M1,1,0,DisGeNET,35,Isodicentric Chromosome 15 Syndrome,,-3.2,17,6.8,30286,39,134,3,2.2,1.3,5354|7337|388015,PLP1|UBE3A|RTL1,-0.44,0
1,-3.1,C3811653,M1,1,0,DisGeNET,35,Experimental Organism Basal Cell Carcinoma,,-3.1,4.1,4.4,30286,437,134,8,6,2,367|1540|2263|2321|4907|7010|27306|128344,AR|CYLD|FGFR2|FLT1|NT5E|TEK|HPGDS|CIMAP3,-0.43,0
1,-3.1,C0730285,M1,1,0,DisGeNET,35,Diabetic macular edema,,-3.1,9.8,5.7,30286,92,134,4,3,1.5,285|2321|3567|7010,ANGPT2|FLT1|IL5|TEK,-0.43,0
1,-3.1,C0004606,M1,1,0,DisGeNET,35,Nonproliferative diabetic retinopathy,,-3.1,17,6.6,30286,41,134,3,2.2,1.3,285|2246|27329,ANGPT2|FGF1|ANGPTL3,-0.43,0
1,-3.1,C1292779,M1,1,0,DisGeNET,35,Myelodysplastic Syndrome with Isolated del(5q),,-3.1,17,6.6,30286,41,134,3,2.2,1.3,2246|3567|4869,FGF1|IL5|NPM1,-0.43,0
1,-3.1,C0007140,M1,1,0,DisGeNET,35,Carcinosarcoma,,-3.1,9.6,5.6,30286,94,134,4,3,1.5,285|367|2263|7150,ANGPT2|AR|FGFR2|TOP1,-0.43,0
1,-3.1,C0030499,M1,1,0,DisGeNET,35,Parasitic Diseases,,-3.1,6.9,5,30286,164,134,5,3.7,1.6,52|3567|7150|27306|51714,ACP1|IL5|TOP1|HPGDS|SELENOT,-0.43,0
1,-3.1,C0158266,M1,1,0,DisGeNET,35,Intervertebral Disc Degeneration,,-3.1,4.6,4.5,30286,342,134,7,5.2,1.9,285|367|6613|7529|7534|10209|203547,ANGPT2|AR|SUMO2|YWHAB|YWHAZ|EIF1|VMA21,-0.43,0
1,-3.1,C1802398,M1,1,0,DisGeNET,35,"Chromosome 5, trisomy 5q",,-3.1,16,6.5,30286,42,134,3,2.2,1.3,2246|3567|4869,FGF1|IL5|NPM1,-0.43,0
1,-3,C0033975,M1,1,0,DisGeNET,35,Psychotic Disorders,,-3,3.6,4.2,30286,560,134,9,6.7,2.2,71|212|2263|4988|7337|10846|27306|27328|347730,ACTG1|ALAS2|FGFR2|OPRM1|UBE3A|PDE10A|HPGDS|PCDH11X|LRRTM1,-0.42,0
1,-3,C4551488,M1,1,0,DisGeNET,35,Bifid uvula,,-3,9.3,5.5,30286,97,134,4,3,1.5,2263|4998|5000|7314,FGFR2|ORC1|ORC4|UBB,-0.41,0
1,-3,C0024530,M1,1,0,DisGeNET,35,Malaria,,-3,3.3,4.1,30286,683,134,10,7.5,2.3,52|71|285|443|2321|3567|4998|5354|10758|27306,ACP1|ACTG1|ANGPT2|ASPA|FLT1|IL5|ORC1|PLP1|TRAF3IP2|HPGDS,-0.41,0
1,-3,C0235946,M1,1,0,DisGeNET,35,Cerebral atrophy,,-3,4,4.3,30286,454,134,8,6,2,443|2246|4747|5354|27306|27429|57531|124512,ASPA|FGF1|NEFL|PLP1|HPGDS|HTRA2|HACE1|METTL23,-0.41,0
1,-3,C1866190,M1,1,0,DisGeNET,35,Atresia of the external auditory canal,,-3,15,6.4,30286,44,134,3,2.2,1.3,2263|4998|5000,FGFR2|ORC1|ORC4,-0.41,0
1,-3,C1845977,M1,1,0,DisGeNET,35,X- linked recessive,,-3,6.6,4.9,30286,172,134,5,3.7,1.6,212|367|5354|91851|203547,ALAS2|AR|PLP1|CHRDL1|VMA21,-0.4,0
1,-3,C0004045,M1,1,0,DisGeNET,35,Asphyxia Neonatorum,,-3,15,6.3,30286,45,134,3,2.2,1.3,2321|4747|27429,FLT1|NEFL|HTRA2,-0.4,0
1,-3,C0740302,M1,1,0,DisGeNET,35,5q-syndrome,,-3,15,6.3,30286,45,134,3,2.2,1.3,2246|3567|4869,FGF1|IL5|NPM1,-0.4,0
1,-3,C2931852,M1,1,0,DisGeNET,35,Clear-cell metastatic renal cell carcinoma,,-3,5.2,4.6,30286,260,134,6,4.5,1.8,226|285|367|4907|7010|8633,ALDOA|ANGPT2|AR|NT5E|TEK|UNC5C,-0.39,0
1,-3,C0686377,M1,1,0,DisGeNET,35,CNS metastases,,-3,8.9,5.3,30286,102,134,4,3,1.5,367|443|4907|388015,AR|ASPA|NT5E|RTL1,-0.39,0
1,-3,C0344530,M1,1,0,DisGeNET,35,Congenital keratoglobus,,-3,15,6.2,30286,46,134,3,2.2,1.3,2263|7010|91851,FGFR2|TEK|CHRDL1,-0.39,0
1,-2.9,C3469521,M1,1,0,DisGeNET,35,"FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)",,-2.9,4.4,4.3,30286,359,134,7,5.2,1.9,52|367|4809|4869|4988|7150|27306,ACP1|AR|SNU13|NPM1|OPRM1|TOP1|HPGDS,-0.39,0
1,-2.9,C0027708,M1,1,0,DisGeNET,35,Nephroblastoma,,-2.9,3.5,4,30286,586,134,9,6.7,2.2,367|2742|4747|4869|26136|27306|27429|29119|57531,AR|GLRA2|NEFL|NPM1|TES|HPGDS|HTRA2|CTNNA3|HACE1,-0.36,0
1,-2.9,C1292778,M1,1,0,DisGeNET,35,Chronic myeloproliferative disorder,,-2.9,4.3,4.3,30286,366,134,7,5.2,1.9,367|4067|4869|4998|5000|7010|64805,AR|LYN|NPM1|ORC1|ORC4|TEK|P2RY12,-0.36,0
1,-2.9,C0026703,M1,1,0,DisGeNET,35,Mucopolysaccharidoses,,-2.9,14,6.1,30286,48,134,3,2.2,1.3,212|1540|4907,ALAS2|CYLD|NT5E,-0.36,0
1,-2.9,C0221765,M1,1,0,DisGeNET,35,Chronic schizophrenia,,-2.9,14,6.1,30286,48,134,3,2.2,1.3,808|57142|93986,CALM3|RTN4|FOXP2,-0.36,0
1,-2.9,C4551584,M1,1,0,DisGeNET,35,Brain atrophy,,-2.9,6.2,4.7,30286,182,134,5,3.7,1.6,443|2246|4747|5354|27306,ASPA|FGF1|NEFL|PLP1|HPGDS,-0.36,0
1,-2.9,C0856169,M1,1,0,DisGeNET,35,Endothelial dysfunction,,-2.9,3.2,3.9,30286,716,134,10,7.5,2.3,285|808|2321|4907|6019|6613|9122|10758|23452|64805,ANGPT2|CALM3|FLT1|NT5E|RLN2|SUMO2|SLC16A4|TRAF3IP2|ANGPTL2|P2RY12,-0.36,0
1,-2.9,C0346153,M1,1,0,DisGeNET,35,"Breast Cancer, Familial",,-2.9,6.2,4.7,30286,183,134,5,3.7,1.6,285|367|2263|7010|27306,ANGPT2|AR|FGFR2|TEK|HPGDS,-0.36,0
1,-2.9,C0155877,M1,1,0,DisGeNET,35,Allergic asthma,,-2.9,4.3,4.2,30286,371,134,7,5.2,1.9,3567|4907|7534|8528|10803|26136|27306,IL5|NT5E|YWHAZ|DDO|CCR9|TES|HPGDS,-0.36,0
1,-2.9,C0242994,M1,1,0,DisGeNET,35,Hantavirus Infections,,-2.9,8.4,5.1,30286,108,134,4,3,1.5,285|7010|64805|283652,ANGPT2|TEK|P2RY12|SLC24A5,-0.36,0
1,-2.8,C0085084,M1,1,0,DisGeNET,35,Motor Neuron Disease,,-2.8,6.1,4.6,30286,186,134,5,3.7,1.6,367|4747|4907|29978|220988,AR|NEFL|NT5E|UBQLN2|HNRNPA3,-0.34,0
1,-2.8,C0041948,M1,1,0,DisGeNET,35,Uremia,,-2.8,8.2,5.1,30286,110,134,4,3,1.5,285|2321|3184|7010,ANGPT2|FLT1|HNRNPD|TEK,-0.34,0
1,-2.8,C0010278,M1,1,0,DisGeNET,35,Craniosynostosis,,-2.8,3.7,4,30286,488,134,8,6,2,808|2263|3567|4907|4998|5000|5734|27306,CALM3|FGFR2|IL5|NT5E|ORC1|ORC4|PTGER4|HPGDS,-0.33,0
1,-2.8,C0009241,M1,1,0,DisGeNET,35,Cognition Disorders,,-2.8,3.4,3.9,30286,606,134,9,6.7,2.2,367|7337|7534|9037|10846|29978|91851|93986|388015,AR|UBE3A|YWHAZ|SEMA5A|PDE10A|UBQLN2|CHRDL1|FOXP2|RTL1,-0.33,0
1,-2.8,C0024305,M1,1,0,DisGeNET,35,"Lymphoma, Non-Hodgkin",,-2.8,3.1,3.8,30286,733,134,10,7.5,2.3,367|808|2321|2857|3567|4869|5000|9963|10803|27306,AR|CALM3|FLT1|GPR34|IL5|NPM1|ORC4|SLC23A1|CCR9|HPGDS,-0.31,0
1,-2.8,C1336905,M1,1,0,DisGeNET,35,Endometrial Endometrioid Adenocarcinoma,,-2.8,13,5.7,30286,53,134,3,2.2,1.3,285|367|1540,ANGPT2|AR|CYLD,-0.3,0
1,-2.8,C1384666,M1,1,0,DisGeNET,35,hearing impairment,,-2.8,3.1,3.8,30286,739,134,10,7.5,2.3,71|443|1687|2263|3769|4747|4907|4998|5000|27306,ACTG1|ASPA|GSDME|FGFR2|KCNJ13|NEFL|NT5E|ORC1|ORC4|HPGDS,-0.3,0
1,-2.8,C4086152,M1,1,0,DisGeNET,35,Childhood Astrocytoma,,-2.8,3.3,3.9,30286,615,134,9,6.7,2.2,285|4747|4869|5354|7010|7534|8452|27306|64805,ANGPT2|NEFL|NPM1|PLP1|TEK|YWHAZ|CUL3|HPGDS|P2RY12,-0.3,0
1,-2.7,C0733682,M1,1,0,DisGeNET,35,"Hypophosphatemic Rickets, X-Linked Dominant",,-2.7,13,5.7,30286,54,134,3,2.2,1.3,367|2742|4907,AR|GLRA2|NT5E,-0.29,0
1,-2.7,C1827293,M1,1,0,DisGeNET,35,"Carcinoma of urinary bladder, invasive",,-2.7,4.7,4.2,30286,287,134,6,4.5,1.8,367|2321|7534|8633|9122|27306,AR|FLT1|YWHAZ|UNC5C|SLC16A4|HPGDS,-0.29,0
1,-2.7,C0085109,M1,1,0,DisGeNET,35,Corneal Neovascularization,,-2.7,7.7,4.9,30286,117,134,4,3,1.5,285|2321|7010|9068,ANGPT2|FLT1|TEK|ANGPTL1,-0.28,0
1,-2.7,C0015625,M1,1,0,DisGeNET,35,Fanconi Anemia,,-2.7,4,4,30286,393,134,7,5.2,1.9,52|367|4809|4869|4988|7150|27306,ACP1|AR|SNU13|NPM1|OPRM1|TOP1|HPGDS,-0.28,0
1,-2.7,C0007114,M1,1,0,DisGeNET,35,Malignant neoplasm of skin,,-2.7,3.6,3.9,30286,507,134,8,6,2,71|367|808|1540|2263|2321|3858|27306,ACTG1|AR|CALM3|CYLD|FGFR2|FLT1|KRT10|HPGDS,-0.28,0
1,-2.7,C0276447,M1,1,0,DisGeNET,35,Rhinovirus infection,,-2.7,5.6,4.4,30286,202,134,5,3.7,1.6,3184|3567|4907|5094|27306,HNRNPD|IL5|NT5E|PCBP2|HPGDS,-0.25,0
1,-2.7,C0270736,M1,1,0,DisGeNET,35,Essential Tremor,,-2.7,7.4,4.7,30286,122,134,4,3,1.5,808|27306|27429|29119,CALM3|HPGDS|HTRA2|CTNNA3,-0.25,0
1,-2.7,C0013080,M1,1,0,DisGeNET,35,Down Syndrome,,-2.7,3,3.7,30286,765,134,10,7.5,2.3,443|2321|4747|4869|4907|7314|7337|23452|27306|388015,ASPA|FLT1|NEFL|NPM1|NT5E|UBB|UBE3A|ANGPTL2|HPGDS|RTL1,-0.24,0
1,-2.6,C4025272,M1,1,0,DisGeNET,35,Peripheral arterial stenosis,,-2.6,7.3,4.7,30286,124,134,4,3,1.5,285|367|2246|64805,ANGPT2|AR|FGF1|P2RY12,-0.23,0
1,-2.6,C0030486,M1,1,0,DisGeNET,35,Paraplegia,,-2.6,11,5.4,30286,59,134,3,2.2,1.3,367|5354|23767,AR|PLP1|FLRT3,-0.23,0
1,-2.6,C0270921,M1,1,0,DisGeNET,35,Axonal neuropathy,,-2.6,11,5.4,30286,59,134,3,2.2,1.3,4747|5354|7150,NEFL|PLP1|TOP1,-0.23,0
1,-2.6,C0020302,M1,1,0,DisGeNET,35,Hydrophthalmos,,-2.6,11,5.3,30286,60,134,3,2.2,1.3,367|2263|7010,AR|FGFR2|TEK,-0.23,0
1,-2.6,C0024537,M1,1,0,DisGeNET,35,"Malaria, Vivax",,-2.6,11,5.3,30286,60,134,3,2.2,1.3,71|285|27306,ACTG1|ANGPT2|HPGDS,-0.23,0
1,-2.6,C0162835,M1,1,0,DisGeNET,35,Hypopigmentation disorder,,-2.6,7.2,4.6,30286,126,134,4,3,1.5,7337|23682|283652|388015,UBE3A|RAB38|SLC24A5|RTL1,-0.23,0
1,-2.6,C0021831,M1,1,0,DisGeNET,35,Intestinal Diseases,,-2.6,5.4,4.3,30286,209,134,5,3.7,1.6,3567|4988|9122|27306|93986,IL5|OPRM1|SLC16A4|HPGDS|FOXP2,-0.23,0
1,-2.6,C0270824,M1,1,0,DisGeNET,35,Visual seizure,,-2.6,5.4,4.3,30286,209,134,5,3.7,1.6,4988|5354|7529|7534|57142,OPRM1|PLP1|YWHAB|YWHAZ|RTN4,-0.23,0
1,-2.6,C1153706,M1,1,0,DisGeNET,35,Endometrial adenocarcinoma,,-2.6,5.3,4.2,30286,212,134,5,3.7,1.6,367|1540|2263|5734|9122,AR|CYLD|FGFR2|PTGER4|SLC16A4,-0.21,0
1,-2.6,C0340076,M1,1,0,DisGeNET,35,Asthmatic pulmonary eosinophilia,,-2.6,11,5.2,30286,62,134,3,2.2,1.3,3567|10758|64805,IL5|TRAF3IP2|P2RY12,-0.21,0
1,-2.6,C1847514,M1,1,0,DisGeNET,35,Postnatal microcephaly,,-2.6,11,5.2,30286,62,134,3,2.2,1.3,71|7337|27429,ACTG1|UBE3A|HTRA2,-0.21,0
1,-2.6,C2733158,M1,1,0,DisGeNET,35,Cerebral Small Vessel Diseases,,-2.6,11,5.2,30286,62,134,3,2.2,1.3,285|3769|4747,ANGPT2|KCNJ13|NEFL,-0.21,0
1,-2.6,C0014599,M1,1,0,DisGeNET,35,Epithelial hyperplasia,,-2.6,11,5.2,30286,63,134,3,2.2,1.3,3567|7337|55840,IL5|UBE3A|EAF2,-0.2,0
1,-2.6,C0156394,M1,1,0,DisGeNET,35,Hypertrophy of clitoris,,-2.6,11,5.2,30286,63,134,3,2.2,1.3,2263|4998|5000,FGFR2|ORC1|ORC4,-0.2,0
1,-2.5,C2350236,M1,1,0,DisGeNET,35,Idiopathic Interstitial Pneumonias,,-2.5,11,5.1,30286,64,134,3,2.2,1.3,285|3184|5094,ANGPT2|HNRNPD|PCBP2,-0.18,0
1,-2.5,C4552766,M1,1,0,DisGeNET,35,Miscarriage,,-2.5,3.7,3.8,30286,426,134,7,5.2,1.9,285|1540|2263|2321|4907|23767|27306,ANGPT2|CYLD|FGFR2|FLT1|NT5E|FLRT3|HPGDS,-0.18,0
1,-2.5,C4521042,M1,1,0,DisGeNET,35,Complete Trisomy 21 Syndrome,,-2.5,3,3.6,30286,668,134,9,6.7,2.2,443|2321|4747|4869|4907|7314|7337|23452|27306,ASPA|FLT1|NEFL|NPM1|NT5E|UBB|UBE3A|ANGPTL2|HPGDS,-0.18,0
1,-2.5,C0878773,M1,1,0,DisGeNET,35,Overactive Bladder,,-2.5,10,5.1,30286,65,134,3,2.2,1.3,4747|7010|64805,NEFL|TEK|P2RY12,-0.18,0
1,-2.5,C4551689,M1,1,0,DisGeNET,35,Sleep-Disordered Breathing,,-2.5,10,5.1,30286,65,134,3,2.2,1.3,71|367|4747,ACTG1|AR|NEFL,-0.18,0
1,-2.5,C0010709,M1,1,0,DisGeNET,35,Cyst,,-2.5,5.1,4.1,30286,221,134,5,3.7,1.6,285|367|2321|3567|4907,ANGPT2|AR|FLT1|IL5|NT5E,-0.17,0
1,-2.5,C0035222,M1,1,0,DisGeNET,35,"Respiratory Distress Syndrome, Adult",,-2.5,3.6,3.7,30286,434,134,7,5.2,1.9,285|4907|4988|7010|7534|23452|27306,ANGPT2|NT5E|OPRM1|TEK|YWHAZ|ANGPTL2|HPGDS,-0.15,0
1,-2.5,C4721806,M1,1,0,DisGeNET,35,"Carcinoma, Basal Cell",,-2.5,3.2,3.6,30286,557,134,8,6,2,367|1540|2263|2321|4907|7010|27306|128344,AR|CYLD|FGFR2|FLT1|NT5E|TEK|HPGDS|CIMAP3,-0.13,0
1,-2.5,C0007758,M1,1,0,DisGeNET,35,Cerebellar Ataxia,,-2.5,3.6,3.7,30286,440,134,7,5.2,1.9,212|367|808|4747|7150|7337|552889,ALAS2|AR|CALM3|NEFL|TOP1|UBE3A|ATXN7L3B,-0.12,0
1,-2.4,C1842083,M1,1,0,DisGeNET,35,Abnormality of the ribs,,-2.4,9.8,4.9,30286,69,134,3,2.2,1.3,2263|4998|5000,FGFR2|ORC1|ORC4,-0.12,0
