Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-72689,Formation of a pool of free 40S subunits,,-16,1.1e+02,31,30286,102,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-13,Itm2c
Reactome Gene Sets,6,R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,,-16,97,29,30286,112,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-13,Itm2c
Reactome Gene Sets,6,R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,,-16,96,29,30286,113,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-13,Itm2c
Reactome Gene Sets,6,R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,,-16,96,29,30286,113,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-13,Itm2c
Reactome Gene Sets,6,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),,-16,94,29,30286,116,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-12,Itm2c
Reactome Gene Sets,6,R-HSA-927802,Nonsense-Mediated Decay (NMD),,-16,94,29,30286,116,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-12,Itm2c
Reactome Gene Sets,6,R-HSA-2408522,Selenoamino acid metabolism,,-15,92,28,30286,119,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-12,Itm2c
Reactome Gene Sets,6,R-HSA-72613,Eukaryotic Translation Initiation,,-15,91,28,30286,120,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-12,Itm2c
Reactome Gene Sets,6,R-HSA-72737,Cap-dependent Translation Initiation,,-15,91,28,30286,120,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-12,Itm2c
GO Biological Processes,19,GO:0002181,cytoplasmic translation,19_GO:0008152 metabolic process,-15,86,28,30286,127,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-12,Itm2c
Reactome Gene Sets,6,R-HSA-9711097,Cellular response to starvation,,-14,69,25,30286,157,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-11,Itm2c
Reactome Gene Sets,6,R-HSA-422475,Axon guidance,,-14,27,17,30286,548,25,12,48,10,5621|6133|6139|6157|6159|6161|6164|6175|6202|6217|8482|8851,PRNP|RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16|SEMA7A|CDK5R1,-11,Itm2c
CORUM,33,CORUM:308,"60S ribosomal subunit, cytoplasmic",,-14,1.8e+02,35,30286,47,25,7,28,9,6133|6139|6157|6159|6161|6164|6175,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0,-11,Itm2c
Reactome Gene Sets,6,R-HSA-9675108,Nervous system development,,-14,25,17,30286,573,25,12,48,10,5621|6133|6139|6157|6159|6161|6164|6175|6202|6217|8482|8851,PRNP|RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16|SEMA7A|CDK5R1,-11,Itm2c
KEGG Pathway,24,hsa03010,Ribosome,,-14,64,24,30286,170,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-11,Itm2c
Reactome Gene Sets,6,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,,-14,63,24,30286,172,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-11,Itm2c
CORUM,33,CORUM:3055,Nop56p-associated pre-rRNA complex,,-14,93,27,30286,104,25,8,32,9.3,6133|6139|6157|6159|6161|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPLP0|RPS8|RPS16,-11,Itm2c
Reactome Gene Sets,6,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,,-14,59,23,30286,185,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-11,Itm2c
Reactome Gene Sets,6,R-HSA-8868773,rRNA processing in the nucleus and cytosol,,-14,56,22,30286,195,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-11,Itm2c
Reactome Gene Sets,6,R-HSA-72312,rRNA processing,,-13,53,22,30286,205,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-10,Itm2c
Reactome Gene Sets,6,R-HSA-376176,Signaling by ROBO receptors,,-13,50,21,30286,219,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-10,Itm2c
KEGG Pathway,24,hsa05171,Coronavirus disease - COVID-19,,-13,47,20,30286,233,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-10,Itm2c
Reactome Gene Sets,6,R-HSA-72766,Translation,,-12,37,18,30286,292,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-9.1,Itm2c
Reactome Gene Sets,6,R-HSA-71291,Metabolism of amino acids and derivatives,,-11,30,16,30286,367,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-8.3,Itm2c
GO Biological Processes,19,GO:0006412,translation,19_GO:0008152 metabolic process,-11,28,15,30286,392,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-8,Itm2c
GO Biological Processes,19,GO:0043043,peptide biosynthetic process,19_GO:0008152 metabolic process,-11,26,15,30286,421,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-7.8,Itm2c
Reactome Gene Sets,6,R-HSA-8953854,Metabolism of RNA,,-9.9,17,12,30286,726,25,10,40,9.8,6133|6139|6157|6159|6161|6164|6175|6202|6217|9883,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16|POM121,-7.1,Itm2c
GO Biological Processes,19,GO:0043604,amide biosynthetic process,19_GO:0008152 metabolic process,-9.6,20,13,30286,542,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-6.8,Itm2c
GO Biological Processes,19,GO:0006518,peptide metabolic process,19_GO:0008152 metabolic process,-9.5,20,13,30286,551,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-6.8,Itm2c
Reactome Gene Sets,6,R-HSA-9768919,NPAS4 regulates expression of target genes,,-6.1,1.7e+02,22,30286,22,25,3,12,6.5,406|8851|266743,BMAL1|CDK5R1|NPAS4,-3.4,Itm2c
Reactome Gene Sets,6,R-HSA-9634815,Transcriptional Regulation by NPAS4,,-5.5,1.1e+02,18,30286,34,25,3,12,6.5,406|8851|266743,BMAL1|CDK5R1|NPAS4,-2.8,Itm2c
Reactome Gene Sets,6,R-HSA-9705683,SARS-CoV-2-host interactions,,-3.2,18,6.9,30286,203,25,3,12,6.5,6202|6217|9883,RPS8|RPS16|POM121,-0.51,Itm2c
GO Biological Processes,19,GO:0048167,regulation of synaptic plasticity,19_GO:0050789 regulation of biological process,-3.1,17,6.7,30286,216,25,3,12,6.5,4297|5621|266743,KMT2A|PRNP|NPAS4,-0.44,Itm2c
GO Biological Processes,19,GO:0010035,response to inorganic substance,19_GO:0050896 response to stimulus,-3.1,9.2,5.5,30286,527,25,4,16,7.3,3726|4297|5621|84919,JUNB|KMT2A|PRNP|PPP1R15B,-0.38,Itm2c
GO Biological Processes,19,GO:0070201,regulation of establishment of protein localization,19_GO:0051179 localization,-3,9,5.4,30286,537,25,4,16,7.3,406|2850|5621|8851,BMAL1|GPR27|PRNP|CDK5R1,-0.36,Itm2c
GO Biological Processes,19,GO:0050807,regulation of synapse organization,19_GO:0050789 regulation of biological process,-3,15,6.3,30286,243,25,3,12,6.5,5621|8851|139065,PRNP|CDK5R1|SLITRK4,-0.32,Itm2c
GO Biological Processes,19,GO:0050803,regulation of synapse structure or activity,19_GO:0065007 biological regulation,-3,15,6.2,30286,249,25,3,12,6.5,5621|8851|139065,PRNP|CDK5R1|SLITRK4,-0.3,Itm2c
GO Biological Processes,19,GO:0048511,rhythmic process,19_GO:0048511 rhythmic process,-2.9,14,5.9,30286,268,25,3,12,6.5,406|4297|8851,BMAL1|KMT2A|CDK5R1,-0.22,Itm2c
GO Biological Processes,19,GO:0007611,learning or memory,19_GO:0032501 multicellular organismal process,-2.8,13,5.8,30286,278,25,3,12,6.5,4297|5621|266743,KMT2A|PRNP|NPAS4,-0.18,Itm2c
Reactome Gene Sets,6,R-HSA-9694516,SARS-CoV-2 Infection,,-2.7,12,5.6,30286,299,25,3,12,6.5,6202|6217|9883,RPS8|RPS16|POM121,-0.1,Itm2c
GO Biological Processes,19,GO:0042254,ribosome biogenesis,19_GO:0009987 cellular process,-2.7,12,5.4,30286,311,25,3,12,6.5,6175|6202|6217,RPLP0|RPS8|RPS16,-0.061,Itm2c
GO Biological Processes,19,GO:0050890,cognition,19_GO:0032501 multicellular organismal process,-2.6,11,5.3,30286,322,25,3,12,6.5,4297|5621|266743,KMT2A|PRNP|NPAS4,-0.026,Itm2c
GO Biological Processes,19,GO:1904951,positive regulation of establishment of protein localization,19_GO:0051179 localization,-2.6,11,5.3,30286,326,25,3,12,6.5,2850|5621|8851,GPR27|PRNP|CDK5R1,-0.02,Itm2c
GO Biological Processes,19,GO:0010038,response to metal ion,19_GO:0050896 response to stimulus,-2.5,10,5,30286,360,25,3,12,6.5,3726|4297|5621,JUNB|KMT2A|PRNP,0,Itm2c
GO Biological Processes,19,GO:0007409,axonogenesis,19_GO:0032502 developmental process,-2.5,9.9,4.9,30286,366,25,3,12,6.5,8482|8851|139065,SEMA7A|CDK5R1|SLITRK4,0,Itm2c
GO Biological Processes,19,GO:0006979,response to oxidative stress,19_GO:0050896 response to stimulus,-2.5,9.9,4.9,30286,366,25,3,12,6.5,406|5621|84919,BMAL1|PRNP|PPP1R15B,0,Itm2c
GO Biological Processes,19,GO:0031401,positive regulation of protein modification process,19_GO:0048518 positive regulation of biological process,-2.5,6.3,4.3,30286,764,25,4,16,7.3,406|5621|8482|84919,BMAL1|PRNP|SEMA7A|PPP1R15B,0,Itm2c
Reactome Gene Sets,6,R-HSA-9679506,SARS-CoV Infections,,-2.3,8.8,4.6,30286,414,25,3,12,6.5,6202|6217|9883,RPS8|RPS16|POM121,0,Itm2c
GO Biological Processes,19,GO:0061564,axon development,19_GO:0032502 developmental process,-2.3,8.6,4.5,30286,421,25,3,12,6.5,8482|8851|139065,SEMA7A|CDK5R1|SLITRK4,0,Itm2c
GO Biological Processes,19,GO:0048667,cell morphogenesis involved in neuron differentiation,19_GO:0032502 developmental process,-2.3,8.3,4.4,30286,440,25,3,12,6.5,8482|8851|139065,SEMA7A|CDK5R1|SLITRK4,0,Itm2c
GO Biological Processes,19,GO:0051960,regulation of nervous system development,19_GO:0032502 developmental process,-2.2,7.8,4.2,30286,468,25,3,12,6.5,406|8482|139065,BMAL1|SEMA7A|SLITRK4,0,Itm2c
KEGG Pathway,24,hsa05022,Pathways of neurodegeneration - multiple diseases,,-2.2,7.6,4.2,30286,476,25,3,12,6.5,514|5621|8851,ATP5F1E|PRNP|CDK5R1,0,Itm2c
GO Biological Processes,19,GO:1903829,positive regulation of protein localization,19_GO:0051179 localization,-2.1,7.5,4.2,30286,483,25,3,12,6.5,2850|5621|8851,GPR27|PRNP|CDK5R1,0,Itm2c
GO Biological Processes,19,GO:0048812,neuron projection morphogenesis,19_GO:0032502 developmental process,-2.1,7.5,4.1,30286,484,25,3,12,6.5,8482|8851|139065,SEMA7A|CDK5R1|SLITRK4,0,Itm2c
GO Biological Processes,19,GO:0022613,ribonucleoprotein complex biogenesis,19_GO:0009987 cellular process,-2.1,7.4,4.1,30286,489,25,3,12,6.5,6175|6202|6217,RPLP0|RPS8|RPS16,0,Itm2c
GO Biological Processes,19,GO:0120039,plasma membrane bounded cell projection morphogenesis,19_GO:0032502 developmental process,-2.1,7.4,4.1,30286,489,25,3,12,6.5,8482|8851|139065,SEMA7A|CDK5R1|SLITRK4,0,Itm2c
GO Biological Processes,19,GO:0050804,modulation of chemical synaptic transmission,19_GO:0050789 regulation of biological process,-2.1,7.4,4.1,30286,493,25,3,12,6.5,4297|5621|266743,KMT2A|PRNP|NPAS4,0,Itm2c
GO Biological Processes,19,GO:0099177,regulation of trans-synaptic signaling,19_GO:0050789 regulation of biological process,-2.1,7.4,4.1,30286,494,25,3,12,6.5,4297|5621|266743,KMT2A|PRNP|NPAS4,0,Itm2c
GO Biological Processes,19,GO:0048858,cell projection morphogenesis,19_GO:0032502 developmental process,-2.1,7.4,4.1,30286,494,25,3,12,6.5,8482|8851|139065,SEMA7A|CDK5R1|SLITRK4,0,Itm2c
