Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Cell Type Signatures,7,M39251,MENON FETAL KIDNEY 1 EMBRYONIC RED BLOOD CELLS,,-8,19,12,30286,126,100,8,8,2.7,2597|3021|3183|5094|6500|6613|7314|23204,GAPDH|H3-3B|HNRNPC|PCBP2|SKP1|SUMO2|UBB|ARL6IP1,-4.6,Kansl1l
Cell Type Signatures,7,M41717,FAN OVARY CL15 SMALL ANTRAL FOLLICLE GRANULOSA CELL,,-7.6,6.6,8.2,30286,645,100,14,14,3.5,52|805|1350|3183|3190|3326|4282|4697|5094|6500|7167|7529|23204|59286,ACP1|CALM2|COX7C|HNRNPC|HNRNPK|HSP90AB1|MIF|NDUFA4|PCBP2|SKP1|TPI1|YWHAB|ARL6IP1|UBL5,-4.1,Kansl1l
DisGeNET,35,C3826614,Cardiac arrest in children,,-6.9,2.3e+02,26,30286,4,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-3.5,Kansl1l
Cell Type Signatures,7,M39048,MANNO MIDBRAIN NEUROTYPES BASAL,,-6.6,23,11,30286,79,100,6,6,2.4,3021|3190|6500|6613|7314|59286,H3-3B|HNRNPK|SKP1|SUMO2|UBB|UBL5,-3.2,Kansl1l
Cell Type Signatures,7,M40026,BUSSLINGER DUODENAL TRANSIT AMPLIFYING CELLS,,-6.6,12,9.2,30286,194,100,8,8,2.7,226|1350|2597|3183|3326|7167|23204|400916,ALDOA|COX7C|GAPDH|HNRNPC|HSP90AB1|TPI1|ARL6IP1|CHCHD10,-3.2,Kansl1l
DisGeNET,35,C0014060,"Encephalitis, St. Louis",,-6.5,10,8.6,30286,272,100,9,9,2.9,801|805|808|3151|3183|3326|4282|6019|9447,CALM1|CALM2|CALM3|HMGN2|HNRNPC|HSP90AB1|MIF|RLN2|AIM2,-3.2,Kansl1l
DisGeNET,35,C3203503,Mixed delirium,,-6.5,1.8e+02,23,30286,5,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-3.2,Kansl1l
DisGeNET,35,C1708957,Mediastinal Paraganglioma,,-6.5,1.8e+02,23,30286,5,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-3.2,Kansl1l
DisGeNET,35,C1833372,"HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE III",,-6.5,1.8e+02,23,30286,5,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-3.2,Kansl1l
DisGeNET,35,C0432593,Varus angulation,,-6.2,1.5e+02,21,30286,6,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-3,Kansl1l
DisGeNET,35,C0339084,Floppy lid syndrome,,-6.2,1.5e+02,21,30286,6,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-3,Kansl1l
DisGeNET,35,C4524517,cutaneous squamous cell carcinoma of the head and neck,,-6.2,1.5e+02,21,30286,6,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-3,Kansl1l
Cell Type Signatures,7,M39208,HAY BONE MARROW PRO B,,-6.1,9,8,30286,304,100,9,9,2.9,52|3151|3190|4697|6613|7314|23204|55840|196294,ACP1|HMGN2|HNRNPK|NDUFA4|SUMO2|UBB|ARL6IP1|EAF2|IMMP1L,-3,Kansl1l
DisGeNET,35,C0678255,polydrug use,,-5.9,1.3e+02,20,30286,7,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.8,Kansl1l
DisGeNET,35,C3203501,Hypoactive delirium,,-5.9,1.3e+02,20,30286,7,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.8,Kansl1l
DisGeNET,35,C0042514,"Tachycardia, Ventricular",,-5.9,17,9.7,30286,104,100,6,6,2.4,801|805|808|6019|6500|29119,CALM1|CALM2|CALM3|RLN2|SKP1|CTNNA3,-2.8,Kansl1l
Cell Type Signatures,7,M41710,FAN OVARY CL8 MATURE CUMULUS GRANULOSA CELL 2,,-5.8,5.6,6.8,30286,646,100,12,12,3.2,226|805|808|1350|3151|4282|4697|4718|5094|6613|59286|400916,ALDOA|CALM2|CALM3|COX7C|HMGN2|MIF|NDUFA4|NDUFC2|PCBP2|SUMO2|UBL5|CHCHD10,-2.7,Kansl1l
DisGeNET,35,C1855263,Disorganized thinking,,-5.7,1.1e+02,18,30286,8,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.7,Kansl1l
DisGeNET,35,C1334411,Locally Metastatic Malignant Neoplasm,,-5.7,1.1e+02,18,30286,8,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.7,Kansl1l
Cell Type Signatures,7,M39255,MENON FETAL KIDNEY 5 PROXIMAL TUBULE CELLS,,-5.7,16,9.3,30286,112,100,6,6,2.4,801|808|2045|5094|9296|23767,CALM1|CALM3|EPHA7|PCBP2|ATP6V1F|FLRT3,-2.7,Kansl1l
DisGeNET,35,C1837610,ICHTHYOSIS PREMATURITY SYNDROME,,-5.5,1e+02,17,30286,9,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.5,Kansl1l
DisGeNET,35,C3164344,Adult onset autosomal dominant leukodystrophy,,-5.5,1e+02,17,30286,9,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.5,Kansl1l
DisGeNET,35,C0270736,Essential Tremor,,-5.5,15,8.9,30286,122,100,6,6,2.4,801|805|808|27306|27429|29119,CALM1|CALM2|CALM3|HPGDS|HTRA2|CTNNA3,-2.5,Kansl1l
Cell Type Signatures,7,M39257,MENON FETAL KIDNEY 7 LOOPOF HENLE CELLS DISTAL,,-5.4,8.8,7.5,30286,276,100,8,8,2.7,226|1350|4697|4718|4747|7167|84707|400916,ALDOA|COX7C|NDUFA4|NDUFC2|NEFL|TPI1|BEX2|CHCHD10,-2.4,Kansl1l
DisGeNET,35,C0494463,"Alzheimer Disease, Late Onset",,-5.3,7.1,6.9,30286,385,100,9,9,2.9,801|808|2597|3358|4900|7167|8633|27306|29119,CALM1|CALM3|GAPDH|HTR2C|NRGN|TPI1|UNC5C|HPGDS|CTNNA3,-2.3,Kansl1l
Cell Type Signatures,7,M39017,FAN EMBRYONIC CTX BIG GROUPS CAJAL RETZIUS,,-5.2,6.1,6.6,30286,499,100,10,10,3,226|808|1350|4747|5121|7167|9447|60592|84707|90293,ALDOA|CALM3|COX7C|NEFL|PCP4|TPI1|AIM2|SCOC|BEX2|KLHL13,-2.3,Kansl1l
Cell Type Signatures,7,M41748,RUBENSTEIN SKELETAL MUSCLE SATELLITE CELLS,,-5,7.8,6.9,30286,310,100,8,8,2.7,226|2597|3151|3326|4282|4697|10209|400916,ALDOA|GAPDH|HMGN2|HSP90AB1|MIF|NDUFA4|EIF1|CHCHD10,-2.1,Kansl1l
DisGeNET,35,C1969623,"NEUROFIBROMATOSIS, TYPE 1-LIKE SYNDROME",,-5,70,14,30286,13,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.1,Kansl1l
Cell Type Signatures,7,M41749,RUBENSTEIN SKELETAL MUSCLE NK CELLS,,-5,9.4,7.3,30286,226,100,7,7,2.6,52|801|3021|7314|7534|10209|59286,ACP1|CALM1|H3-3B|UBB|YWHAZ|EIF1|UBL5,-2.1,Kansl1l
DisGeNET,35,C4721772,Postoperative delirium,,-4.9,29,10,30286,42,100,4,4,2,801|805|808|4747,CALM1|CALM2|CALM3|NEFL,-2,Kansl1l
Cell Type Signatures,7,M39243,LAKE ADULT KIDNEY C24 ENDOTHELIAL CELLS AEA AND DVR,,-4.9,12,7.8,30286,152,100,6,6,2.4,801|1879|3021|3326|7529|10209,CALM1|EBF1|H3-3B|HSP90AB1|YWHAB|EIF1,-2,Kansl1l
DisGeNET,35,C0149887,Slipped Capital Femoral Epiphyses,,-4.8,61,13,30286,15,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.9,Kansl1l
DisGeNET,35,C0795953,MASA SYNDROME (disorder),,-4.7,57,13,30286,16,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.9,Kansl1l
Cell Type Signatures,7,M41671,TRAVAGLINI LUNG AIRWAY SMOOTH MUSCLE CELL,,-4.7,11,7.4,30286,166,100,6,6,2.4,285|805|1350|4697|4900|59286,ANGPT2|CALM2|COX7C|NDUFA4|NRGN|UBL5,-1.9,Kansl1l
DisGeNET,35,C0221765,Chronic schizophrenia,,-4.7,25,9.7,30286,48,100,4,4,2,801|805|808|3358,CALM1|CALM2|CALM3|HTR2C,-1.9,Kansl1l
DisGeNET,35,C0233705,Cancerophobia,,-4.6,53,12,30286,17,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.8,Kansl1l
DisGeNET,35,C0340493,Paroxysmal familial ventricular fibrillation,,-4.6,50,12,30286,18,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.7,Kansl1l
DisGeNET,35,C1504431,Idiopathic pneumonia syndrome,,-4.6,50,12,30286,18,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.7,Kansl1l
Cell Type Signatures,7,M41691,TRAVAGLINI LUNG PLATELET MEGAKARYOCYTE CELL,,-4.5,5,5.7,30286,604,100,10,10,3,801|808|830|2597|3006|4900|7534|64805|128344|401494,CALM1|CALM3|CAPZA2|GAPDH|H1-2|NRGN|YWHAZ|P2RY12|CIMAP3|HACD4,-1.7,Kansl1l
DisGeNET,35,C0393571,Multiple System Atrophy,,-4.5,48,12,30286,19,100,3,3,1.7,4747|7314|7529,NEFL|UBB|YWHAB,-1.7,Kansl1l
DisGeNET,35,C0011206,Delirium,,-4.5,14,7.7,30286,110,100,5,5,2.2,801|805|808|3358|4747,CALM1|CALM2|CALM3|HTR2C|NEFL,-1.7,Kansl1l
DisGeNET,35,C0242422,Parkinsonian Disorders,,-4.5,6.5,6.1,30286,373,100,8,8,2.7,3358|4067|4747|4900|7534|27306|27429|400916,HTR2C|LYN|NEFL|NRGN|YWHAZ|HPGDS|HTRA2|CHCHD10,-1.7,Kansl1l
DisGeNET,35,C0265216,X-linked hydrocephalus syndrome,,-4.4,45,11,30286,20,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.6,Kansl1l
Cell Type Signatures,7,M39231,LAKE ADULT KIDNEY C12 THICK ASCENDING LIMB,,-4.4,6.4,6.1,30286,381,100,8,8,2.7,226|1350|2597|4697|7167|7314|23741|400916,ALDOA|COX7C|GAPDH|NDUFA4|TPI1|UBB|EID1|CHCHD10,-1.6,Kansl1l
COVID,200,COVID198,Ubiquitinome_Stukalov_A549-ACE2_24h_Down,,-4.3,9.3,6.7,30286,196,100,6,6,2.4,226|3006|7529|7534|26071|59286,ALDOA|H1-2|YWHAB|YWHAZ|RTL8A|UBL5,-1.5,Kansl1l
DisGeNET,35,C0035828,Romano-Ward Syndrome,,-4.3,41,11,30286,22,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.5,Kansl1l
Cell Type Signatures,7,M39242,LAKE ADULT KIDNEY C23 ENDOTHELIAL CELLS AVR,,-4.2,12,7.1,30286,126,100,5,5,2.2,2597|3021|3326|7529|10209,GAPDH|H3-3B|HSP90AB1|YWHAB|EIF1,-1.5,Kansl1l
Cell Type Signatures,7,M41667,TRAVAGLINI LUNG CAPILLARY INTERMEDIATE 2 CELL,,-4.2,5.9,5.8,30286,408,100,8,8,2.7,801|808|830|1350|3151|4697|6613|59286,CALM1|CALM3|CAPZA2|COX7C|HMGN2|NDUFA4|SUMO2|UBL5,-1.5,Kansl1l
DisGeNET,35,C2919945,Cavernous Hemangioma of Brain,,-4.2,12,7.1,30286,127,100,5,5,2.2,285|801|805|808|6019,ANGPT2|CALM1|CALM2|CALM3|RLN2,-1.5,Kansl1l
DisGeNET,35,C0018790,Cardiac Arrest,,-4.2,5.9,5.8,30286,410,100,8,8,2.7,285|801|805|808|2597|4747|7534|27306,ANGPT2|CALM1|CALM2|CALM3|GAPDH|NEFL|YWHAZ|HPGDS,-1.5,Kansl1l
DisGeNET,35,C0023267,Fibroid Tumor,,-4.2,5.9,5.7,30286,413,100,8,8,2.7,52|285|2597|3151|3624|5121|27306|122042,ACP1|ANGPT2|GAPDH|HMGN2|INHBA|PCP4|HPGDS|RXFP2,-1.4,Kansl1l
DisGeNET,35,C0236642,Pick Disease of the Brain,,-4.1,8.5,6.3,30286,213,100,6,6,2.4,4747|4900|5094|7314|27306|400916,NEFL|NRGN|PCBP2|UBB|HPGDS|CHCHD10,-1.4,Kansl1l
Cell Type Signatures,7,M40024,BUSSLINGER DUODENAL STEM CELLS,,-4.1,6.8,5.9,30286,311,100,7,7,2.6,1350|1602|3183|3190|3326|7534|9480,COX7C|DACH1|HNRNPC|HNRNPK|HSP90AB1|YWHAZ|ONECUT2,-1.4,Kansl1l
DisGeNET,35,C0002895,"Anemia, Sickle Cell",,-4,5.6,5.5,30286,433,100,8,8,2.7,212|285|801|805|808|2597|3859|27306,ALAS2|ANGPT2|CALM1|CALM2|CALM3|GAPDH|KRT12|HPGDS,-1.3,Kansl1l
DisGeNET,35,C0152276,Granulocytic Sarcoma,,-4,32,9.6,30286,28,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.3,Kansl1l
Cell Type Signatures,7,M39269,HU FETAL RETINA RGC,,-3.9,5.5,5.5,30286,443,100,8,8,2.7,805|808|1602|1879|2597|4747|7534|60592,CALM2|CALM3|DACH1|EBF1|GAPDH|NEFL|YWHAZ|SCOC,-1.3,Kansl1l
Cell Type Signatures,7,M41719,FAN OVARY CL17 PUTATIVE APOPTOTIC SMOOTH MUSCLE CELL,,-3.9,7.9,6,30286,231,100,6,6,2.4,801|805|3021|3326|10209|23710,CALM1|CALM2|H3-3B|HSP90AB1|EIF1|GABARAPL1,-1.2,Kansl1l
DisGeNET,35,C1631597,"VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1 (disorder)",,-3.8,29,9.1,30286,31,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.2,Kansl1l
DisGeNET,35,C0949658,"Cardiomyopathy, Hypertrophic, Familial",,-3.8,15,7.1,30286,83,100,4,4,2,801|805|808|3357,CALM1|CALM2|CALM3|HTR2B,-1.1,Kansl1l
Cell Type Signatures,7,M41706,FAN OVARY CL4 T LYMPHOCYTE NK CELL 1,,-3.8,7.4,5.8,30286,246,100,6,6,2.4,801|2597|7314|7529|7534|10209,CALM1|GAPDH|UBB|YWHAB|YWHAZ|EIF1,-1.1,Kansl1l
DisGeNET,35,C4316909,Marijuana Use,,-3.8,28,8.8,30286,33,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.1,Kansl1l
DisGeNET,35,C0238339,Hereditary pancreatitis,,-3.7,9.6,6.2,30286,158,100,5,5,2.2,801|805|808|4282|7314,CALM1|CALM2|CALM3|MIF|UBB,-1.1,Kansl1l
DisGeNET,35,C0454651,Specific language impairment,,-3.7,27,8.6,30286,34,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.1,Kansl1l
Cell Type Signatures,7,M40014,BUSSLINGER GASTRIC PARIETAL CELLS,,-3.7,7.2,5.7,30286,254,100,6,6,2.4,801|1350|2597|4697|23710|400916,CALM1|COX7C|GAPDH|NDUFA4|GABARAPL1|CHCHD10,-1.1,Kansl1l
DisGeNET,35,C1536220,ST segment elevation myocardial infarction,,-3.6,6.9,5.5,30286,263,100,6,6,2.4,801|805|808|4282|27429|64805,CALM1|CALM2|CALM3|MIF|HTRA2|P2RY12,-0.98,Kansl1l
Cell Type Signatures,7,M39292,DURANTE ADULT OLFACTORY NEUROEPITHELIUM UNSPECIFIED,,-3.6,25,8.3,30286,37,100,3,3,1.7,801|805|128344,CALM1|CALM2|CIMAP3,-0.98,Kansl1l
Cell Type Signatures,7,M41690,TRAVAGLINI LUNG BASOPHIL MAST 2 CELL,,-3.6,4.8,5,30286,502,100,8,8,2.7,3021|3190|3326|4697|7314|7534|9934|27306,H3-3B|HNRNPK|HSP90AB1|NDUFA4|UBB|YWHAZ|P2RY14|HPGDS,-0.96,Kansl1l
Cell Type Signatures,7,M39258,MENON FETAL KIDNEY 8 CONNECTING TUBULE CELLS,,-3.6,6.8,5.5,30286,267,100,6,6,2.4,1350|4697|7529|9296|84707|400916,COX7C|NDUFA4|YWHAB|ATP6V1F|BEX2|CHCHD10,-0.96,Kansl1l
DisGeNET,35,C0004936,Mental disorders,,-3.5,3.8,4.7,30286,789,100,10,10,3,52|801|805|808|3358|4282|4747|4900|27306|55840,ACP1|CALM1|CALM2|CALM3|HTR2C|MIF|NEFL|NRGN|HPGDS|EAF2,-0.94,Kansl1l
COVID,200,COVID192,RNA_Stukalov_A549-ACE2_30h_Down,,-3.5,12,6.5,30286,97,100,4,4,2,3151|4282|10026|84707,HMGN2|MIF|PIGK|BEX2,-0.91,Kansl1l
DisGeNET,35,C0175709,Centronuclear myopathy,,-3.5,23,7.9,30286,40,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.91,Kansl1l
Cell Type Signatures,7,M41689,TRAVAGLINI LUNG BASOPHIL MAST 1 CELL,,-3.5,6.6,5.4,30286,276,100,6,6,2.4,3021|3326|4697|9296|9934|27306,H3-3B|HSP90AB1|NDUFA4|ATP6V1F|P2RY14|HPGDS,-0.91,Kansl1l
DisGeNET,35,C0410702,Adolescent idiopathic scoliosis,,-3.5,4.2,4.7,30286,656,100,9,9,2.9,801|805|808|1006|1794|4067|29119|57689|254827,CALM1|CALM2|CALM3|CDH8|DOCK2|LYN|CTNNA3|LRRC4C|NAALADL2,-0.9,Kansl1l
TRRUST,34,TRR00484,Regulated by: HIF1A,,-3.5,12,6.4,30286,99,100,4,4,2,212|226|2597|4282,ALAS2|ALDOA|GAPDH|MIF,-0.9,Kansl1l
Cell Type Signatures,7,M39218,ZHENG CORD BLOOD C9 GRANULOCYTE MACROPHAGE PROGENITOR,,-3.5,12,6.4,30286,100,100,4,4,2,801|2597|3021|3151,CALM1|GAPDH|H3-3B|HMGN2,-0.89,Kansl1l
COVID,200,COVID201,Ubiquitinome_Stukalov_A549-ACE2_6h_Up,,-3.5,12,6.4,30286,100,100,4,4,2,226|3006|3183|3326,ALDOA|H1-2|HNRNPC|HSP90AB1,-0.89,Kansl1l
DisGeNET,35,C0279592,Adult T Acute Lymphoblastic Leukemia,,-3.4,12,6.3,30286,102,100,4,4,2,801|805|808|10803,CALM1|CALM2|CALM3|CCR9,-0.87,Kansl1l
DisGeNET,35,C0751265,Learning Disabilities,,-3.4,12,6.3,30286,103,100,4,4,2,801|805|808|1006,CALM1|CALM2|CALM3|CDH8,-0.85,Kansl1l
COVID,200,COVID254,RNA_Wilk_CD14+Monocytes_patient-C5_Up,,-3.4,12,6.3,30286,104,100,4,4,2,801|2597|3151|3326,CALM1|GAPDH|HMGN2|HSP90AB1,-0.84,Kansl1l
COVID,200,COVID029,RNA_Liao_BALF-mild_Down,,-3.3,6.1,5.1,30286,300,100,6,6,2.4,805|4718|4900|5094|10209|23204,CALM2|NDUFC2|NRGN|PCBP2|EIF1|ARL6IP1,-0.77,Kansl1l
COVID,200,COVID039,RNA_Sun_Calu-3_24h_Down,,-3.3,6.1,5.1,30286,300,100,6,6,2.4,801|1350|3326|7529|7534|9480,CALM1|COX7C|HSP90AB1|YWHAB|YWHAZ|ONECUT2,-0.77,Kansl1l
COVID,200,COVID037,RNA_Sun_Calu-3_12h_Down,,-3.3,6.1,5.1,30286,300,100,6,6,2.4,801|1350|4697|6613|7167|23741,CALM1|COX7C|NDUFA4|SUMO2|TPI1|EID1,-0.77,Kansl1l
DisGeNET,35,C0040558,Toxoplasmosis,,-3.3,11,6,30286,112,100,4,4,2,4282|6500|7167|196294,MIF|SKP1|TPI1|IMMP1L,-0.74,Kansl1l
DisGeNET,35,C0035288,"Reticuloendotheliosis, X-linked",,-3.3,19,7.2,30286,48,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.73,Kansl1l
Cell Type Signatures,7,M40027,BUSSLINGER DUODENAL EARLY IMMATURE ENTEROCYTES,,-3.3,11,6,30286,113,100,4,4,2,801|805|1350|400916,CALM1|CALM2|COX7C|CHCHD10,-0.73,Kansl1l
DisGeNET,35,C0035222,"Respiratory Distress Syndrome, Adult",,-3.2,4.9,4.7,30286,434,100,7,7,2.6,285|1879|4282|7167|7534|23452|27306,ANGPT2|EBF1|MIF|TPI1|YWHAZ|ANGPTL2|HPGDS,-0.7,Kansl1l
DisGeNET,35,C0042133,Uterine Fibroids,,-3.2,4.3,4.5,30286,569,100,8,8,2.7,52|285|2597|3151|3624|5121|27306|122042,ACP1|ANGPT2|GAPDH|HMGN2|INHBA|PCP4|HPGDS|RXFP2,-0.7,Kansl1l
DisGeNET,35,C0948089,Acute Coronary Syndrome,,-3.2,4.8,4.7,30286,439,100,7,7,2.6,285|2597|4282|4718|23452|59286|64805,ANGPT2|GAPDH|MIF|NDUFC2|ANGPTL2|UBL5|P2RY12,-0.68,Kansl1l
DisGeNET,35,C1336708,Testicular Germ Cell Tumor,,-3.2,7.3,5.2,30286,208,100,5,5,2.2,801|805|808|4282|27306,CALM1|CALM2|CALM3|MIF|HPGDS,-0.68,Kansl1l
Cell Type Signatures,7,M41700,TRAVAGLINI LUNG OLR1 CLASSICAL MONOCYTE CELL,,-3.2,3.8,4.3,30286,726,100,9,9,2.9,2597|3021|3183|4067|7534|9296|10209|23710|59286,GAPDH|H3-3B|HNRNPC|LYN|YWHAZ|ATP6V1F|EIF1|GABARAPL1|UBL5,-0.66,Kansl1l
DisGeNET,35,C0013371,Shigella Infections,,-3.2,10,5.7,30286,121,100,4,4,2,6613|8633|9447|23452,SUMO2|UNC5C|AIM2|ANGPTL2,-0.65,Kansl1l
Cell Type Signatures,7,M40291,DESCARTES FETAL SPLEEN STROMAL CELLS,,-3.1,17,6.7,30286,54,100,3,3,1.7,8633|57689|90293,UNC5C|LRRC4C|KLHL13,-0.62,Kansl1l
DisGeNET,35,C0087169,Withdrawal Symptoms,,-3.1,9.6,5.6,30286,126,100,4,4,2,801|805|808|3358,CALM1|CALM2|CALM3|HTR2C,-0.6,Kansl1l
Cell Type Signatures,7,M40010,BUSSLINGER GASTRIC ISTHMUS CELLS,,-3.1,4.6,4.5,30286,458,100,7,7,2.6,805|808|2597|3326|7529|7534|23204,CALM2|CALM3|GAPDH|HSP90AB1|YWHAB|YWHAZ|ARL6IP1,-0.6,Kansl1l
DisGeNET,35,C0687132,heavy drinking,,-3,16,6.5,30286,57,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.56,Kansl1l
COVID,200,COVID247,RNA_Wilk_CD14+Monocytes_patient-C1B-severe_Down,,-3,16,6.4,30286,58,100,3,3,1.7,3021|3326|10209,H3-3B|HSP90AB1|EIF1,-0.55,Kansl1l
Cell Type Signatures,7,M41751,RUBENSTEIN SKELETAL MUSCLE MYELOID CELLS,,-3,5.2,4.6,30286,347,100,6,6,2.4,226|1350|2597|5094|9296|10209,ALDOA|COX7C|GAPDH|PCBP2|ATP6V1F|EIF1,-0.5,Kansl1l
DisGeNET,35,C0024408,Machado-Joseph Disease,,-3,9,5.3,30286,135,100,4,4,2,52|4747|6500|7314,ACP1|NEFL|SKP1|UBB,-0.5,Kansl1l
DisGeNET,35,C0007107,Malignant neoplasm of larynx,,-3,5.2,4.5,30286,349,100,6,6,2.4,808|2045|2597|4282|27306|90293,CALM3|EPHA7|GAPDH|MIF|HPGDS|KLHL13,-0.5,Kansl1l
