_MEMBER_Kansl1l,_LogP_Kansl1l,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-4.7,C0221765,M1,1,0,DisGeNET,35,Chronic schizophrenia,,-4.7,25,9.7,30286,48,100,4,4,2,801|805|808|3358,CALM1|CALM2|CALM3|HTR2C,-1.9,0
1,-4.6,C0233705,M1,1,0,DisGeNET,35,Cancerophobia,,-4.6,53,12,30286,17,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.8,0
1,-4.6,C0340493,M1,1,0,DisGeNET,35,Paroxysmal familial ventricular fibrillation,,-4.6,50,12,30286,18,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.7,0
1,-4.6,C1504431,M1,1,0,DisGeNET,35,Idiopathic pneumonia syndrome,,-4.6,50,12,30286,18,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.7,0
1,-4.5,C0393571,M1,1,0,DisGeNET,35,Multiple System Atrophy,,-4.5,48,12,30286,19,100,3,3,1.7,4747|7314|7529,NEFL|UBB|YWHAB,-1.7,0
1,-4.5,C0011206,M1,1,0,DisGeNET,35,Delirium,,-4.5,14,7.7,30286,110,100,5,5,2.2,801|805|808|3358|4747,CALM1|CALM2|CALM3|HTR2C|NEFL,-1.7,0
1,-4.5,C0242422,M1,1,0,DisGeNET,35,Parkinsonian Disorders,,-4.5,6.5,6.1,30286,373,100,8,8,2.7,3358|4067|4747|4900|7534|27306|27429|400916,HTR2C|LYN|NEFL|NRGN|YWHAZ|HPGDS|HTRA2|CHCHD10,-1.7,0
1,-4.4,C0265216,M1,1,0,DisGeNET,35,X-linked hydrocephalus syndrome,,-4.4,45,11,30286,20,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.6,0
1,-4.3,C0035828,M1,1,0,DisGeNET,35,Romano-Ward Syndrome,,-4.3,41,11,30286,22,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.5,0
1,-4.2,C2919945,M1,1,0,DisGeNET,35,Cavernous Hemangioma of Brain,,-4.2,12,7.1,30286,127,100,5,5,2.2,285|801|805|808|6019,ANGPT2|CALM1|CALM2|CALM3|RLN2,-1.5,0
1,-4.2,C0018790,M1,1,0,DisGeNET,35,Cardiac Arrest,,-4.2,5.9,5.8,30286,410,100,8,8,2.7,285|801|805|808|2597|4747|7534|27306,ANGPT2|CALM1|CALM2|CALM3|GAPDH|NEFL|YWHAZ|HPGDS,-1.5,0
1,-4.2,C0023267,M1,1,0,DisGeNET,35,Fibroid Tumor,,-4.2,5.9,5.7,30286,413,100,8,8,2.7,52|285|2597|3151|3624|5121|27306|122042,ACP1|ANGPT2|GAPDH|HMGN2|INHBA|PCP4|HPGDS|RXFP2,-1.4,0
1,-4.1,C0236642,M1,1,0,DisGeNET,35,Pick Disease of the Brain,,-4.1,8.5,6.3,30286,213,100,6,6,2.4,4747|4900|5094|7314|27306|400916,NEFL|NRGN|PCBP2|UBB|HPGDS|CHCHD10,-1.4,0
1,-4,C0002895,M1,1,0,DisGeNET,35,"Anemia, Sickle Cell",,-4,5.6,5.5,30286,433,100,8,8,2.7,212|285|801|805|808|2597|3859|27306,ALAS2|ANGPT2|CALM1|CALM2|CALM3|GAPDH|KRT12|HPGDS,-1.3,0
1,-4,C0152276,M1,1,0,DisGeNET,35,Granulocytic Sarcoma,,-4,32,9.6,30286,28,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.3,0
1,-3.8,C1631597,M1,1,0,DisGeNET,35,"VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1 (disorder)",,-3.8,29,9.1,30286,31,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.2,0
1,-3.8,C0949658,M1,1,0,DisGeNET,35,"Cardiomyopathy, Hypertrophic, Familial",,-3.8,15,7.1,30286,83,100,4,4,2,801|805|808|3357,CALM1|CALM2|CALM3|HTR2B,-1.1,0
1,-3.8,C4316909,M1,1,0,DisGeNET,35,Marijuana Use,,-3.8,28,8.8,30286,33,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.1,0
1,-3.7,C0238339,M1,1,0,DisGeNET,35,Hereditary pancreatitis,,-3.7,9.6,6.2,30286,158,100,5,5,2.2,801|805|808|4282|7314,CALM1|CALM2|CALM3|MIF|UBB,-1.1,0
1,-3.7,C0454651,M1,1,0,DisGeNET,35,Specific language impairment,,-3.7,27,8.6,30286,34,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.1,0
1,-3.6,C1536220,M1,1,0,DisGeNET,35,ST segment elevation myocardial infarction,,-3.6,6.9,5.5,30286,263,100,6,6,2.4,801|805|808|4282|27429|64805,CALM1|CALM2|CALM3|MIF|HTRA2|P2RY12,-0.98,0
1,-3.5,C0004936,M1,1,0,DisGeNET,35,Mental disorders,,-3.5,3.8,4.7,30286,789,100,10,10,3,52|801|805|808|3358|4282|4747|4900|27306|55840,ACP1|CALM1|CALM2|CALM3|HTR2C|MIF|NEFL|NRGN|HPGDS|EAF2,-0.94,0
1,-3.5,C0175709,M1,1,0,DisGeNET,35,Centronuclear myopathy,,-3.5,23,7.9,30286,40,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.91,0
1,-3.5,C0410702,M1,1,0,DisGeNET,35,Adolescent idiopathic scoliosis,,-3.5,4.2,4.7,30286,656,100,9,9,2.9,801|805|808|1006|1794|4067|29119|57689|254827,CALM1|CALM2|CALM3|CDH8|DOCK2|LYN|CTNNA3|LRRC4C|NAALADL2,-0.9,0
1,-3.4,C0279592,M1,1,0,DisGeNET,35,Adult T Acute Lymphoblastic Leukemia,,-3.4,12,6.3,30286,102,100,4,4,2,801|805|808|10803,CALM1|CALM2|CALM3|CCR9,-0.87,0
1,-3.4,C0751265,M1,1,0,DisGeNET,35,Learning Disabilities,,-3.4,12,6.3,30286,103,100,4,4,2,801|805|808|1006,CALM1|CALM2|CALM3|CDH8,-0.85,0
1,-3.3,C0040558,M1,1,0,DisGeNET,35,Toxoplasmosis,,-3.3,11,6,30286,112,100,4,4,2,4282|6500|7167|196294,MIF|SKP1|TPI1|IMMP1L,-0.74,0
1,-3.3,C0035288,M1,1,0,DisGeNET,35,"Reticuloendotheliosis, X-linked",,-3.3,19,7.2,30286,48,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.73,0
1,-3.2,C0035222,M1,1,0,DisGeNET,35,"Respiratory Distress Syndrome, Adult",,-3.2,4.9,4.7,30286,434,100,7,7,2.6,285|1879|4282|7167|7534|23452|27306,ANGPT2|EBF1|MIF|TPI1|YWHAZ|ANGPTL2|HPGDS,-0.7,0
1,-3.2,C0042133,M1,1,0,DisGeNET,35,Uterine Fibroids,,-3.2,4.3,4.5,30286,569,100,8,8,2.7,52|285|2597|3151|3624|5121|27306|122042,ACP1|ANGPT2|GAPDH|HMGN2|INHBA|PCP4|HPGDS|RXFP2,-0.7,0
1,-3.2,C0948089,M1,1,0,DisGeNET,35,Acute Coronary Syndrome,,-3.2,4.8,4.7,30286,439,100,7,7,2.6,285|2597|4282|4718|23452|59286|64805,ANGPT2|GAPDH|MIF|NDUFC2|ANGPTL2|UBL5|P2RY12,-0.68,0
1,-3.2,C1336708,M1,1,0,DisGeNET,35,Testicular Germ Cell Tumor,,-3.2,7.3,5.2,30286,208,100,5,5,2.2,801|805|808|4282|27306,CALM1|CALM2|CALM3|MIF|HPGDS,-0.68,0
1,-3.2,C0013371,M1,1,0,DisGeNET,35,Shigella Infections,,-3.2,10,5.7,30286,121,100,4,4,2,6613|8633|9447|23452,SUMO2|UNC5C|AIM2|ANGPTL2,-0.65,0
1,-3.1,C0087169,M1,1,0,DisGeNET,35,Withdrawal Symptoms,,-3.1,9.6,5.6,30286,126,100,4,4,2,801|805|808|3358,CALM1|CALM2|CALM3|HTR2C,-0.6,0
1,-3,C0687132,M1,1,0,DisGeNET,35,heavy drinking,,-3,16,6.5,30286,57,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.56,0
1,-3,C0024408,M1,1,0,DisGeNET,35,Machado-Joseph Disease,,-3,9,5.3,30286,135,100,4,4,2,52|4747|6500|7314,ACP1|NEFL|SKP1|UBB,-0.5,0
1,-3,C0007107,M1,1,0,DisGeNET,35,Malignant neoplasm of larynx,,-3,5.2,4.5,30286,349,100,6,6,2.4,808|2045|2597|4282|27306|90293,CALM3|EPHA7|GAPDH|MIF|HPGDS|KLHL13,-0.5,0
1,-2.9,C0267941,M1,1,0,DisGeNET,35,"Pancreatitis, Acute Necrotizing",,-2.9,15,6.2,30286,62,100,3,3,1.7,3358|4282|10209,HTR2C|MIF|EIF1,-0.48,0
1,-2.9,C1861821,M1,1,0,DisGeNET,35,"CATARACT, MARNER TYPE",,-2.9,14,6.1,30286,63,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.47,0
1,-2.9,C0025286,M1,1,0,DisGeNET,35,Meningioma,,-2.9,3.8,4.1,30286,634,100,8,8,2.7,801|805|808|2597|3183|4282|7534|27306,CALM1|CALM2|CALM3|GAPDH|HNRNPC|MIF|YWHAZ|HPGDS,-0.47,0
1,-2.9,C0009171,M1,1,0,DisGeNET,35,Cocaine Abuse,,-2.9,8.4,5.1,30286,144,100,4,4,2,801|805|3358|4900,CALM1|CALM2|HTR2C|NRGN,-0.43,0
1,-2.9,C0037772,M1,1,0,DisGeNET,35,Spastic Paraplegia,,-2.9,8.4,5.1,30286,144,100,4,4,2,801|805|808|23204,CALM1|CALM2|CALM3|ARL6IP1,-0.43,0
1,-2.9,C3160718,M1,1,0,DisGeNET,35,"PARKINSON DISEASE, LATE-ONSET",,-2.9,6.1,4.7,30286,247,100,5,5,2.2,285|2597|4747|6500|27429,ANGPT2|GAPDH|NEFL|SKP1|HTRA2,-0.42,0
1,-2.8,C0026691,M1,1,0,DisGeNET,35,Mucocutaneous Lymph Node Syndrome,,-2.8,4.9,4.4,30286,370,100,6,6,2.4,285|2597|4282|9447|64805|254827,ANGPT2|GAPDH|MIF|AIM2|P2RY12|NAALADL2,-0.41,0
1,-2.8,C0013363,M1,1,0,DisGeNET,35,Dysautonomia,,-2.8,8.2,5,30286,148,100,4,4,2,285|801|805|27429,ANGPT2|CALM1|CALM2|HTRA2,-0.4,0
1,-2.8,C0002878,M1,1,0,DisGeNET,35,"Anemia, Hemolytic",,-2.8,7.9,4.9,30286,153,100,4,4,2,212|226|7167|27306,ALAS2|ALDOA|TPI1|HPGDS,-0.36,0
1,-2.8,C0013575,M1,1,0,DisGeNET,35,Ectodermal Dysplasia,,-2.8,13,5.7,30286,71,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.36,0
1,-2.8,C0266463,M1,1,0,DisGeNET,35,Lissencephaly,,-2.8,13,5.7,30286,71,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.36,0
1,-2.8,C0598894,M1,1,0,DisGeNET,35,Monocytic leukemia,,-2.8,13,5.7,30286,71,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.36,0
1,-2.7,C0024809,M1,1,0,DisGeNET,35,Marijuana Abuse,,-2.7,7.8,4.9,30286,156,100,4,4,2,801|805|808|3357,CALM1|CALM2|CALM3|HTR2B,-0.34,0
1,-2.7,C0023462,M1,1,0,DisGeNET,35,Acute Megakaryocytic Leukemias,,-2.7,7.7,4.8,30286,158,100,4,4,2,801|805|808|2597,CALM1|CALM2|CALM3|GAPDH,-0.32,0
1,-2.7,C0220615,M1,1,0,DisGeNET,35,Adult Acute Myeloblastic Leukemia,,-2.7,7.6,4.8,30286,160,100,4,4,2,801|805|808|27306,CALM1|CALM2|CALM3|HPGDS,-0.31,0
1,-2.7,C0009676,M1,1,0,DisGeNET,35,Confusion,,-2.7,12,5.5,30286,75,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.31,0
1,-2.7,C0027497,M1,1,0,DisGeNET,35,Nausea,,-2.7,7.5,4.8,30286,161,100,4,4,2,3624|4282|27306|27429,INHBA|MIF|HPGDS|HTRA2,-0.31,0
1,-2.7,C4721579,M1,1,0,DisGeNET,35,Secondary malignant neoplasm of colon and/or rectum,,-2.7,4.6,4.1,30286,397,100,6,6,2.4,52|285|2597|7167|27306|59286,ACP1|ANGPT2|GAPDH|TPI1|HPGDS|UBL5,-0.3,0
1,-2.6,C0086445,M1,1,0,DisGeNET,35,Idiopathic Membranous Glomerulonephritis,,-2.6,12,5.4,30286,79,100,3,3,1.7,2597|7534|27306,GAPDH|YWHAZ|HPGDS,-0.26,0
1,-2.6,C0242510,M1,1,0,DisGeNET,35,Drug usage,,-2.6,7.1,4.6,30286,170,100,4,4,2,801|805|808|59286,CALM1|CALM2|CALM3|UBL5,-0.24,0
1,-2.6,C0027868,M1,1,0,DisGeNET,35,Neuromuscular Diseases,,-2.6,7.1,4.6,30286,171,100,4,4,2,4747|7167|27429|400916,NEFL|TPI1|HTRA2|CHCHD10,-0.23,0
1,-2.6,C0025500,M1,1,0,DisGeNET,35,Mesothelioma,,-2.6,3.8,3.8,30286,559,100,7,7,2.6,285|801|805|808|4067|23741|27306,ANGPT2|CALM1|CALM2|CALM3|LYN|EID1|HPGDS,-0.23,0
1,-2.6,C0856169,M1,1,0,DisGeNET,35,Endothelial dysfunction,,-2.6,3.4,3.7,30286,716,100,8,8,2.7,285|801|805|808|6019|6613|23452|64805,ANGPT2|CALM1|CALM2|CALM3|RLN2|SUMO2|ANGPTL2|P2RY12,-0.23,0
1,-2.6,C3469186,M1,1,0,DisGeNET,35,"HEMOCHROMATOSIS, TYPE 1",,-2.6,11,5.2,30286,83,100,3,3,1.7,2597|27306|55840,GAPDH|HPGDS|EAF2,-0.22,0
1,-2.5,C0040517,M1,1,0,DisGeNET,35,Gilles de la Tourette syndrome,,-2.5,6.8,4.5,30286,177,100,4,4,2,52|3357|3358|27306,ACP1|HTR2B|HTR2C|HPGDS,-0.2,0
1,-2.5,C0399526,M1,1,0,DisGeNET,35,Class III malocclusion,,-2.5,6.7,4.4,30286,181,100,4,4,2,801|805|808|3190,CALM1|CALM2|CALM3|HNRNPK,-0.17,0
1,-2.5,C1384666,M1,1,0,DisGeNET,35,hearing impairment,,-2.5,3.3,3.6,30286,739,100,8,8,2.7,1687|3190|4697|4747|5000|6500|27306|400916,GSDME|HNRNPK|NDUFA4|NEFL|ORC4|SKP1|HPGDS|CHCHD10,-0.17,0
1,-2.5,C0525045,M1,1,0,DisGeNET,35,Mood Disorders,,-2.5,3.7,3.7,30286,580,100,7,7,2.6,801|805|808|1006|3358|7534|27306,CALM1|CALM2|CALM3|CDH8|HTR2C|YWHAZ|HPGDS,-0.17,0
1,-2.5,C0032897,M1,1,0,DisGeNET,35,Prader-Willi Syndrome,,-2.5,6.6,4.4,30286,184,100,4,4,2,2597|3357|3358|23741,GAPDH|HTR2B|HTR2C|EID1,-0.16,0
1,-2.5,C0007758,M1,1,0,DisGeNET,35,Cerebellar Ataxia,,-2.5,4.1,3.8,30286,440,100,6,6,2.4,212|801|805|808|4747|400916,ALAS2|CALM1|CALM2|CALM3|NEFL|CHCHD10,-0.14,0
1,-2.5,C0020555,M1,1,0,DisGeNET,35,Hypertrichosis,,-2.5,9.9,4.9,30286,92,100,3,3,1.7,3190|4697|27306,HNRNPK|NDUFA4|HPGDS,-0.14,0
1,-2.4,C0027796,M1,1,0,DisGeNET,35,Neuralgia,,-2.4,3.2,3.5,30286,766,100,8,8,2.7,285|3357|3358|4282|4747|7534|23767|64805,ANGPT2|HTR2B|HTR2C|MIF|NEFL|YWHAZ|FLRT3|P2RY12,-0.1,0
1,-2.4,C0595989,M1,1,0,DisGeNET,35,Carcinoma of larynx,,-2.4,4,3.7,30286,456,100,6,6,2.4,808|2045|2597|3326|4282|27306,CALM3|EPHA7|GAPDH|HSP90AB1|MIF|HPGDS,-0.09,0
1,-2.4,C0338451,M1,1,0,DisGeNET,35,Frontotemporal dementia,,-2.4,4.7,3.9,30286,320,100,5,5,2.2,3183|4747|4900|5094|400916,HNRNPC|NEFL|NRGN|PCBP2|CHCHD10,-0.082,0
1,-2.4,C4086152,M1,1,0,DisGeNET,35,Childhood Astrocytoma,,-2.4,3.4,3.5,30286,615,100,7,7,2.6,285|3021|4747|7534|9447|27306|64805,ANGPT2|H3-3B|NEFL|YWHAZ|AIM2|HPGDS|P2RY12,-0.078,0
1,-2.4,C0038443,M1,1,0,DisGeNET,35,"Stress, Psychological",,-2.4,6.1,4.1,30286,199,100,4,4,2,801|805|808|3358,CALM1|CALM2|CALM3|HTR2C,-0.078,0
1,-2.4,C0220620,M1,1,0,DisGeNET,35,Gastrointestinal Carcinoid Tumor,,-2.4,4.7,3.8,30286,323,100,5,5,2.2,801|805|808|3021|3183,CALM1|CALM2|CALM3|H3-3B|HNRNPC,-0.073,0
1,-2.3,C1636149,M1,1,0,DisGeNET,35,"Macular dystrophy, corneal type 1",,-2.3,9.1,4.7,30286,100,100,3,3,1.7,3859|4282|7534,KRT12|MIF|YWHAZ,-0.069,0
1,-2.3,C0003125,M1,1,0,DisGeNET,35,Anorexia Nervosa,,-2.3,6,4.1,30286,202,100,4,4,2,1879|3358|4747|4826,EBF1|HTR2C|NEFL|NNAT,-0.062,0
1,-2.3,C0023976,M1,1,0,DisGeNET,35,Long QT Syndrome,,-2.3,8.7,4.5,30286,105,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.015,0
1,-2.3,C0520679,M1,1,0,DisGeNET,35,"Sleep Apnea, Obstructive",,-2.3,3.8,3.5,30286,480,100,6,6,2.4,226|285|801|805|808|4282,ALDOA|ANGPT2|CALM1|CALM2|CALM3|MIF,-0.011,0
1,-2.3,C0040997,M1,1,0,DisGeNET,35,Trigeminal Neuralgia,,-2.3,8.6,4.5,30286,106,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.011,0
1,-2.3,C0085669,M1,1,0,DisGeNET,35,Acute leukemia,,-2.3,3.3,3.4,30286,639,100,7,7,2.6,801|805|808|1879|2045|4826|27306,CALM1|CALM2|CALM3|EBF1|EPHA7|NNAT|HPGDS,-0.0096,0
1,-2.3,C0237123,M1,1,0,DisGeNET,35,Alcohol or Other Drugs use,,-2.3,8.4,4.4,30286,108,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,0,0
1,-2.3,C0158266,M1,1,0,DisGeNET,35,Intervertebral Disc Degeneration,,-2.3,4.4,3.7,30286,342,100,5,5,2.2,285|6613|7529|7534|10209,ANGPT2|SUMO2|YWHAB|YWHAZ|EIF1,0,0
1,-2.2,C0010278,M1,1,0,DisGeNET,35,Craniosynostosis,,-2.2,3.7,3.5,30286,488,100,6,6,2.4,801|805|808|3190|5000|27306,CALM1|CALM2|CALM3|HNRNPK|ORC4|HPGDS,0,0
1,-2.2,C0079541,M1,1,0,DisGeNET,35,Holoprosencephaly,,-2.2,8.3,4.4,30286,109,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,0,0
1,-2.2,C0220621,M1,1,0,DisGeNET,35,Childhood Acute Myeloid Leukemia,,-2.2,5.6,3.9,30286,215,100,4,4,2,801|805|808|27306,CALM1|CALM2|CALM3|HPGDS,0,0
1,-2.2,C0001956,M1,1,0,DisGeNET,35,Alcohol Use Disorder,,-2.2,5.6,3.9,30286,218,100,4,4,2,801|805|808|4900,CALM1|CALM2|CALM3|NRGN,0,0
1,-2.2,C0024668,M1,1,0,DisGeNET,35,"Mammary Neoplasms, Experimental",,-2.2,5.6,3.9,30286,218,100,4,4,2,3021|4282|5121|7534,H3-3B|MIF|PCP4|YWHAZ,0,0
1,-2.2,C0038586,M1,1,0,DisGeNET,35,Substance Use Disorders,,-2.2,5.6,3.9,30286,218,100,4,4,2,801|805|808|29119,CALM1|CALM2|CALM3|CTNNA3,0,0
1,-2.2,C0010709,M1,1,0,DisGeNET,35,Cyst,,-2.2,5.5,3.8,30286,221,100,4,4,2,285|1006|7167|23204,ANGPT2|CDH8|TPI1|ARL6IP1,0,0
1,-2.2,C0025007,M1,1,0,DisGeNET,35,Measles,,-2.2,8,4.3,30286,113,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,0,0
1,-2.2,C0016034,M1,1,0,DisGeNET,35,Breast Fibrocystic Disease,,-2.2,8,4.3,30286,114,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,0,0
1,-2.2,C0278883,M1,1,0,DisGeNET,35,Metastatic melanoma,,-2.2,3.6,3.4,30286,504,100,6,6,2.4,801|805|808|2045|2597|4282,CALM1|CALM2|CALM3|EPHA7|GAPDH|MIF,0,0
1,-2.2,C4521042,M1,1,0,DisGeNET,35,Complete Trisomy 21 Syndrome,,-2.2,3.2,3.3,30286,668,100,7,7,2.6,2597|4685|4747|5121|7314|23452|27306,GAPDH|NCAM2|NEFL|PCP4|UBB|ANGPTL2|HPGDS,0,0
1,-2.2,C0234985,M1,1,0,DisGeNET,35,Mental deterioration,,-2.2,3.6,3.4,30286,508,100,6,6,2.4,285|4282|4747|4900|7534|8633,ANGPT2|MIF|NEFL|NRGN|YWHAZ|UNC5C,0,0
1,-2.1,C0039070,M1,1,0,DisGeNET,35,Syncope,,-2.1,7.6,4.2,30286,119,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,0,0
1,-2.1,C0158646,M1,1,0,DisGeNET,35,Cleft palate with cleft lip,,-2.1,7.6,4.2,30286,119,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,0,0
1,-2.1,C4525297,M1,1,0,DisGeNET,35,Stage 0 Gallbladder Cancer AJCC v8,,-2.1,4.1,3.5,30286,367,100,5,5,2.2,801|805|808|4282|27306,CALM1|CALM2|CALM3|MIF|HPGDS,0,0
1,-2.1,C4525300,M1,1,0,DisGeNET,35,Stage IIA Gallbladder Cancer AJCC v8,,-2.1,4.1,3.5,30286,367,100,5,5,2.2,801|805|808|4282|27306,CALM1|CALM2|CALM3|MIF|HPGDS,0,0
1,-2.1,C4525301,M1,1,0,DisGeNET,35,Stage IIB Gallbladder Cancer AJCC v8,,-2.1,4.1,3.5,30286,367,100,5,5,2.2,801|805|808|4282|27306,CALM1|CALM2|CALM3|MIF|HPGDS,0,0
1,-2.1,C4525302,M1,1,0,DisGeNET,35,Stage III Gallbladder Cancer AJCC v8,,-2.1,4.1,3.5,30286,367,100,5,5,2.2,801|805|808|4282|27306,CALM1|CALM2|CALM3|MIF|HPGDS,0,0
1,-2.1,C4525305,M1,1,0,DisGeNET,35,Stage IV Gallbladder Cancer AJCC v8,,-2.1,4.1,3.5,30286,367,100,5,5,2.2,801|805|808|4282|27306,CALM1|CALM2|CALM3|MIF|HPGDS,0,0
