Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
DisGeNET,35,C0011265,Presenile dementia,,-2.4,6,4.1,30286,718,28,4,14,6.6,1191|3984|5621|11113,CLU|LIMK1|PRNP|CIT,0,Rpl37a
Cell Type Signatures,7,M39229,LAKE ADULT KIDNEY C10 THIN ASCENDING LIMB,,-2.4,9.2,4.7,30286,353,28,3,11,5.8,824|6232|23521,CAPN2|RPS27|RPL13A,0,Rpl37a
Cell Type Signatures,7,M39052,MANNO MIDBRAIN NEUROTYPES HOPC,,-2.3,8.9,4.6,30286,366,28,3,11,5.8,4504|57447|59284,MT3|NDRG2|CACNG7,0,Rpl37a
DisGeNET,35,C0242422,Parkinsonian Disorders,,-2.3,8.7,4.6,30286,373,28,3,11,5.8,773|5621|11113,CACNA1A|PRNP|CIT,0,Rpl37a
DisGeNET,35,C0339573,"Glaucoma, Primary Open Angle",,-2.3,8.5,4.5,30286,382,28,3,11,5.8,1191|5621|170691,CLU|PRNP|ADAMTS17,0,Rpl37a
DisGeNET,35,C0017601,Glaucoma,,-2.3,5.6,4,30286,769,28,4,14,6.6,1191|3984|5621|170691,CLU|LIMK1|PRNP|ADAMTS17,0,Rpl37a
DisGeNET,35,C0015397,Disorder of eye,,-2.2,8.1,4.4,30286,400,28,3,11,5.8,5127|93145|170691,CDK16|OLFM2|ADAMTS17,0,Rpl37a
DisGeNET,35,C1531647,Cerebral ventriculomegaly,,-2.2,7.9,4.3,30286,410,28,3,11,5.8,5621|11113|23299,PRNP|CIT|BICD2,0,Rpl37a
DisGeNET,35,C0009806,Constipation,,-2.2,7.7,4.2,30286,424,28,3,11,5.8,773|3984|5621,CACNA1A|LIMK1|PRNP,0,Rpl37a
DisGeNET,35,C3278923,Dilated ventricles (finding),,-2.2,7.6,4.2,30286,427,28,3,11,5.8,5621|11113|23299,PRNP|CIT|BICD2,0,Rpl37a
DisGeNET,35,C0542476,Forgetful,,-2.1,7.6,4.2,30286,429,28,3,11,5.8,1191|5621|57447,CLU|PRNP|NDRG2,0,Rpl37a
DisGeNET,35,C0017168,Gastroesophageal reflux disease,,-2.1,7.3,4.1,30286,446,28,3,11,5.8,773|3984|170691,CACNA1A|LIMK1|ADAMTS17,0,Rpl37a
DisGeNET,35,C3495559,Juvenile arthritis,,-2.1,7.2,4,30286,450,28,3,11,5.8,1191|5621|64421,CLU|PRNP|DCLRE1C,0,Rpl37a
DisGeNET,35,C0553723,Squamous cell carcinoma of skin,,-2.1,7.1,4,30286,458,28,3,11,5.8,3984|5127|57060,LIMK1|CDK16|PCBP4,0,Rpl37a
DisGeNET,35,C0007124,Noninfiltrating Intraductal Carcinoma,,-2,6.7,3.8,30286,486,28,3,11,5.8,1191|5127|57060,CLU|CDK16|PCBP4,0,Rpl37a
