Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0003002,regionalization,19_GO:0032502 developmental process,-2.9,14,6,30286,412,16,3,19,9.8,5125|7092|144165,PCSK5|TLL1|PRICKLE1,0,Desi2
GO Biological Processes,19,GO:0048667,cell morphogenesis involved in neuron differentiation,19_GO:0032502 developmental process,-2.8,13,5.8,30286,440,16,3,19,9.8,10160|51473|144165,FARP1|DCDC2|PRICKLE1,0,Desi2
GO Biological Processes,19,GO:0048568,embryonic organ development,19_GO:0032502 developmental process,-2.8,13,5.7,30286,452,16,3,19,9.8,4325|5125|144165,MMP16|PCSK5|PRICKLE1,0,Desi2
GO Biological Processes,19,GO:0007389,pattern specification process,19_GO:0032502 developmental process,-2.8,12,5.6,30286,459,16,3,19,9.8,5125|7092|144165,PCSK5|TLL1|PRICKLE1,0,Desi2
GO Biological Processes,19,GO:0140352,export from cell,19_GO:0051179 localization,-2.7,12,5.5,30286,476,16,3,19,9.8,5125|26059|144165,PCSK5|ERC2|PRICKLE1,0,Desi2
GO Biological Processes,19,GO:0048812,neuron projection morphogenesis,19_GO:0032502 developmental process,-2.7,12,5.5,30286,484,16,3,19,9.8,10160|51473|144165,FARP1|DCDC2|PRICKLE1,0,Desi2
GO Biological Processes,19,GO:0120039,plasma membrane bounded cell projection morphogenesis,19_GO:0032502 developmental process,-2.7,12,5.4,30286,489,16,3,19,9.8,10160|51473|144165,FARP1|DCDC2|PRICKLE1,0,Desi2
GO Biological Processes,19,GO:0051604,protein maturation,19_GO:0008152 metabolic process,-2.7,12,5.4,30286,491,16,3,19,9.8,4325|5125|7092,MMP16|PCSK5|TLL1,0,Desi2
GO Biological Processes,19,GO:0048858,cell projection morphogenesis,19_GO:0032502 developmental process,-2.7,11,5.4,30286,494,16,3,19,9.8,10160|51473|144165,FARP1|DCDC2|PRICKLE1,0,Desi2
GO Biological Processes,19,GO:0046903,secretion,19_GO:0051179 localization,-2.6,11,5.2,30286,529,16,3,19,9.8,5125|26059|144165,PCSK5|ERC2|PRICKLE1,0,Desi2
GO Biological Processes,19,GO:0034330,cell junction organization,19_GO:0009987 cellular process,-2.6,11,5.2,30286,533,16,3,19,9.8,10160|26059|144165,FARP1|ERC2|PRICKLE1,0,Desi2
GO Biological Processes,19,GO:0032989,cellular anatomical entity morphogenesis,19_GO:0032502 developmental process,-2.4,9.4,4.8,30286,605,16,3,19,9.8,10160|51473|144165,FARP1|DCDC2|PRICKLE1,0,Desi2
GO Biological Processes,19,GO:0043009,chordate embryonic development,19_GO:0032502 developmental process,-2.3,8.7,4.6,30286,650,16,3,19,9.8,4325|5125|144165,MMP16|PCSK5|PRICKLE1,0,Desi2
GO Biological Processes,19,GO:0009792,embryo development ending in birth or egg hatching,19_GO:0032502 developmental process,-2.3,8.5,4.5,30286,671,16,3,19,9.8,4325|5125|144165,MMP16|PCSK5|PRICKLE1,0,Desi2
GO Biological Processes,19,GO:0000902,cell morphogenesis,19_GO:0032502 developmental process,-2.3,8.3,4.5,30286,681,16,3,19,9.8,10160|51473|144165,FARP1|DCDC2|PRICKLE1,0,Desi2
GO Biological Processes,19,GO:0031175,neuron projection development,19_GO:0032502 developmental process,-2.3,8.2,4.4,30286,691,16,3,19,9.8,10160|51473|144165,FARP1|DCDC2|PRICKLE1,0,Desi2
