Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Cell Type Signatures,7,M41679,TRAVAGLINI LUNG MESOTHELIAL CELL,,-10,19,13,30286,649,25,10,40,9.8,514|6133|6139|6157|6159|6161|6164|6175|6202|84919,ATP5F1E|RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|PPP1R15B,-6.9,Itm2c
Cell Type Signatures,7,M41753,RUBENSTEIN SKELETAL MUSCLE B CELLS,,-10,48,18,30286,177,25,7,28,9,3726|6133|6157|6159|6161|6164|6202,JUNB|RPL9|RPL27A|RPL29|RPL32|RPL34|RPS8,-6.6,Itm2c
Cell Type Signatures,7,M41704,FAN OVARY CL2 PUTATIVE EARLY ATRETIC FOLLICLE THECAL CELL 1,,-9.8,74,21,30286,98,25,6,24,8.5,3726|6139|6161|6164|6202|7077,JUNB|RPL17|RPL32|RPL34|RPS8|TIMP2,-6.4,Itm2c
Cell Type Signatures,7,M41648,TRAVAGLINI LUNG CLUB CELL,,-9.4,64,19,30286,114,25,6,24,8.5,6157|6159|6161|6164|6202|6217,RPL27A|RPL29|RPL32|RPL34|RPS8|RPS16,-6,Itm2c
Cell Type Signatures,7,M41668,TRAVAGLINI LUNG BRONCHIAL VESSEL 1 CELL,,-9.3,38,16,30286,224,25,7,28,9,6157|6159|6161|6164|6175|6202|6217,RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-6,Itm2c
Cell Type Signatures,7,M39231,LAKE ADULT KIDNEY C12 THICK ASCENDING LIMB,,-9.3,25,14,30286,381,25,8,32,9.3,514|6133|6157|6161|6164|6175|6202|6217,ATP5F1E|RPL9|RPL27A|RPL32|RPL34|RPLP0|RPS8|RPS16,-6,Itm2c
Cell Type Signatures,7,M39174,MURARO PANCREAS ACINAR CELL,,-8.4,15,11,30286,731,25,9,36,9.6,6133|6139|6157|6159|6161|6164|6175|6202|6217,RPL9|RPL17|RPL27A|RPL29|RPL32|RPL34|RPLP0|RPS8|RPS16,-5.1,Itm2c
Cell Type Signatures,7,M41651,TRAVAGLINI LUNG BASAL CELL,,-8.1,39,15,30286,188,25,6,24,8.5,3726|5621|6133|6159|6161|6175,JUNB|PRNP|RPL9|RPL29|RPL32|RPLP0,-4.8,Itm2c
Cell Type Signatures,7,M41747,RUBENSTEIN SKELETAL MUSCLE PCV ENDOTHELIAL CELLS,,-7.6,32,14,30286,225,25,6,24,8.5,6139|6159|6161|6164|6175|6202,RPL17|RPL29|RPL32|RPL34|RPLP0|RPS8,-4.4,Itm2c
Cell Type Signatures,7,M39228,LAKE ADULT KIDNEY C9 THIN ASCENDING LIMB,,-7.2,27,12,30286,268,25,6,24,8.5,6133|6161|6164|6175|6202|6217,RPL9|RPL32|RPL34|RPLP0|RPS8|RPS16,-4,Itm2c
Cell Type Signatures,7,M39227,LAKE ADULT KIDNEY C8 DECENDING THIN LIMB,,-7.1,26,12,30286,278,25,6,24,8.5,6133|6161|6164|6175|6202|6217,RPL9|RPL32|RPL34|RPLP0|RPS8|RPS16,-3.9,Itm2c
Cell Type Signatures,7,M41702,FAN OVARY CL0 XBP1 SELK HIGH STROMAL CELL,,-7,42,14,30286,143,25,5,20,8,6133|6139|6161|6164|6202,RPL9|RPL17|RPL32|RPL34|RPS8,-3.8,Itm2c
COVID,200,COVID029,RNA_Liao_BALF-mild_Down,,-6.9,24,12,30286,300,25,6,24,8.5,6133|6139|6157|6164|6217|126298,RPL9|RPL17|RPL27A|RPL34|RPS16|IRGQ,-3.7,Itm2c
Cell Type Signatures,7,M40024,BUSSLINGER DUODENAL STEM CELLS,,-6.8,23,11,30286,311,25,6,24,8.5,6133|6157|6161|6164|6202|6217,RPL9|RPL27A|RPL32|RPL34|RPS8|RPS16,-3.7,Itm2c
Cell Type Signatures,7,M39107,AIZARANI LIVER C3 NK NKT CELLS 2,,-6.7,37,13,30286,162,25,5,20,8,3726|6139|6157|6161|6164,JUNB|RPL17|RPL27A|RPL32|RPL34,-3.6,Itm2c
Cell Type Signatures,7,M39237,LAKE ADULT KIDNEY C18 COLLECTING DUCT PRINCIPAL CELLS MEDULLA,,-6.7,23,11,30286,322,25,6,24,8.5,6133|6161|6164|6175|6202|6217,RPL9|RPL32|RPL34|RPLP0|RPS8|RPS16,-3.6,Itm2c
Cell Type Signatures,7,M39238,LAKE ADULT KIDNEY C19 COLLECTING DUCT INTERCALATED CELLS TYPE A MEDULLA,,-6.7,22,11,30286,326,25,6,24,8.5,6133|6161|6164|6175|6202|6217,RPL9|RPL32|RPL34|RPLP0|RPS8|RPS16,-3.6,Itm2c
Cell Type Signatures,7,M41751,RUBENSTEIN SKELETAL MUSCLE MYELOID CELLS,,-6.5,21,11,30286,347,25,6,24,8.5,514|3726|6139|6161|6164|6217,ATP5F1E|JUNB|RPL17|RPL32|RPL34|RPS16,-3.4,Itm2c
Cell Type Signatures,7,M39229,LAKE ADULT KIDNEY C10 THIN ASCENDING LIMB,,-6.5,21,11,30286,353,25,6,24,8.5,514|6133|6161|6175|6202|6217,ATP5F1E|RPL9|RPL32|RPLP0|RPS8|RPS16,-3.4,Itm2c
Cell Type Signatures,7,M39048,MANNO MIDBRAIN NEUROTYPES BASAL,,-6.3,61,15,30286,79,25,4,16,7.3,514|6133|6164|6202,ATP5F1E|RPL9|RPL34|RPS8,-3.3,Itm2c
COVID,200,COVID238,RNA_Lieberman_Nasopharynx_Infected_vs_Neg_Down,,-5.3,87,16,30286,42,25,3,12,6.5,6139|6175|6202,RPL17|RPLP0|RPS8,-2.2,Itm2c
COVID,200,COVID200,Ubiquitinome_Stukalov_A549-ACE2_6h_Down,,-4.3,19,8.4,30286,250,25,4,16,7.3,6133|6157|6161|6164,RPL9|RPL27A|RPL32|RPL34,-1.3,Itm2c
Cell Type Signatures,7,M40011,BUSSLINGER GASTRIC METALLOTHIONEIN CELLS,,-4.1,36,10,30286,100,25,3,12,6.5,6157|6159|6175,RPL27A|RPL29|RPLP0,-1.1,Itm2c
COVID,200,COVID052,RNA_Xiong_BALF_Up,,-4,16,7.6,30286,300,25,4,16,7.3,6133|6157|6202|6217,RPL9|RPL27A|RPS8|RPS16,-1,Itm2c
Cell Type Signatures,7,M39251,MENON FETAL KIDNEY 1 EMBRYONIC RED BLOOD CELLS,,-3.8,29,9,30286,126,25,3,12,6.5,6159|6161|6175,RPL29|RPL32|RPLP0,-0.87,Itm2c
Cell Type Signatures,7,M39242,LAKE ADULT KIDNEY C23 ENDOTHELIAL CELLS AVR,,-3.8,29,9,30286,126,25,3,12,6.5,6175|6202|6217,RPLP0|RPS8|RPS16,-0.87,Itm2c
DisGeNET,35,C0007785,Cerebral Infarction,,-3.7,8.8,6,30286,687,25,5,20,8,406|3726|4297|5621|266743,BMAL1|JUNB|KMT2A|PRNP|NPAS4,-0.73,Itm2c
DisGeNET,35,C0008479,Chondrosarcoma,,-3.6,13,6.6,30286,385,25,4,16,7.3,3726|4297|5621|7077,JUNB|KMT2A|PRNP|TIMP2,-0.65,Itm2c
Cell Type Signatures,7,M41671,TRAVAGLINI LUNG AIRWAY SMOOTH MUSCLE CELL,,-3.5,22,7.8,30286,166,25,3,12,6.5,6157|6164|6217,RPL27A|RPL34|RPS16,-0.56,Itm2c
DisGeNET,35,C0016057,Fibrosarcoma,,-3.5,12,6.3,30286,413,25,4,16,7.3,3726|4297|7077|8851,JUNB|KMT2A|TIMP2|CDK5R1,-0.56,Itm2c
DisGeNET,35,C0917801,Sleeplessness,,-3.4,21,7.6,30286,174,25,3,12,6.5,406|5621|8851,BMAL1|PRNP|CDK5R1,-0.52,Itm2c
Cell Type Signatures,7,M39203,HAY BONE MARROW NEUTROPHIL,,-3.3,11,6,30286,449,25,4,16,7.3,514|2850|5621|7077,ATP5F1E|GPR27|PRNP|TIMP2,-0.45,Itm2c
COVID,200,COVID240,RNA_Lieberman_Nasopharynx_High_vs_Low_Down,,-3.3,19,7.2,30286,188,25,3,12,6.5,3726|6159|6202,JUNB|RPL29|RPS8,-0.44,Itm2c
DisGeNET,35,C0079772,T-Cell Lymphoma,,-3.2,10,5.7,30286,485,25,4,16,7.3,3726|4297|5621|6139,JUNB|KMT2A|PRNP|RPL17,-0.34,Itm2c
DisGeNET,35,C0027092,Myopia,,-3.2,9.9,5.7,30286,490,25,4,16,7.3,406|3726|4297|7077,BMAL1|JUNB|KMT2A|TIMP2,-0.33,Itm2c
Cell Type Signatures,7,M41690,TRAVAGLINI LUNG BASOPHIL MAST 2 CELL,,-3.1,9.7,5.6,30286,502,25,4,16,7.3,3726|5621|6164|84919,JUNB|PRNP|RPL34|PPP1R15B,-0.3,Itm2c
DisGeNET,35,C0033999,Pterygium,,-3.1,17,6.7,30286,216,25,3,12,6.5,3726|7077|8482,JUNB|TIMP2|SEMA7A,-0.3,Itm2c
DisGeNET,35,C0023493,Adult T-Cell Lymphoma/Leukemia,,-3,9,5.4,30286,540,25,4,16,7.3,3726|4297|6139|8851,JUNB|KMT2A|RPL17|CDK5R1,-0.2,Itm2c
Cell Type Signatures,7,M39068,MANNO MIDBRAIN NEUROTYPES HDA1,,-2.9,8.3,5.1,30286,584,25,4,16,7.3,8851|126298|139065|266743,CDK5R1|IRGQ|SLITRK4|NPAS4,-0.092,Itm2c
DisGeNET,35,C0003578,Apnea,,-2.9,14,6,30286,261,25,3,12,6.5,514|5621|8851,ATP5F1E|PRNP|CDK5R1,-0.092,Itm2c
DisGeNET,35,C4086152,Childhood Astrocytoma,,-2.8,7.9,5,30286,615,25,4,16,7.3,3726|5621|7077|8851,JUNB|PRNP|TIMP2|CDK5R1,-0.022,Itm2c
Cell Type Signatures,7,M41710,FAN OVARY CL8 MATURE CUMULUS GRANULOSA CELL 2,,-2.7,7.5,4.8,30286,646,25,4,16,7.3,514|6139|6157|8482,ATP5F1E|RPL17|RPL27A|SEMA7A,0,Itm2c
DisGeNET,35,C0005699,Blast Phase,,-2.7,12,5.6,30286,299,25,3,12,6.5,406|514|4297,BMAL1|ATP5F1E|KMT2A,0,Itm2c
Cell Type Signatures,7,M41708,FAN OVARY CL6 PUTATIVE EARLY ATRETIC FOLLICLE THECAL CELL 2,,-2.7,12,5.6,30286,300,25,3,12,6.5,3726|6175|7077,JUNB|RPLP0|TIMP2,0,Itm2c
COVID,200,COVID243,RNA_Riva_Vero-E6_24h_Up,,-2.7,12,5.6,30286,300,25,3,12,6.5,6161|8482|84919,RPL32|SEMA7A|PPP1R15B,0,Itm2c
COVID,200,COVID010,RNA_Blanco-Melo_A549-ACE2_Up,,-2.7,12,5.6,30286,300,25,3,12,6.5,3726|84919|126298,JUNB|PPP1R15B|IRGQ,0,Itm2c
COVID,200,COVID037,RNA_Sun_Calu-3_12h_Down,,-2.7,12,5.6,30286,300,25,3,12,6.5,514|7077|140707,ATP5F1E|TIMP2|BRI3BP,0,Itm2c
PaGenBase,36,PGB:00029,Tissue-specific: placenta,,-2.7,12,5.5,30286,305,25,3,12,6.5,4297|7077|8482,KMT2A|TIMP2|SEMA7A,0,Itm2c
DisGeNET,35,C0037317,Sleep disturbances,,-2.7,12,5.5,30286,310,25,3,12,6.5,406|4297|5621,BMAL1|KMT2A|PRNP,0,Itm2c
Cell Type Signatures,7,M39070,MANNO MIDBRAIN NEUROTYPES HNBGABA,,-2.6,6.9,4.5,30286,703,25,4,16,7.3,8851|126298|139065|266743,CDK5R1|IRGQ|SLITRK4|NPAS4,0,Itm2c
DisGeNET,35,C0236734,Caffeine related disorders,,-2.5,10,5,30286,359,25,3,12,6.5,5621|6139|8851,PRNP|RPL17|CDK5R1,0,Itm2c
DisGeNET,35,C0851578,Sleep Disorders,,-2.5,10,5,30286,359,25,3,12,6.5,406|4297|5621,BMAL1|KMT2A|PRNP,0,Itm2c
DisGeNET,35,C0151744,Myocardial Ischemia,,-2.5,6.4,4.3,30286,756,25,4,16,7.3,406|3726|4297|6139,BMAL1|JUNB|KMT2A|RPL17,0,Itm2c
DisGeNET,35,C0233794,Memory impairment,,-2.5,6.4,4.3,30286,763,25,4,16,7.3,4297|5621|8851|266743,KMT2A|PRNP|CDK5R1|NPAS4,0,Itm2c
DisGeNET,35,C0013080,Down Syndrome,,-2.5,6.3,4.3,30286,765,25,4,16,7.3,4297|5621|6139|6175,KMT2A|PRNP|RPL17|RPLP0,0,Itm2c
Cell Type Signatures,7,M41688,TRAVAGLINI LUNG NEUTROPHIL CELL,,-2.5,9.9,4.9,30286,368,25,3,12,6.5,514|3726|9883,ATP5F1E|JUNB|POM121,0,Itm2c
Cell Type Signatures,7,M41703,FAN OVARY CL1 GPRC5A TNFRS12A HIGH SELECTABLE FOLLICLE STROMAL CELL,,-2.4,9.6,4.8,30286,380,25,3,12,6.5,5621|6133|6175,PRNP|RPL9|RPLP0,0,Itm2c
DisGeNET,35,C0278595,Adult Fibrosarcoma,,-2.4,9.4,4.8,30286,387,25,3,12,6.5,3726|7077|8851,JUNB|TIMP2|CDK5R1,0,Itm2c
Cell Type Signatures,7,M41667,TRAVAGLINI LUNG CAPILLARY INTERMEDIATE 2 CELL,,-2.3,8.9,4.6,30286,408,25,3,12,6.5,514|6157|6164,ATP5F1E|RPL27A|RPL34,0,Itm2c
DisGeNET,35,C0036202,Sarcoidosis,,-2.3,8.8,4.6,30286,413,25,3,12,6.5,6139|6161|7077,RPL17|RPL32|TIMP2,0,Itm2c
DisGeNET,35,C0542476,Forgetful,,-2.3,8.5,4.5,30286,429,25,3,12,6.5,4297|5621|8851,KMT2A|PRNP|CDK5R1,0,Itm2c
DisGeNET,35,C0021053,Immune System Diseases,,-2.2,8.1,4.3,30286,451,25,3,12,6.5,3726|6139|7077,JUNB|RPL17|TIMP2,0,Itm2c
DisGeNET,35,C0085584,Encephalopathies,,-2.2,8,4.3,30286,457,25,3,12,6.5,514|5621|8851,ATP5F1E|PRNP|CDK5R1,0,Itm2c
DisGeNET,35,C0023492,"Leukemia, T-Cell",,-2.2,8,4.3,30286,457,25,3,12,6.5,4297|6139|8851,KMT2A|RPL17|CDK5R1,0,Itm2c
DisGeNET,35,C4721532,"Lymphoma, Non-Hodgkin, Familial",,-2.2,7.9,4.3,30286,462,25,3,12,6.5,4297|7077|8851,KMT2A|TIMP2|CDK5R1,0,Itm2c
Cell Type Signatures,7,M39066,MANNO MIDBRAIN NEUROTYPES HNBML5,,-2.2,7.8,4.3,30286,465,25,3,12,6.5,8851|126298|139065,CDK5R1|IRGQ|SLITRK4,0,Itm2c
DisGeNET,35,C0278764,Adult Burkitt Lymphoma,,-2.2,7.7,4.2,30286,475,25,3,12,6.5,406|3726|4297,BMAL1|JUNB|KMT2A,0,Itm2c
DisGeNET,35,C0278879,Childhood Burkitt Lymphoma,,-2.2,7.6,4.2,30286,477,25,3,12,6.5,406|3726|4297,BMAL1|JUNB|KMT2A,0,Itm2c
Cell Type Signatures,7,M39067,MANNO MIDBRAIN NEUROTYPES HDA,,-2.1,7.2,4,30286,506,25,3,12,6.5,8851|126298|139065,CDK5R1|IRGQ|SLITRK4,0,Itm2c
Cell Type Signatures,7,M39069,MANNO MIDBRAIN NEUROTYPES HDA2,,-2.1,7.1,4,30286,513,25,3,12,6.5,8851|139065|266743,CDK5R1|SLITRK4|NPAS4,0,Itm2c
DisGeNET,35,C0040822,Tremor,,-2,6.9,3.9,30286,528,25,3,12,6.5,406|5621|8851,BMAL1|PRNP|CDK5R1,0,Itm2c
DisGeNET,35,C0038220,Status Epilepticus,,-2,6.8,3.9,30286,533,25,3,12,6.5,3726|8851|266743,JUNB|CDK5R1|NPAS4,0,Itm2c
DisGeNET,35,C0598935,Tumor Initiation,,-2,6.8,3.9,30286,533,25,3,12,6.5,406|4297|6139,BMAL1|KMT2A|RPL17,0,Itm2c
DisGeNET,35,C1535926,Neurodevelopmental Disorders,,-2,6.8,3.9,30286,534,25,3,12,6.5,406|4297|266743,BMAL1|KMT2A|NPAS4,0,Itm2c
