Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0061564,axon development,19_GO:0032502 developmental process,-4.7,5.4,6,30286,421,134,10,7.5,2.3,71|658|2263|4747|5354|5532|8633|9037|23767|57142,ACTG1|BMPR1B|FGFR2|NEFL|PLP1|PPP3CB|UNC5C|SEMA5A|FLRT3|RTN4,-1.5,Ccdc115
GO Biological Processes,19,GO:0051302,regulation of cell division,19_GO:0050789 regulation of biological process,-4.7,8.5,6.8,30286,186,134,7,5.2,1.9,808|2124|2246|2263|3357|8452|92421,CALM3|EVI2B|FGF1|FGFR2|HTR2B|CUL3|CHMP4C,-1.5,Ccdc115
GO Biological Processes,19,GO:0045766,positive regulation of angiogenesis,19_GO:0032502 developmental process,-4.7,8.5,6.8,30286,187,134,7,5.2,1.9,285|2246|2321|6019|7010|9037|27329,ANGPT2|FGF1|FLT1|RLN2|TEK|SEMA5A|ANGPTL3,-1.5,Ccdc115
GO Biological Processes,19,GO:0002831,regulation of response to biotic stimulus,19_GO:0050896 response to stimulus,-4.6,4.7,5.8,30286,524,134,11,8.2,2.4,1540|1687|4067|5094|7534|10758|57142|64922|79184|92610|373509,CYLD|GSDME|LYN|PCBP2|YWHAZ|TRAF3IP2|RTN4|LRRC19|BRCC3|TIFA|USP50,-1.5,Ccdc115
GO Biological Processes,19,GO:1904018,positive regulation of vasculature development,19_GO:0032502 developmental process,-4.6,8.3,6.8,30286,190,134,7,5.2,1.9,285|2246|2321|6019|7010|9037|27329,ANGPT2|FGF1|FLT1|RLN2|TEK|SEMA5A|ANGPTL3,-1.5,Ccdc115
GO Biological Processes,19,GO:0035589,G protein-coupled purinergic nucleotide receptor signaling pathway,19_GO:0050896 response to stimulus,-4.6,52,12,30286,13,134,3,2.2,1.3,2857|9934|64805,GPR34|P2RY14|P2RY12,-1.5,Ccdc115
GO Biological Processes,19,GO:0043549,regulation of kinase activity,19_GO:0008152 metabolic process,-4.6,4.7,5.7,30286,532,134,11,8.2,2.4,808|2246|2263|2321|3326|3357|4067|4869|7010|55450|128344,CALM3|FGF1|FGFR2|FLT1|HSP90AB1|HTR2B|LYN|NPM1|TEK|CAMK2N1|CIMAP3,-1.5,Ccdc115
GO Biological Processes,19,GO:0031396,regulation of protein ubiquitination,19_GO:0008152 metabolic process,-4.5,8,6.6,30286,198,134,7,5.2,1.9,3326|4869|7314|7337|8452|55743|84707,HSP90AB1|NPM1|UBB|UBE3A|CUL3|CHFR|BEX2,-1.5,Ccdc115
GO Biological Processes,19,GO:0031401,positive regulation of protein modification process,19_GO:0048518 positive regulation of biological process,-4.4,3.8,5.3,30286,764,134,13,9.7,2.6,808|2246|2321|3326|3357|3567|4067|4869|7010|7314|7337|8452|55743,CALM3|FGF1|FLT1|HSP90AB1|HTR2B|IL5|LYN|NPM1|TEK|UBB|UBE3A|CUL3|CHFR,-1.4,Ccdc115
Reactome Gene Sets,6,R-HSA-9678108,SARS-CoV-1 Infection,,-4.4,9.5,6.8,30286,142,134,6,4.5,1.8,4869|5094|7314|7529|7534|92421,NPM1|PCBP2|UBB|YWHAB|YWHAZ|CHMP4C,-1.4,Ccdc115
GO Biological Processes,19,GO:0032103,positive regulation of response to external stimulus,19_GO:0048518 positive regulation of biological process,-4.4,4.4,5.5,30286,561,134,11,8.2,2.4,1540|4067|5734|9037|55450|57142|64805|64922|79184|92610|373509,CYLD|LYN|PTGER4|SEMA5A|CAMK2N1|RTN4|P2RY12|LRRC19|BRCC3|TIFA|USP50,-1.4,Ccdc115
KEGG Pathway,24,hsa04015,Rap1 signaling pathway,,-4.4,7.5,6.3,30286,210,134,7,5.2,1.9,71|285|808|2246|2263|2321|7010,ACTG1|ANGPT2|CALM3|FGF1|FGFR2|FLT1|TEK,-1.4,Ccdc115
CORUM,33,CORUM:5199,Kinase maturation complex 1,,-4.3,42,11,30286,16,134,3,2.2,1.3,3326|7529|7534,HSP90AB1|YWHAB|YWHAZ,-1.4,Ccdc115
Reactome Gene Sets,6,R-HSA-190236,Signaling by FGFR,,-4.3,13,7.4,30286,89,134,5,3.7,1.6,2246|2263|3187|7314|23767,FGF1|FGFR2|HNRNPH1|UBB|FLRT3,-1.4,Ccdc115
GO Biological Processes,19,GO:0030850,prostate gland development,19_GO:0022414 reproductive process,-4.3,20,8.4,30286,46,134,4,3,1.5,367|2263|7337|55840,AR|FGFR2|UBE3A|EAF2,-1.4,Ccdc115
GO Biological Processes,19,GO:0000902,cell morphogenesis,19_GO:0032502 developmental process,-4.3,4,5.2,30286,681,134,12,9,2.5,71|367|658|2263|2823|4747|5532|7314|8452|8633|9037|23767,ACTG1|AR|BMPR1B|FGFR2|GPM6A|NEFL|PPP3CB|UBB|CUL3|UNC5C|SEMA5A|FLRT3,-1.4,Ccdc115
GO Biological Processes,19,GO:0050679,positive regulation of epithelial cell proliferation,19_GO:0048518 positive regulation of biological process,-4.2,7.2,6.2,30286,219,134,7,5.2,1.9,367|2246|2263|3357|7010|9037|57142,AR|FGF1|FGFR2|HTR2B|TEK|SEMA5A|RTN4,-1.4,Ccdc115
Reactome Gene Sets,6,R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",,-4.2,19,8.2,30286,48,134,4,3,1.5,3567|4067|7314|7534,IL5|LYN|UBB|YWHAZ,-1.4,Ccdc115
GO Biological Processes,19,GO:0048812,neuron projection morphogenesis,19_GO:0032502 developmental process,-4.2,4.7,5.4,30286,484,134,10,7.5,2.3,71|658|2263|2823|4747|5532|7314|8633|9037|23767,ACTG1|BMPR1B|FGFR2|GPM6A|NEFL|PPP3CB|UBB|UNC5C|SEMA5A|FLRT3,-1.4,Ccdc115
GO Biological Processes,19,GO:0033674,positive regulation of kinase activity,19_GO:0048518 positive regulation of biological process,-4.2,6,5.8,30286,302,134,8,6,2,808|2246|2263|2321|3326|3357|7010|128344,CALM3|FGF1|FGFR2|FLT1|HSP90AB1|HTR2B|TEK|CIMAP3,-1.4,Ccdc115
GO Biological Processes,19,GO:0120039,plasma membrane bounded cell projection morphogenesis,19_GO:0032502 developmental process,-4.2,4.6,5.4,30286,489,134,10,7.5,2.3,71|658|2263|2823|4747|5532|7314|8633|9037|23767,ACTG1|BMPR1B|FGFR2|GPM6A|NEFL|PPP3CB|UBB|UNC5C|SEMA5A|FLRT3,-1.4,Ccdc115
Reactome Gene Sets,6,R-HSA-9692914,SARS-CoV-1-host interactions,,-4.2,12,7,30286,96,134,5,3.7,1.6,4869|5094|7314|7529|7534,NPM1|PCBP2|UBB|YWHAB|YWHAZ,-1.4,Ccdc115
GO Biological Processes,19,GO:0002833,positive regulation of response to biotic stimulus,19_GO:0048518 positive regulation of biological process,-4.2,5.9,5.7,30286,307,134,8,6,2,1540|1687|4067|57142|64922|79184|92610|373509,CYLD|GSDME|LYN|RTN4|LRRC19|BRCC3|TIFA|USP50,-1.4,Ccdc115
GO Biological Processes,19,GO:0010562,positive regulation of phosphorus metabolic process,19_GO:0048518 positive regulation of biological process,-4.2,3.9,5.1,30286,702,134,12,9,2.5,367|808|2246|2263|2321|3326|3357|3567|4067|7010|23682|128344,AR|CALM3|FGF1|FGFR2|FLT1|HSP90AB1|HTR2B|IL5|LYN|TEK|RAB38|CIMAP3,-1.4,Ccdc115
GO Biological Processes,19,GO:0045937,positive regulation of phosphate metabolic process,19_GO:0048518 positive regulation of biological process,-4.2,3.9,5.1,30286,702,134,12,9,2.5,367|808|2246|2263|2321|3326|3357|3567|4067|7010|23682|128344,AR|CALM3|FGF1|FGFR2|FLT1|HSP90AB1|HTR2B|IL5|LYN|TEK|RAB38|CIMAP3,-1.4,Ccdc115
GO Biological Processes,19,GO:0048858,cell projection morphogenesis,19_GO:0032502 developmental process,-4.1,4.6,5.3,30286,494,134,10,7.5,2.3,71|658|2263|2823|4747|5532|7314|8633|9037|23767,ACTG1|BMPR1B|FGFR2|GPM6A|NEFL|PPP3CB|UBB|UNC5C|SEMA5A|FLRT3,-1.4,Ccdc115
KEGG Pathway,24,hsa04390,Hippo signaling pathway,,-4.1,8.6,6.4,30286,157,134,6,4.5,1.8,71|658|2246|7529|7534|29119,ACTG1|BMPR1B|FGF1|YWHAB|YWHAZ|CTNNA3,-1.4,Ccdc115
GO Biological Processes,19,GO:0010517,regulation of phospholipase activity,19_GO:0065007 biological regulation,-4.1,17,7.9,30286,52,134,4,3,1.5,2263|2321|3357|27329,FGFR2|FLT1|HTR2B|ANGPTL3,-1.3,Ccdc115
GO Biological Processes,19,GO:0050678,regulation of epithelial cell proliferation,19_GO:0050789 regulation of biological process,-4.1,5,5.4,30286,407,134,9,6.7,2.2,367|2246|2263|2321|3357|7010|9037|55840|57142,AR|FGF1|FGFR2|FLT1|HTR2B|TEK|SEMA5A|EAF2|RTN4,-1.3,Ccdc115
GO Biological Processes,19,GO:0007167,enzyme-linked receptor protein signaling pathway,19_GO:0050896 response to stimulus,-4,4,5.1,30286,614,134,11,8.2,2.4,285|367|658|2246|2263|2321|4067|7010|9068|23767|91851,ANGPT2|AR|BMPR1B|FGF1|FGFR2|FLT1|LYN|TEK|ANGPTL1|FLRT3|CHRDL1,-1.3,Ccdc115
Reactome Gene Sets,6,R-HSA-8953854,Metabolism of RNA,,-4,3.7,5,30286,726,134,12,9,2.5,3184|3187|4809|5094|7314|7529|7534|23283|51691|220988|246175|403314,HNRNPD|HNRNPH1|SNU13|PCBP2|UBB|YWHAB|YWHAZ|CSTF2T|LSM8|HNRNPA3|CNOT6L|APOBEC4,-1.3,Ccdc115
Reactome Gene Sets,6,R-HSA-69481,G2/M Checkpoints,,-4,8.1,6.2,30286,167,134,6,4.5,1.8,4998|5000|7314|7529|7534|79184,ORC1|ORC4|UBB|YWHAB|YWHAZ|BRCC3,-1.3,Ccdc115
GO Biological Processes,19,GO:1903320,regulation of protein modification by small protein conjugation or removal,19_GO:0008152 metabolic process,-4,6.6,5.8,30286,241,134,7,5.2,1.9,3326|4869|7314|7337|8452|55743|84707,HSP90AB1|NPM1|UBB|UBE3A|CUL3|CHFR|BEX2,-1.3,Ccdc115
GO Biological Processes,19,GO:0034605,cellular response to heat,19_GO:0050896 response to stimulus,-4,16,7.6,30286,55,134,4,3,1.5,2246|3326|4067|27429,FGF1|HSP90AB1|LYN|HTRA2,-1.3,Ccdc115
GO Biological Processes,19,GO:0042327,positive regulation of phosphorylation,19_GO:0048518 positive regulation of biological process,-4,4,5,30286,623,134,11,8.2,2.4,367|808|2246|2263|2321|3326|3357|3567|4067|7010|128344,AR|CALM3|FGF1|FGFR2|FLT1|HSP90AB1|HTR2B|IL5|LYN|TEK|CIMAP3,-1.3,Ccdc115
GO Biological Processes,19,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,19_GO:0050896 response to stimulus,-4,4.9,5.3,30286,419,134,9,6.7,2.2,285|367|2246|2263|2321|4067|7010|9068|23767,ANGPT2|AR|FGF1|FGFR2|FLT1|LYN|TEK|ANGPTL1|FLRT3,-1.3,Ccdc115
GO Biological Processes,19,GO:0048678,response to axon injury,19_GO:0050896 response to stimulus,-3.9,16,7.6,30286,56,134,4,3,1.5,4067|4747|23767|64805,LYN|NEFL|FLRT3|P2RY12,-1.3,Ccdc115
GO Biological Processes,19,GO:0031349,positive regulation of defense response,19_GO:0048518 positive regulation of biological process,-3.9,4.8,5.3,30286,422,134,9,6.7,2.2,1540|4067|5734|55450|57142|64922|79184|92610|373509,CYLD|LYN|PTGER4|CAMK2N1|RTN4|LRRC19|BRCC3|TIFA|USP50,-1.3,Ccdc115
GO Biological Processes,19,GO:1901873,regulation of post-translational protein modification,19_GO:0008152 metabolic process,-3.9,6.4,5.7,30286,246,134,7,5.2,1.9,3326|4869|7314|7337|8452|55743|84707,HSP90AB1|NPM1|UBB|UBE3A|CUL3|CHFR|BEX2,-1.3,Ccdc115
GO Biological Processes,19,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,19_GO:0048518 positive regulation of biological process,-3.9,7.9,6.1,30286,171,134,6,4.5,1.8,2321|7010|7337|9037|57142|64805,FLT1|TEK|UBE3A|SEMA5A|RTN4|P2RY12,-1.3,Ccdc115
GO Biological Processes,19,GO:0050673,epithelial cell proliferation,19_GO:0009987 cellular process,-3.9,7.9,6.1,30286,171,134,6,4.5,1.8,367|2246|2263|7010|9037|55840,AR|FGF1|FGFR2|TEK|SEMA5A|EAF2,-1.3,Ccdc115
GO Biological Processes,19,GO:0031398,positive regulation of protein ubiquitination,19_GO:0048518 positive regulation of biological process,-3.9,10,6.6,30286,108,134,5,3.7,1.6,4869|7314|7337|8452|55743,NPM1|UBB|UBE3A|CUL3|CHFR,-1.3,Ccdc115
GO Biological Processes,19,GO:0001525,angiogenesis,19_GO:0032502 developmental process,-3.9,5.3,5.4,30286,338,134,8,6,2,71|285|2246|2263|2321|7010|9037|27329,ACTG1|ANGPT2|FGF1|FGFR2|FLT1|TEK|SEMA5A|ANGPTL3,-1.3,Ccdc115
Reactome Gene Sets,6,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,,-3.9,4.2,5,30286,534,134,10,7.5,2.3,71|808|2246|2263|2321|3187|4067|7314|7529|23767,ACTG1|CALM3|FGF1|FGFR2|FLT1|HNRNPH1|LYN|UBB|YWHAB|FLRT3,-1.3,Ccdc115
Reactome Gene Sets,6,R-HSA-9013418,RHOBTB2 GTPase cycle,,-3.9,29,9.1,30286,23,134,3,2.2,1.3,71|3326|8452,ACTG1|HSP90AB1|CUL3,-1.3,Ccdc115
GO Biological Processes,19,GO:0045088,regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.8,4.6,5.1,30286,440,134,9,6.7,2.2,1540|4067|5094|7534|57142|64922|79184|92610|373509,CYLD|LYN|PCBP2|YWHAZ|RTN4|LRRC19|BRCC3|TIFA|USP50,-1.2,Ccdc115
GO Biological Processes,19,GO:0001655,urogenital system development,19_GO:0032502 developmental process,-3.7,14,7.1,30286,63,134,4,3,1.5,367|2263|7337|55840,AR|FGFR2|UBE3A|EAF2,-1.2,Ccdc115
GO Biological Processes,19,GO:0032102,negative regulation of response to external stimulus,19_GO:0048519 negative regulation of biological process,-3.7,4.5,5,30286,453,134,9,6.7,2.2,285|1540|4067|4907|5094|5734|7010|7534|9037,ANGPT2|CYLD|LYN|NT5E|PCBP2|PTGER4|TEK|YWHAZ|SEMA5A,-1.2,Ccdc115
GO Biological Processes,19,GO:0043408,regulation of MAPK cascade,19_GO:0050896 response to stimulus,-3.7,3.7,4.7,30286,669,134,11,8.2,2.4,367|1540|1687|2246|2263|2321|3357|4067|4988|7010|7534,AR|CYLD|GSDME|FGF1|FGFR2|FLT1|HTR2B|LYN|OPRM1|TEK|YWHAZ,-1.2,Ccdc115
KEGG Pathway,24,hsa04151,PI3K-Akt signaling pathway,,-3.7,5,5.1,30286,359,134,8,6,2,285|2246|2263|2321|3326|7010|7529|7534,ANGPT2|FGF1|FGFR2|FLT1|HSP90AB1|TEK|YWHAB|YWHAZ,-1.1,Ccdc115
GO Biological Processes,19,GO:0007409,axonogenesis,19_GO:0032502 developmental process,-3.6,4.9,5.1,30286,366,134,8,6,2,71|658|2263|4747|5532|8633|9037|23767,ACTG1|BMPR1B|FGFR2|NEFL|PPP3CB|UNC5C|SEMA5A|FLRT3,-1.1,Ccdc115
GO Biological Processes,19,GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,19_GO:0048519 negative regulation of biological process,-3.6,13,6.8,30286,68,134,4,3,1.5,4998|55743|79184|92421,ORC1|CHFR|BRCC3|CHMP4C,-1.1,Ccdc115
GO Biological Processes,19,GO:0060191,regulation of lipase activity,19_GO:0065007 biological regulation,-3.6,13,6.7,30286,69,134,4,3,1.5,2263|2321|3357|27329,FGFR2|FLT1|HTR2B|ANGPTL3,-1.1,Ccdc115
GO Biological Processes,19,GO:0035590,purinergic nucleotide receptor signaling pathway,19_GO:0050896 response to stimulus,-3.6,24,8.2,30286,28,134,3,2.2,1.3,2857|9934|64805,GPR34|P2RY14|P2RY12,-1.1,Ccdc115
GO Biological Processes,19,GO:0045089,positive regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.6,5.6,5.2,30286,281,134,7,5.2,1.9,1540|4067|57142|64922|79184|92610|373509,CYLD|LYN|RTN4|LRRC19|BRCC3|TIFA|USP50,-1.1,Ccdc115
Reactome Gene Sets,6,R-HSA-1640170,Cell Cycle,,-3.6,3.6,4.6,30286,692,134,11,8.2,2.4,3326|4067|4869|4998|5000|7314|7529|7534|10388|79184|92421,HSP90AB1|LYN|NPM1|ORC1|ORC4|UBB|YWHAB|YWHAZ|SYCP2|BRCC3|CHMP4C,-1.1,Ccdc115
GO Biological Processes,19,GO:1902750,negative regulation of cell cycle G2/M phase transition,19_GO:0048519 negative regulation of biological process,-3.6,13,6.7,30286,70,134,4,3,1.5,4998|55743|79184|92421,ORC1|CHFR|BRCC3|CHMP4C,-1.1,Ccdc115
GO Biological Processes,19,GO:0030335,positive regulation of cell migration,19_GO:0040011 locomotion,-3.6,3.9,4.7,30286,580,134,10,7.5,2.3,71|2246|2321|4067|5354|7010|9037|27329|57142|64805,ACTG1|FGF1|FLT1|LYN|PLP1|TEK|SEMA5A|ANGPTL3|RTN4|P2RY12,-1.1,Ccdc115
GO Biological Processes,19,GO:0070536,protein K63-linked deubiquitination,19_GO:0008152 metabolic process,-3.5,23,8,30286,29,134,3,2.2,1.3,1540|79184|373509,CYLD|BRCC3|USP50,-1.1,Ccdc115
Reactome Gene Sets,6,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,,-3.5,5.6,5.1,30286,285,134,7,5.2,1.9,3184|3187|4809|5094|23283|51691|220988,HNRNPD|HNRNPH1|SNU13|PCBP2|CSTF2T|LSM8|HNRNPA3,-1.1,Ccdc115
GO Biological Processes,19,GO:1903322,positive regulation of protein modification by small protein conjugation or removal,19_GO:0048518 positive regulation of biological process,-3.5,8.7,5.9,30286,130,134,5,3.7,1.6,4869|7314|7337|8452|55743,NPM1|UBB|UBE3A|CUL3|CHFR,-1.1,Ccdc115
Reactome Gene Sets,6,R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane,,-3.5,13,6.5,30286,72,134,4,3,1.5,71|808|7529|7534,ACTG1|CALM3|YWHAB|YWHAZ,-1.1,Ccdc115
KEGG Pathway,24,hsa04114,Oocyte meiosis,,-3.5,8.6,5.8,30286,131,134,5,3.7,1.6,367|808|5532|7529|7534,AR|CALM3|PPP3CB|YWHAB|YWHAZ,-1.1,Ccdc115
GO Biological Processes,19,GO:1901875,positive regulation of post-translational protein modification,19_GO:0048518 positive regulation of biological process,-3.5,8.6,5.8,30286,131,134,5,3.7,1.6,4869|7314|7337|8452|55743,NPM1|UBB|UBE3A|CUL3|CHFR,-1.1,Ccdc115
Reactome Gene Sets,6,R-HSA-5654738,Signaling by FGFR2,,-3.5,12,6.5,30286,73,134,4,3,1.5,2246|2263|3187|7314,FGF1|FGFR2|HNRNPH1|UBB,-1.1,Ccdc115
GO Biological Processes,19,GO:0031348,negative regulation of defense response,19_GO:0048519 negative regulation of biological process,-3.5,5.4,5.1,30286,291,134,7,5.2,1.9,1540|4067|4907|5094|5734|7010|7534,CYLD|LYN|NT5E|PCBP2|PTGER4|TEK|YWHAZ,-1.1,Ccdc115
Reactome Gene Sets,6,R-HSA-72163,mRNA Splicing - Major Pathway,,-3.5,6.6,5.3,30286,207,134,6,4.5,1.8,3184|3187|4809|5094|51691|220988,HNRNPD|HNRNPH1|SNU13|PCBP2|LSM8|HNRNPA3,-1.1,Ccdc115
GO Biological Processes,19,GO:0030163,protein catabolic process,19_GO:0008152 metabolic process,-3.5,3.5,4.5,30286,711,134,11,8.2,2.4,5094|7314|7337|8452|10973|27429|29978|55743|57531|64320|92421,PCBP2|UBB|UBE3A|CUL3|ASCC3|HTRA2|UBQLN2|CHFR|HACE1|RNF25|CHMP4C,-1.1,Ccdc115
GO Biological Processes,19,GO:0071363,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-3.5,4.2,4.7,30286,488,134,9,6.7,2.2,285|658|2246|2263|2321|7337|23767|27429|91851,ANGPT2|BMPR1B|FGF1|FGFR2|FLT1|UBE3A|FLRT3|HTRA2|CHRDL1,-1.1,Ccdc115
GO Biological Processes,19,GO:0019941,modification-dependent protein catabolic process,19_GO:0008152 metabolic process,-3.5,4.2,4.7,30286,489,134,9,6.7,2.2,5094|7314|7337|8452|10973|55743|57531|64320|92421,PCBP2|UBB|UBE3A|CUL3|ASCC3|CHFR|HACE1|RNF25|CHMP4C,-1.1,Ccdc115
GO Biological Processes,19,GO:0051603,proteolysis involved in protein catabolic process,19_GO:0008152 metabolic process,-3.5,3.8,4.6,30286,598,134,10,7.5,2.3,5094|7314|7337|8452|10973|29978|55743|57531|64320|92421,PCBP2|UBB|UBE3A|CUL3|ASCC3|UBQLN2|CHFR|HACE1|RNF25|CHMP4C,-1.1,Ccdc115
GO Biological Processes,19,GO:0051962,positive regulation of nervous system development,19_GO:0032502 developmental process,-3.5,5.4,5,30286,294,134,7,5.2,1.9,443|4067|4747|4988|9037|23767|347730,ASPA|LYN|NEFL|OPRM1|SEMA5A|FLRT3|LRRTM1,-1.1,Ccdc115
GO Biological Processes,19,GO:2000242,negative regulation of reproductive process,19_GO:0022414 reproductive process,-3.4,12,6.3,30286,76,134,4,3,1.5,10388|27306|55743|55840,SYCP2|HPGDS|CHFR|EAF2,-1,Ccdc115
GO Biological Processes,19,GO:0060560,developmental growth involved in morphogenesis,19_GO:0040007 growth,-3.4,8.2,5.7,30286,137,134,5,3.7,1.6,2246|2263|5532|9037|23767,FGF1|FGFR2|PPP3CB|SEMA5A|FLRT3,-1,Ccdc115
GO Biological Processes,19,GO:0048608,reproductive structure development,19_GO:0022414 reproductive process,-3.4,5.3,5,30286,297,134,7,5.2,1.9,367|658|2263|7314|7337|10388|55840,AR|BMPR1B|FGFR2|UBB|UBE3A|SYCP2|EAF2,-1,Ccdc115
GO Biological Processes,19,GO:0032989,cellular anatomical entity morphogenesis,19_GO:0032502 developmental process,-3.4,3.7,4.5,30286,605,134,10,7.5,2.3,71|658|2263|2823|4747|5532|7314|8633|9037|23767,ACTG1|BMPR1B|FGFR2|GPM6A|NEFL|PPP3CB|UBB|UNC5C|SEMA5A|FLRT3,-1,Ccdc115
Reactome Gene Sets,6,R-HSA-5357801,Programmed Cell Death,,-3.4,6.4,5.2,30286,213,134,6,4.5,1.8,1687|3006|7314|7529|7534|92421,GSDME|H1-2|UBB|YWHAB|YWHAZ|CHMP4C,-1,Ccdc115
GO Biological Processes,19,GO:2000147,positive regulation of cell motility,19_GO:0040011 locomotion,-3.4,3.7,4.5,30286,607,134,10,7.5,2.3,71|2246|2321|4067|5354|7010|9037|27329|57142|64805,ACTG1|FGF1|FLT1|LYN|PLP1|TEK|SEMA5A|ANGPTL3|RTN4|P2RY12,-1,Ccdc115
GO Biological Processes,19,GO:2000241,regulation of reproductive process,19_GO:0022414 reproductive process,-3.4,6.3,5.2,30286,214,134,6,4.5,1.8,367|8633|10388|27306|55743|55840,AR|UNC5C|SYCP2|HPGDS|CHFR|EAF2,-1,Ccdc115
KEGG Pathway,24,hsa05418,Fluid shear stress and atherosclerosis,,-3.4,8.1,5.6,30286,139,134,5,3.7,1.6,71|658|808|3326|6613,ACTG1|BMPR1B|CALM3|HSP90AB1|SUMO2,-1,Ccdc115
GO Biological Processes,19,GO:0061458,reproductive system development,19_GO:0032502 developmental process,-3.4,5.3,4.9,30286,301,134,7,5.2,1.9,367|658|2263|7314|7337|10388|55840,AR|BMPR1B|FGFR2|UBB|UBE3A|SYCP2|EAF2,-1,Ccdc115
