_MEMBER_Ccdc115,_LogP_Ccdc115,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-5.334794302523234,GO:0007420,M1,1,0,GO Biological Processes,19,brain development,19_GO:0032502 developmental process,-5.334794302523234,4.340478676575969,6.086258837558096,30286,729,134,14,10.447761194029852,2.642393201552009,808|2263|3184|4747|5354|7314|7337|8633|9037|9963|27429|57142|64805|93986,CALM3|FGFR2|HNRNPD|NEFL|PLP1|UBB|UBE3A|UNC5C|SEMA5A|SLC23A1|HTRA2|RTN4|P2RY12|FOXP2,-1.720452430420235,0,2,0,0,-5.705006505949376,7.118580326712893,
1,-3.3234392986154546,GO:0030900,M1,1,0,GO Biological Processes,19,forebrain development,19_GO:0032502 developmental process,-3.3234392986154546,4.442553815688145,4.661256902899116,30286,407,134,8,5.970149253731344,2.046788972748526,2263|4747|7314|9037|27429|57142|64805|93986,FGFR2|NEFL|UBB|SEMA5A|HTRA2|RTN4|P2RY12|FOXP2,-1.0046600990845227,0,2,0,0,-5.705006505949376,7.118580326712893,
1,-2.6041984727857654,GO:0021987,M1,1,0,GO Biological Processes,19,cerebral cortex development,19_GO:0032502 developmental process,-2.6041984727857654,7.118580326712893,4.606299622484546,30286,127,134,4,2.985074626865672,1.4700918647267915,4747|57142|64805|93986,NEFL|RTN4|P2RY12|FOXP2,-0.5927894469498338,0,2,0,0,-5.705006505949376,7.118580326712893,
1,-5.253738030605411,GO:0051338,M1,1,0,GO Biological Processes,19,regulation of transferase activity,19_GO:0065007 biological regulation,-5.253738030605411,4.598112722771121,6.128341289156657,30286,639,134,13,9.701492537313433,2.5568612642214443,808|2246|2263|2321|3184|3326|3357|4067|4869|7010|55450|57515|128344,CALM3|FGF1|FGFR2|FLT1|HNRNPD|HSP90AB1|HTR2B|LYN|NPM1|TEK|CAMK2N1|SERINC1|CIMAP3,-1.720452430420235,0,3,1,1,-5.253738030605411,17.385763490241104,
1,-5.153100698634796,GO:0051347,M1,1,0,GO Biological Processes,19,positive regulation of transferase activity,19_GO:0065007 biological regulation,-5.153100698634796,6.027064676616916,6.530144118900414,30286,375,134,10,7.462686567164179,2.2701452480269726,808|2246|2263|2321|3184|3326|3357|7010|57515|128344,CALM3|FGF1|FGFR2|FLT1|HNRNPD|HSP90AB1|HTR2B|TEK|SERINC1|CIMAP3,-1.720452430420235,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-4.698319081110063,GO:0051302,M1,1,0,GO Biological Processes,19,regulation of cell division,19_GO:0050789 regulation of biological process,-4.698319081110063,8.505938051677099,6.845202905660524,30286,186,134,7,5.223880597014926,1.9221783569410809,808|2124|2246|2263|3357|8452|92421,CALM3|EVI2B|FGF1|FGFR2|HTR2B|CUL3|CHMP4C,-1.5329568569200054,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-4.683337257921427,GO:0045766,M1,1,0,GO Biological Processes,19,positive regulation of angiogenesis,19_GO:0032502 developmental process,-4.683337257921427,8.46045175193551,6.822099068339231,30286,187,134,7,5.223880597014926,1.9221783569410809,285|2246|2321|6019|7010|9037|27329,ANGPT2|FGF1|FLT1|RLN2|TEK|SEMA5A|ANGPTL3,-1.5329568569200054,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-4.638926528878929,GO:1904018,M1,1,0,GO Biological Processes,19,positive regulation of vasculature development,19_GO:0032502 developmental process,-4.638926528878929,8.32686567164179,6.753808879558792,30286,190,134,7,5.223880597014926,1.9221783569410809,285|2246|2321|6019|7010|9037|27329,ANGPT2|FGF1|FLT1|RLN2|TEK|SEMA5A|ANGPTL3,-1.5329568569200054,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-4.583692028130576,GO:0043549,M1,1,0,GO Biological Processes,19,regulation of kinase activity,19_GO:0008152 metabolic process,-4.583692028130576,4.673240938166312,5.698239234053725,30286,532,134,11,8.208955223880597,2.371328389793718,808|2246|2263|2321|3326|3357|4067|4869|7010|55450|128344,CALM3|FGF1|FGFR2|FLT1|HSP90AB1|HTR2B|LYN|NPM1|TEK|CAMK2N1|CIMAP3,-1.5115851619410328,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-4.439188966698346,GO:0031401,M1,1,0,GO Biological Processes,19,positive regulation of protein modification process,19_GO:0048518 positive regulation of biological process,-4.439188966698346,3.845803703993123,5.311129093376766,30286,764,134,13,9.701492537313433,2.5568612642214443,808|2246|2321|3326|3357|3567|4067|4869|7010|7314|7337|8452|55743,CALM3|FGF1|FLT1|HSP90AB1|HTR2B|IL5|LYN|NPM1|TEK|UBB|UBE3A|CUL3|CHFR,-1.4128395910694778,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-4.361722496030799,hsa04015,M1,1,0,KEGG Pathway,24,Rap1 signaling pathway,,-4.361722496030799,7.533830845771145,6.333964458346319,30286,210,134,7,5.223880597014926,1.9221783569410809,71|285|808|2246|2263|2321|7010,ACTG1|ANGPT2|CALM3|FGF1|FGFR2|FLT1|TEK,-1.3960709607555424,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-4.246597103767028,GO:0050679,M1,1,0,GO Biological Processes,19,positive regulation of epithelial cell proliferation,19_GO:0048518 positive regulation of biological process,-4.246597103767028,7.224221358958632,6.162687758706684,30286,219,134,7,5.223880597014926,1.9221783569410809,367|2246|2263|3357|7010|9037|57142,AR|FGF1|FGFR2|HTR2B|TEK|SEMA5A|RTN4,-1.3873760392374699,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-4.203036412016921,GO:0033674,M1,1,0,GO Biological Processes,19,positive regulation of kinase activity,19_GO:0048518 positive regulation of biological process,-4.203036412016921,5.987150341010182,5.8065647507730365,30286,302,134,8,5.970149253731344,2.046788972748526,808|2246|2263|2321|3326|3357|7010|128344,CALM3|FGF1|FGFR2|FLT1|HSP90AB1|HTR2B|TEK|CIMAP3,-1.3873760392374699,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-4.153159069907272,GO:0010562,M1,1,0,GO Biological Processes,19,positive regulation of phosphorus metabolic process,19_GO:0048518 positive regulation of biological process,-4.153159069907272,3.8635029978313558,5.117358905400075,30286,702,134,12,8.955223880597014,2.4666830004455806,367|808|2246|2263|2321|3326|3357|3567|4067|7010|23682|128344,AR|CALM3|FGF1|FGFR2|FLT1|HSP90AB1|HTR2B|IL5|LYN|TEK|RAB38|CIMAP3,-1.3873760392374699,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-4.153159069907272,GO:0045937,M1,1,0,GO Biological Processes,19,positive regulation of phosphate metabolic process,19_GO:0048518 positive regulation of biological process,-4.153159069907272,3.8635029978313558,5.117358905400075,30286,702,134,12,8.955223880597014,2.4666830004455806,367|808|2246|2263|2321|3326|3357|3567|4067|7010|23682|128344,AR|CALM3|FGF1|FGFR2|FLT1|HSP90AB1|HTR2B|IL5|LYN|TEK|RAB38|CIMAP3,-1.3873760392374699,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-4.075069197290542,GO:0010517,M1,1,0,GO Biological Processes,19,regulation of phospholipase activity,19_GO:0065007 biological regulation,-4.075069197290542,17.385763490241104,7.883674328326323,30286,52,134,4,2.985074626865672,1.4700918647267915,2263|2321|3357|27329,FGFR2|FLT1|HTR2B|ANGPTL3,-1.3387544330241918,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-4.060047945901734,GO:0050678,M1,1,0,GO Biological Processes,19,regulation of epithelial cell proliferation,19_GO:0050789 regulation of biological process,-4.060047945901734,4.997873042649162,5.413165433185148,30286,407,134,9,6.7164179104477615,2.162315511062283,367|2246|2263|2321|3357|7010|9037|55840|57142,AR|FGF1|FGFR2|FLT1|HTR2B|TEK|SEMA5A|EAF2|RTN4,-1.3347285659368469,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-4.0256216904796736,GO:0007167,M1,1,0,GO Biological Processes,19,enzyme-linked receptor protein signaling pathway,19_GO:0050896 response to stimulus,-4.0256216904796736,4.049127327531722,5.08855486758813,30286,614,134,11,8.208955223880597,2.371328389793718,285|367|658|2246|2263|2321|4067|7010|9068|23767|91851,ANGPT2|AR|BMPR1B|FGF1|FGFR2|FLT1|LYN|TEK|ANGPTL1|FLRT3|CHRDL1,-1.319431578492295,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-3.970110595402243,GO:0042327,M1,1,0,GO Biological Processes,19,positive regulation of phosphorylation,19_GO:0048518 positive regulation of biological process,-3.970110595402243,3.9906327112431423,5.0281438358017025,30286,623,134,11,8.208955223880597,2.371328389793718,367|808|2246|2263|2321|3326|3357|3567|4067|7010|128344,AR|CALM3|FGF1|FGFR2|FLT1|HSP90AB1|HTR2B|IL5|LYN|TEK|CIMAP3,-1.319431578492295,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-3.9646518713125656,GO:0007169,M1,1,0,GO Biological Processes,19,transmembrane receptor protein tyrosine kinase signaling pathway,19_GO:0050896 response to stimulus,-3.9646518713125656,4.854735867203362,5.296804713085927,30286,419,134,9,6.7164179104477615,2.162315511062283,285|367|2246|2263|2321|4067|7010|9068|23767,ANGPT2|AR|FGF1|FGFR2|FLT1|LYN|TEK|ANGPTL1|FLRT3,-1.319431578492295,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-3.930807606150345,GO:0050673,M1,1,0,GO Biological Processes,19,epithelial cell proliferation,19_GO:0009987 cellular process,-3.930807606150345,7.930348258706467,6.058565485185185,30286,171,134,6,4.477611940298507,1.7865838855659097,367|2246|2263|7010|9037|55840,AR|FGF1|FGFR2|TEK|SEMA5A|EAF2,-1.319431578492295,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-3.864938261884674,GO:0001525,M1,1,0,GO Biological Processes,19,angiogenesis,19_GO:0032502 developmental process,-3.864938261884674,5.349465689304956,5.360662594327321,30286,338,134,8,5.970149253731344,2.046788972748526,71|285|2246|2263|2321|7010|9037|27329,ACTG1|ANGPT2|FGF1|FGFR2|FLT1|TEK|SEMA5A|ANGPTL3,-1.2729172329094116,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-3.701598420883106,GO:0043408,M1,1,0,GO Biological Processes,19,regulation of MAPK cascade,19_GO:0050896 response to stimulus,-3.701598420883106,3.7162394306494435,4.736076421801171,30286,669,134,11,8.208955223880597,2.371328389793718,367|1540|1687|2246|2263|2321|3357|4067|4988|7010|7534,AR|CYLD|GSDME|FGF1|FGFR2|FLT1|HTR2B|LYN|OPRM1|TEK|YWHAZ,-1.1523702999739003,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-3.686916327575023,hsa04151,M1,1,0,KEGG Pathway,24,PI3K-Akt signaling pathway,,-3.686916327575023,5.0365442980085655,5.129009238508486,30286,359,134,8,5.970149253731344,2.046788972748526,285|2246|2263|2321|3326|7010|7529|7534,ANGPT2|FGF1|FGFR2|FLT1|HSP90AB1|TEK|YWHAB|YWHAZ,-1.1448667912929409,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-3.596061380575123,GO:0060191,M1,1,0,GO Biological Processes,19,regulation of lipase activity,19_GO:0065007 biological regulation,-3.596061380575123,13.1023145143846,6.709272545052808,30286,69,134,4,2.985074626865672,1.4700918647267915,2263|2321|3357|27329,FGFR2|FLT1|HTR2B|ANGPTL3,-1.0830748610494563,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-3.474315169971489,GO:0071363,M1,1,0,GO Biological Processes,19,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-3.474315169971489,4.168308049914362,4.703832840069079,30286,488,134,9,6.7164179104477615,2.162315511062283,285|658|2246|2263|2321|7337|23767|27429|91851,ANGPT2|BMPR1B|FGF1|FGFR2|FLT1|UBE3A|FLRT3|HTRA2|CHRDL1,-1.0533165938507287,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-3.338439753293953,GO:0070372,M1,1,0,GO Biological Processes,19,regulation of ERK1 and ERK2 cascade,19_GO:0050896 response to stimulus,-3.338439753293953,5.136702849389417,4.864480670745575,30286,308,134,7,5.223880597014926,1.9221783569410809,2246|2263|3357|4067|4988|7010|7534,FGF1|FGFR2|HTR2B|LYN|OPRM1|TEK|YWHAZ,-1.0153817557837463,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-3.275424818187383,GO:0070848,M1,1,0,GO Biological Processes,19,response to growth factor,19_GO:0050896 response to stimulus,-3.275424818187383,3.9117967853042477,4.464888535064722,30286,520,134,9,6.7164179104477615,2.162315511062283,285|658|2246|2263|2321|7337|23767|27429|91851,ANGPT2|BMPR1B|FGF1|FGFR2|FLT1|UBE3A|FLRT3|HTRA2|CHRDL1,-0.9792170918205676,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-3.1820140323160624,hsa04014,M1,1,0,KEGG Pathway,24,Ras signaling pathway,,-3.1820140323160624,5.746142170503415,4.879582135189413,30286,236,134,6,4.477611940298507,1.7865838855659097,285|808|2246|2263|2321|7010,ANGPT2|CALM3|FGF1|FGFR2|FLT1|TEK,-0.9153325013768246,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-3.160933405172556,GO:0048514,M1,1,0,GO Biological Processes,19,blood vessel morphogenesis,19_GO:0032502 developmental process,-3.160933405172556,4.195172628735673,4.453818864886895,30286,431,134,8,5.970149253731344,2.046788972748526,71|285|2246|2263|2321|7010|9037|27329,ACTG1|ANGPT2|FGF1|FGFR2|FLT1|TEK|SEMA5A|ANGPTL3,-0.9017398956258682,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-3.1193697289570634,GO:0001944,M1,1,0,GO Biological Processes,19,vasculature development,19_GO:0032502 developmental process,-3.1193697289570634,3.718709923872411,4.2776129034819,30286,547,134,9,6.7164179104477615,2.162315511062283,71|285|2246|2263|2321|5532|7010|9037|27329,ACTG1|ANGPT2|FGF1|FGFR2|FLT1|PPP3CB|TEK|SEMA5A|ANGPTL3,-0.8704944457605641,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-3.085602159179672,GO:0051781,M1,1,0,GO Biological Processes,19,positive regulation of cell division,19_GO:0048518 positive regulation of biological process,-3.085602159179672,9.61765639885678,5.578472357016334,30286,94,134,4,2.985074626865672,1.4700918647267915,2246|2263|3357|8452,FGF1|FGFR2|HTR2B|CUL3,-0.8554951198347018,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-3.037041803979969,GO:0010518,M1,1,0,GO Biological Processes,19,positive regulation of phospholipase activity,19_GO:0065007 biological regulation,-3.037041803979969,15.768483165567512,6.4604952470257135,30286,43,134,3,2.2388059701492535,1.278024200489543,2263|2321|3357,FGFR2|FLT1|HTR2B,-0.8413183870965323,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-3.0253306813320253,hsa04020,M1,1,0,KEGG Pathway,24,Calcium signaling pathway,,-3.0253306813320253,5.360037755884608,4.642578743107235,30286,253,134,6,4.477611940298507,1.7865838855659097,808|2246|2263|2321|3357|5532,CALM3|FGF1|FGFR2|FLT1|HTR2B|PPP3CB,-0.8413183870965323,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.9910435940285707,GO:0045765,M1,1,0,GO Biological Processes,19,regulation of angiogenesis,19_GO:0032502 developmental process,-2.9910435940285707,4.481882372838358,4.386664814955244,30286,353,134,7,5.223880597014926,1.9221783569410809,285|2246|2321|6019|7010|9037|27329,ANGPT2|FGF1|FLT1|RLN2|TEK|SEMA5A|ANGPTL3,-0.8190002602007831,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.9280377927937677,GO:1901342,M1,1,0,GO Biological Processes,19,regulation of vasculature development,19_GO:0032502 developmental process,-2.9280377927937677,4.370454358044034,4.300718712815208,30286,362,134,7,5.223880597014926,1.9221783569410809,285|2246|2321|6019|7010|9037|27329,ANGPT2|FGF1|FLT1|RLN2|TEK|SEMA5A|ANGPTL3,-0.7826283569224365,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.9196760300449944,GO:0045859,M1,1,0,GO Biological Processes,19,regulation of protein kinase activity,19_GO:0008152 metabolic process,-2.9196760300449944,3.8470625595427124,4.146955501350147,30286,470,134,8,5.970149253731344,2.046788972748526,808|2246|2321|3326|3357|4067|4869|55450,CALM3|FGF1|FLT1|HSP90AB1|HTR2B|LYN|NPM1|CAMK2N1,-0.7826283569224365,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.890586921429315,GO:0043410,M1,1,0,GO Biological Processes,19,positive regulation of MAPK cascade,19_GO:0048518 positive regulation of biological process,-2.890586921429315,3.8065671641791052,4.110002616155155,30286,475,134,8,5.970149253731344,2.046788972748526,367|1687|2246|2263|2321|3357|4988|7010,AR|GSDME|FGF1|FGFR2|FLT1|HTR2B|OPRM1|TEK,-0.7650076764595547,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.861409863905178,hsa04066,M1,1,0,KEGG Pathway,24,HIF-1 signaling pathway,,-2.861409863905178,8.370923161967939,5.115600963986249,30286,108,134,4,2.985074626865672,1.4700918647267915,226|285|2321|7010,ALDOA|ANGPT2|FLT1|TEK,-0.7462180970162865,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.850514402258168,GO:0051345,M1,1,0,GO Biological Processes,19,positive regulation of hydrolase activity,19_GO:0065007 biological regulation,-2.850514402258168,3.7512850684337655,4.0591019458353,30286,482,134,8,5.970149253731344,2.046788972748526,808|2263|2321|3326|3357|4067|27429|373509,CALM3|FGFR2|FLT1|HSP90AB1|HTR2B|LYN|HTRA2|USP50,-0.7406189751792249,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.772684713603845,GO:0060193,M1,1,0,GO Biological Processes,19,positive regulation of lipase activity,19_GO:0065007 biological regulation,-2.772684713603845,12.793297662630245,5.72849711876674,30286,53,134,3,2.2388059701492535,1.278024200489543,2263|2321|3357,FGFR2|FLT1|HTR2B,-0.6957253446198894,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.73834885894701,GO:0051336,M1,1,0,GO Biological Processes,19,regulation of hydrolase activity,19_GO:0065007 biological regulation,-2.73834885894701,3.0296906886479134,3.741985959057447,30286,746,134,10,7.462686567164179,2.2701452480269726,808|2263|2321|3326|3357|4067|4869|27329|27429|373509,CALM3|FGFR2|FLT1|HSP90AB1|HTR2B|LYN|NPM1|ANGPTL3|HTRA2|USP50,-0.673772854010292,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.657437710572629,hsa04010,M1,1,0,KEGG Pathway,24,MAPK signaling pathway,,-2.657437710572629,4.535416562671592,4.095602528648419,30286,299,134,6,4.477611940298507,1.7865838855659097,285|2246|2263|2321|5532|7010,ANGPT2|FGF1|FGFR2|FLT1|PPP3CB|TEK,-0.6245245654413726,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.654585726177013,GO:0045834,M1,1,0,GO Biological Processes,19,positive regulation of lipid metabolic process,19_GO:0048518 positive regulation of biological process,-2.654585726177013,7.350078873923069,4.70438150931258,30286,123,134,4,2.985074626865672,1.4700918647267915,2246|3357|23682|27329,FGF1|HTR2B|RAB38|ANGPTL3,-0.6238715451456949,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.609715322364517,GO:0001568,M1,1,0,GO Biological Processes,19,blood vessel development,19_GO:0032502 developmental process,-2.609715322364517,3.4309666090798383,3.7530405813484657,30286,527,134,8,5.970149253731344,2.046788972748526,71|285|2246|2263|2321|7010|9037|27329,ACTG1|ANGPT2|FGF1|FGFR2|FLT1|TEK|SEMA5A|ANGPTL3,-0.5940898121274217,0,3,0,0,-5.253738030605411,17.385763490241104,
