Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-388396,GPCR downstream signalling,,-2.6,6.8,4.5,30286,634,28,4,14,6.6,1903|2788|6344|9630,S1PR3|GNG7|SCTR|GNA14,0,Sulf1
GO Biological Processes,19,GO:0002833,positive regulation of response to biotic stimulus,19_GO:0048518 positive regulation of biological process,-2.6,11,5.1,30286,307,28,3,11,5.8,2634|55601|84166,GBP2|DDX60|NLRC5,0,Sulf1
Reactome Gene Sets,6,R-HSA-418594,G alpha (i) signalling events,,-2.5,10,5,30286,318,28,3,11,5.8,1903|2788|9630,S1PR3|GNG7|GNA14,0,Sulf1
GO Biological Processes,19,GO:0042060,wound healing,19_GO:0050896 response to stimulus,-2.5,10,5,30286,318,28,3,11,5.8,710|960|23671,SERPING1|CD44|TMEFF2,0,Sulf1
Reactome Gene Sets,6,R-HSA-372790,Signaling by GPCR,,-2.4,6.1,4.2,30286,709,28,4,14,6.6,1903|2788|6344|9630,S1PR3|GNG7|SCTR|GNA14,0,Sulf1
GO Biological Processes,19,GO:0032535,regulation of cellular component size,19_GO:0065007 biological regulation,-2.3,8.8,4.6,30286,370,28,3,11,5.8,5216|6344|10512,PFN1|SCTR|SEMA3C,0,Sulf1
Canonical Pathways,11,M5885,NABA MATRISOME ASSOCIATED,,-2.3,5.8,4,30286,751,28,4,14,6.6,710|8038|10512|57188,SERPING1|ADAM12|SEMA3C|ADAMTSL3,0,Sulf1
GO Biological Processes,19,GO:0009615,response to virus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.3,8.6,4.5,30286,379,28,3,11,5.8,2634|55601|84166,GBP2|DDX60|NLRC5,0,Sulf1
GO Biological Processes,19,GO:0002253,activation of immune response,19_GO:0002376 immune system process,-2.3,8.4,4.5,30286,385,28,3,11,5.8,710|721|2634,SERPING1|C4B|GBP2,0,Sulf1
GO Biological Processes,19,GO:0002697,regulation of immune effector process,19_GO:0002376 immune system process,-2.3,8.4,4.5,30286,385,28,3,11,5.8,710|3554|55601,SERPING1|IL1R1|DDX60,0,Sulf1
GO Biological Processes,19,GO:0019221,cytokine-mediated signaling pathway,19_GO:0050896 response to stimulus,-2.3,8.4,4.5,30286,386,28,3,11,5.8,960|3554|9180,CD44|IL1R1|OSMR,0,Sulf1
GO Biological Processes,19,GO:0015711,organic anion transport,19_GO:0051179 localization,-2.2,8.2,4.4,30286,398,28,3,11,5.8,2670|29015|60386,GFAP|SLC43A3|SLC25A19,0,Sulf1
GO Biological Processes,19,GO:0043254,regulation of protein-containing complex assembly,19_GO:0050789 regulation of biological process,-2.2,7.8,4.2,30286,418,28,3,11,5.8,2634|2670|5216,GBP2|GFAP|PFN1,0,Sulf1
GO Biological Processes,19,GO:0040013,negative regulation of locomotion,19_GO:0040011 locomotion,-2.1,7.5,4.2,30286,431,28,3,11,5.8,1809|10512|23671,DPYSL3|SEMA3C|TMEFF2,0,Sulf1
GO Biological Processes,19,GO:0032102,negative regulation of response to external stimulus,19_GO:0048519 negative regulation of biological process,-2.1,7.2,4,30286,453,28,3,11,5.8,710|10512|84166,SERPING1|SEMA3C|NLRC5,0,Sulf1
GO Biological Processes,19,GO:0010975,regulation of neuron projection development,19_GO:0032502 developmental process,-2.1,7.1,4,30286,460,28,3,11,5.8,1809|2670|10512,DPYSL3|GFAP|SEMA3C,0,Sulf1
Reactome Gene Sets,6,R-HSA-500792,GPCR ligand binding,,-2,6.9,3.9,30286,468,28,3,11,5.8,1903|2788|6344,S1PR3|GNG7|SCTR,0,Sulf1
Reactome Gene Sets,6,R-HSA-449147,Signaling by Interleukins,,-2,6.9,3.9,30286,473,28,3,11,5.8,3554|9180|84166,IL1R1|OSMR|NLRC5,0,Sulf1
