Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
COVID,200,COVID205,Proteome_Li_Urine-severe-vs-healthy_Down,,-3.9,30,9.1,30286,170,18,3,17,8.8,348|5621|7534,APOE|PRNP|YWHAZ,-0.71,Abi2
DisGeNET,35,C0750901,"Alzheimer Disease, Early Onset",,-3.8,29,9,30286,174,18,3,17,8.8,348|1471|5621,APOE|CST3|PRNP,-0.71,Abi2
DisGeNET,35,C0038868,Progressive supranuclear palsy,,-3.8,29,9,30286,176,18,3,17,8.8,348|1471|5621,APOE|CST3|PRNP,-0.71,Abi2
Cell Type Signatures,7,M41701,TRAVAGLINI LUNG NONCLASSICAL MONOCYTE CELL,,-3.8,28,8.9,30286,180,18,3,17,8.8,1471|2495|81671,CST3|FTH1|VMP1,-0.69,Abi2
Cell Type Signatures,7,M41690,TRAVAGLINI LUNG BASOPHIL MAST 2 CELL,,-3.7,13,6.8,30286,502,18,4,22,9.8,2495|5621|7534|81671,FTH1|PRNP|YWHAZ|VMP1,-0.63,Abi2
DisGeNET,35,C0751072,Frontotemporal Lobar Degeneration,,-3.7,26,8.5,30286,195,18,3,17,8.8,348|1471|5621,APOE|CST3|PRNP,-0.63,Abi2
DisGeNET,35,C0017665,Membranous glomerulonephritis,,-3.7,26,8.5,30286,197,18,3,17,8.8,348|1471|7534,APOE|CST3|YWHAZ,-0.63,Abi2
Cell Type Signatures,7,M41692,TRAVAGLINI LUNG MACROPHAGE CELL,,-3.7,25,8.4,30286,201,18,3,17,8.8,348|1471|2495,APOE|CST3|FTH1,-0.62,Abi2
DisGeNET,35,C0270824,Visual seizure,,-3.6,24,8.2,30286,209,18,3,17,8.8,348|5764|7534,APOE|PTN|YWHAZ,-0.58,Abi2
DisGeNET,35,C0011269,"Dementia, Vascular",,-3.6,24,8.1,30286,212,18,3,17,8.8,348|1471|5621,APOE|CST3|PRNP,-0.58,Abi2
DisGeNET,35,C0268731,Renal glomerular disease,,-3.5,23,7.9,30286,221,18,3,17,8.8,348|1471|7534,APOE|CST3|YWHAZ,-0.54,Abi2
DisGeNET,35,C0001175,Acquired Immunodeficiency Syndrome,,-3.4,21,7.5,30286,243,18,3,17,8.8,348|5621|5764,APOE|PRNP|PTN,-0.45,Abi2
DisGeNET,35,C0009241,Cognition Disorders,,-3.4,11,6.1,30286,606,18,4,22,9.8,348|1471|5621|7534,APOE|CST3|PRNP|YWHAZ,-0.45,Abi2
DisGeNET,35,C0949664,Tauopathies,,-3.4,21,7.5,30286,245,18,3,17,8.8,348|1471|5621,APOE|CST3|PRNP,-0.45,Abi2
DisGeNET,35,C0333463,Senile Plaques,,-3.4,20,7.4,30286,249,18,3,17,8.8,348|1471|5621,APOE|CST3|PRNP,-0.44,Abi2
DisGeNET,35,C0752347,Lewy Body Disease,,-3.4,20,7.3,30286,255,18,3,17,8.8,348|1471|5621,APOE|CST3|PRNP,-0.43,Abi2
DisGeNET,35,C0025286,Meningioma,,-3.3,11,6,30286,634,18,4,22,9.8,348|1471|5764|7534,APOE|CST3|PTN|YWHAZ,-0.43,Abi2
DisGeNET,35,C0276496,Familial Alzheimer Disease (FAD),,-3.3,19,7.3,30286,260,18,3,17,8.8,348|1471|5621,APOE|CST3|PRNP,-0.43,Abi2
DisGeNET,35,C0003578,Apnea,,-3.3,19,7.3,30286,261,18,3,17,8.8,348|1471|5621,APOE|CST3|PRNP,-0.43,Abi2
DisGeNET,35,C0011884,Diabetic Retinopathy,,-3.3,10,5.9,30286,644,18,4,22,9.8,348|1471|5621|5764,APOE|CST3|PRNP|PTN,-0.42,Abi2
DisGeNET,35,C0007785,Cerebral Infarction,,-3.2,9.8,5.7,30286,687,18,4,22,9.8,348|1471|5621|7534,APOE|CST3|PRNP|YWHAZ,-0.33,Abi2
DisGeNET,35,C0002726,Amyloidosis,,-3.2,9.7,5.7,30286,694,18,4,22,9.8,348|1471|5621|64137,APOE|CST3|PRNP|ABCG4,-0.33,Abi2
Cell Type Signatures,7,M39271,HU FETAL RETINA RPE,,-3.2,17,6.8,30286,292,18,3,17,8.8,348|1471|5621,APOE|CST3|PRNP,-0.33,Abi2
COVID,200,COVID236,Proteome_Klann_Caco-2_24h_Down,,-3.2,17,6.7,30286,300,18,3,17,8.8,348|1471|22883,APOE|CST3|CLSTN1,-0.3,Abi2
DisGeNET,35,C0011265,Presenile dementia,,-3.1,9.4,5.5,30286,718,18,4,22,9.8,348|1471|5621|64137,APOE|CST3|PRNP|ABCG4,-0.29,Abi2
DisGeNET,35,C0037317,Sleep disturbances,,-3.1,16,6.6,30286,310,18,3,17,8.8,348|1471|5621,APOE|CST3|PRNP,-0.28,Abi2
DisGeNET,35,C0013384,Dyskinetic syndrome,,-3.1,16,6.5,30286,316,18,3,17,8.8,348|1471|5764,APOE|CST3|PTN,-0.26,Abi2
DisGeNET,35,C0007682,CNS disorder,,-3.1,16,6.5,30286,319,18,3,17,8.8,348|1471|5621,APOE|CST3|PRNP,-0.26,Abi2
DisGeNET,35,C0740279,Cerebellar atrophy,,-3.1,16,6.5,30286,321,18,3,17,8.8,5621|7534|27445,PRNP|YWHAZ|PCLO,-0.26,Abi2
DisGeNET,35,C0014038,Encephalitis,,-3.1,16,6.4,30286,324,18,3,17,8.8,348|5621|7534,APOE|PRNP|YWHAZ,-0.26,Abi2
Cell Type Signatures,7,M39074,ZHONG PFC MAJOR TYPES ASTROCYTES,,-3.1,16,6.4,30286,325,18,3,17,8.8,348|1471|5764,APOE|CST3|PTN,-0.26,Abi2
DisGeNET,35,C0006111,Brain Diseases,,-3,15,6.2,30286,345,18,3,17,8.8,348|5621|64137,APOE|PRNP|ABCG4,-0.2,Abi2
Cell Type Signatures,7,M41751,RUBENSTEIN SKELETAL MUSCLE MYELOID CELLS,,-3,15,6.2,30286,347,18,3,17,8.8,1471|2495|81671,CST3|FTH1|VMP1,-0.2,Abi2
DisGeNET,35,C0031117,Peripheral Neuropathy,,-3,14,6.1,30286,351,18,3,17,8.8,348|1471|5621,APOE|CST3|PRNP,-0.19,Abi2
DisGeNET,35,C0851578,Sleep Disorders,,-2.9,14,6.1,30286,359,18,3,17,8.8,348|1471|5621,APOE|CST3|PRNP,-0.17,Abi2
Cell Type Signatures,7,M39052,MANNO MIDBRAIN NEUROTYPES HOPC,,-2.9,14,6,30286,366,18,3,17,8.8,2823|5764|79966,GPM6A|PTN|SCD5,-0.15,Abi2
Cell Type Signatures,7,M39231,LAKE ADULT KIDNEY C12 THICK ASCENDING LIMB,,-2.9,13,5.9,30286,381,18,3,17,8.8,1471|2495|79966,CST3|FTH1|SCD5,-0.12,Abi2
DisGeNET,35,C0339573,"Glaucoma, Primary Open Angle",,-2.9,13,5.9,30286,382,18,3,17,8.8,348|1471|5621,APOE|CST3|PRNP,-0.12,Abi2
DisGeNET,35,C0027726,Nephrotic Syndrome,,-2.8,13,5.8,30286,384,18,3,17,8.8,348|1471|7534,APOE|CST3|YWHAZ,-0.12,Abi2
DisGeNET,35,C0494463,"Alzheimer Disease, Late Onset",,-2.8,13,5.8,30286,385,18,3,17,8.8,348|1471|5621,APOE|CST3|PRNP,-0.12,Abi2
DisGeNET,35,C0017658,Glomerulonephritis,,-2.8,13,5.8,30286,391,18,3,17,8.8,348|1471|7534,APOE|CST3|YWHAZ,-0.11,Abi2
DisGeNET,35,C0086132,Depressive Symptoms,,-2.7,12,5.5,30286,421,18,3,17,8.8,348|1471|79966,APOE|CST3|SCD5,-0.035,Abi2
Cell Type Signatures,7,M41720,FAN OVARY CL18 B LYMPHOCYTE,,-2.7,12,5.5,30286,422,18,3,17,8.8,1471|2495|7534,CST3|FTH1|YWHAZ,-0.035,Abi2
DisGeNET,35,C1857276,Trichohepatoenteric Syndrome,,-2.7,12,5.5,30286,422,18,3,17,8.8,348|5621|64840,APOE|PRNP|PORCN,-0.035,Abi2
DisGeNET,35,C1270972,Mild cognitive disorder,,-2.7,12,5.5,30286,430,18,3,17,8.8,348|1471|5621,APOE|CST3|PRNP,-0.023,Abi2
DisGeNET,35,C0523465,Serum albumin measurement,,-2.7,12,5.4,30286,433,18,3,17,8.8,348|2495|79966,APOE|FTH1|SCD5,-0.023,Abi2
DisGeNET,35,C0035222,"Respiratory Distress Syndrome, Adult",,-2.7,12,5.4,30286,434,18,3,17,8.8,1471|5764|7534,CST3|PTN|YWHAZ,-0.023,Abi2
DisGeNET,35,C0001339,Acute pancreatitis,,-2.7,12,5.4,30286,435,18,3,17,8.8,348|1471|81671,APOE|CST3|VMP1,-0.023,Abi2
Cell Type Signatures,7,M39054,MANNO MIDBRAIN NEUROTYPES HRGL2B,,-2.7,11,5.4,30286,440,18,3,17,8.8,1471|5764|79966,CST3|PTN|SCD5,-0.015,Abi2
DisGeNET,35,C0206624,Hepatoblastoma,,-2.6,11,5.3,30286,452,18,3,17,8.8,348|1471|2495,APOE|CST3|FTH1,0,Abi2
DisGeNET,35,C0017661,IGA Glomerulonephritis,,-2.6,11,5.3,30286,456,18,3,17,8.8,348|1471|7534,APOE|CST3|YWHAZ,0,Abi2
Cell Type Signatures,7,M41715,FAN OVARY CL13 MONOCYTE MACROPHAGE,,-2.6,11,5.3,30286,458,18,3,17,8.8,1471|2495|7534,CST3|FTH1|YWHAZ,0,Abi2
DisGeNET,35,C0279628,Adenocarcinoma Of Esophagus,,-2.6,11,5.2,30286,467,18,3,17,8.8,2495|7534|81671,FTH1|YWHAZ|VMP1,0,Abi2
DisGeNET,35,C0020443,Hypercholesterolemia,,-2.5,10,5.1,30286,489,18,3,17,8.8,348|7534|64137,APOE|YWHAZ|ABCG4,0,Abi2
DisGeNET,35,C3714514,Infection,,-2.5,10,5.1,30286,491,18,3,17,8.8,348|2495|5621,APOE|FTH1|PRNP,0,Abi2
Cell Type Signatures,7,M39167,GAO LARGE INTESTINE ADULT CJ IMMUNE CELLS,,-2.5,10,5,30286,505,18,3,17,8.8,348|5764|79966,APOE|PTN|SCD5,0,Abi2
TRRUST,34,TRR01256,Regulated by: SP1,,-2.5,9.6,4.9,30286,526,18,3,17,8.8,348|5621|5764,APOE|PRNP|PTN,0,Abi2
DisGeNET,35,C0040822,Tremor,,-2.5,9.6,4.8,30286,528,18,3,17,8.8,348|5621|7534,APOE|PRNP|YWHAZ,0,Abi2
DisGeNET,35,C4721453,Peripheral Nervous System Diseases,,-2.4,9.2,4.7,30286,549,18,3,17,8.8,348|1471|5621,APOE|CST3|PRNP,0,Abi2
Cell Type Signatures,7,M39168,MURARO PANCREAS ALPHA CELL,,-2.4,8.9,4.6,30286,568,18,3,17,8.8,1471|3760|56255,CST3|KCNJ3|TMX4,0,Abi2
Cell Type Signatures,7,M41698,TRAVAGLINI LUNG TREM2 DENDRITIC CELL,,-2.4,8.8,4.6,30286,572,18,3,17,8.8,348|1471|2495,APOE|CST3|FTH1,0,Abi2
Cell Type Signatures,7,M41697,TRAVAGLINI LUNG EREG DENDRITIC CELL,,-2.3,8.7,4.6,30286,579,18,3,17,8.8,1471|2495|7534,CST3|FTH1|YWHAZ,0,Abi2
Cell Type Signatures,7,M39068,MANNO MIDBRAIN NEUROTYPES HDA1,,-2.3,8.6,4.5,30286,584,18,3,17,8.8,2823|56255|79966,GPM6A|TMX4|SCD5,0,Abi2
DisGeNET,35,C0271650,Impaired glucose tolerance,,-2.3,8.5,4.5,30286,596,18,3,17,8.8,348|1471|7534,APOE|CST3|YWHAZ,0,Abi2
DisGeNET,35,C0200638,Eosinophil count procedure,,-2.3,8.3,4.4,30286,610,18,3,17,8.8,348|79966|81671,APOE|SCD5|VMP1,0,Abi2
Cell Type Signatures,7,M41652,TRAVAGLINI LUNG PROXIMAL BASAL CELL,,-2.2,8,4.3,30286,629,18,3,17,8.8,5621|5764|22883,PRNP|PTN|CLSTN1,0,Abi2
DisGeNET,35,C2316810,Chronic kidney disease stage 5,,-2.2,7.6,4.2,30286,666,18,3,17,8.8,348|1471|7534,APOE|CST3|YWHAZ,0,Abi2
DisGeNET,35,C4521042,Complete Trisomy 21 Syndrome,,-2.2,7.6,4.2,30286,668,18,3,17,8.8,348|1471|5621,APOE|CST3|PRNP,0,Abi2
DisGeNET,35,C0242383,Age related macular degeneration,,-2.1,7.4,4.1,30286,685,18,3,17,8.8,348|1471|79966,APOE|CST3|SCD5,0,Abi2
DisGeNET,35,C0042373,Vascular Diseases,,-2.1,7.3,4.1,30286,688,18,3,17,8.8,348|1471|7534,APOE|CST3|YWHAZ,0,Abi2
DisGeNET,35,C2363741,HIV-1 infection,,-2.1,7.3,4.1,30286,695,18,3,17,8.8,348|5621|79966,APOE|PRNP|SCD5,0,Abi2
Cell Type Signatures,7,M39070,MANNO MIDBRAIN NEUROTYPES HNBGABA,,-2.1,7.2,4,30286,703,18,3,17,8.8,2823|27445|79966,GPM6A|PCLO|SCD5,0,Abi2
DisGeNET,35,C0555198,Malignant Glioma,,-2.1,7,4,30286,724,18,3,17,8.8,2495|3760|5764,FTH1|KCNJ3|PTN,0,Abi2
Cell Type Signatures,7,M41700,TRAVAGLINI LUNG OLR1 CLASSICAL MONOCYTE CELL,,-2.1,7,4,30286,726,18,3,17,8.8,2495|5621|7534,FTH1|PRNP|YWHAZ,0,Abi2
Cell Type Signatures,7,M39174,MURARO PANCREAS ACINAR CELL,,-2.1,6.9,3.9,30286,731,18,3,17,8.8,2495|7534|81671,FTH1|YWHAZ|VMP1,0,Abi2
DisGeNET,35,C1384666,hearing impairment,,-2,6.8,3.9,30286,739,18,3,17,8.8,348|27445|64840,APOE|PCLO|PORCN,0,Abi2
DisGeNET,35,C0030297,Pancreatic Neoplasm,,-2,6.6,3.8,30286,764,18,3,17,8.8,348|5764|81671,APOE|PTN|VMP1,0,Abi2
DisGeNET,35,C0013080,Down Syndrome,,-2,6.6,3.8,30286,765,18,3,17,8.8,348|1471|5621,APOE|CST3|PRNP,0,Abi2
