_MEMBER_Npas2,_LogP_Npas2,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-4.147542648224608,R-HSA-112316,M1,1,0,Reactome Gene Sets,6,Neuronal System,,-4.147542648224608,6.894373983739838,5.98728953724251,30286,410,75,7,9.333333333333334,3.3590122004784324,1137|3737|3745|3787|3788|6506|9196,CHRNA4|KCNA2|KCNB1|KCNS1|KCNS2|SLC1A2|KCNAB3,-1.5191332812677774,0,1,0,0,-7.138220937042806,46.95503875968992,
1,-3.9112920542720513,GO:0043266,M1,1,0,GO Biological Processes,19,regulation of potassium ion transport,19_GO:0051179 localization,-3.9112920542720513,15.835816993464052,7.477992538926159,30286,102,75,4,5.333333333333333,2.594581247880253,3787|3788|5621|9196,KCNS1|KCNS2|PRNP|KCNAB3,-1.3321007099854023,0,1,0,0,-7.138220937042806,46.95503875968992,
1,-3.8825674382052098,GO:0006812,M1,1,0,GO Biological Processes,19,monoatomic cation transport,19_GO:0051179 localization,-3.8825674382052098,4.659384615384615,5.158958810668527,30286,780,75,9,12.0,3.752332607858744,1137|3737|3745|3787|3788|5027|6324|9196|57468,CHRNA4|KCNA2|KCNB1|KCNS1|KCNS2|P2RX7|SCN1B|KCNAB3|SLC12A5,-1.3294508151042324,0,1,0,0,-7.138220937042806,46.95503875968992,
1,-3.7806181449969993,GO:0043269,M1,1,0,GO Biological Processes,19,regulation of monoatomic ion transport,19_GO:0051179 localization,-3.7806181449969993,6.0142411347517735,5.458726366801167,30286,470,75,7,9.333333333333334,3.3590122004784324,3787|3788|5027|5621|6324|9196|56848,KCNS1|KCNS2|P2RX7|PRNP|SCN1B|KCNAB3|SPHK2,-1.2743600465718399,0,1,0,0,-7.138220937042806,46.95503875968992,
1,-3.7793761140313613,GO:0098662,M1,1,0,GO Biological Processes,19,inorganic cation transmembrane transport,19_GO:0051179 localization,-3.7793761140313613,5.12778835978836,5.216668988822172,30286,630,75,8,10.666666666666666,3.564433361024608,3737|3745|3787|3788|5027|6324|9196|57468,KCNA2|KCNB1|KCNS1|KCNS2|P2RX7|SCN1B|KCNAB3|SLC12A5,-1.2743600465718399,0,1,0,0,-7.138220937042806,46.95503875968992,
1,-3.7054533506267897,GO:0098655,M1,1,0,GO Biological Processes,19,monoatomic cation transmembrane transport,19_GO:0051179 localization,-3.7054533506267897,5.00078431372549,5.121346594784002,30286,646,75,8,10.666666666666666,3.564433361024608,3737|3745|3787|3788|5027|6324|9196|57468,KCNA2|KCNB1|KCNS1|KCNS2|P2RX7|SCN1B|KCNAB3|SLC12A5,-1.2169230700711957,0,1,0,0,-7.138220937042806,46.95503875968992,
1,-3.6471884784772706,GO:0032412,M1,1,0,GO Biological Processes,19,regulation of monoatomic ion transmembrane transporter activity,19_GO:0051179 localization,-3.6471884784772706,9.13604826546003,6.048405773656766,30286,221,75,5,6.666666666666667,2.8803291992923823,3787|3788|5621|6324|56848,KCNS1|KCNS2|PRNP|SCN1B|SPHK2,-1.1771416036156896,0,1,0,0,-7.138220937042806,46.95503875968992,
1,-3.5759319278808714,GO:0022898,M1,1,0,GO Biological Processes,19,regulation of transmembrane transporter activity,19_GO:0051179 localization,-3.5759319278808714,8.816885007278021,5.91616828448069,30286,229,75,5,6.666666666666667,2.8803291992923823,3787|3788|5621|6324|56848,KCNS1|KCNS2|PRNP|SCN1B|SPHK2,-1.111875416708478,0,1,0,0,-7.138220937042806,46.95503875968992,
1,-3.366196017600675,GO:0098660,M1,1,0,GO Biological Processes,19,inorganic ion transmembrane transport,19_GO:0051179 localization,-3.366196017600675,4.449733700642792,4.687740227300796,30286,726,75,8,10.666666666666666,3.564433361024608,3737|3745|3787|3788|5027|6324|9196|57468,KCNA2|KCNB1|KCNS1|KCNS2|P2RX7|SCN1B|KCNAB3|SLC12A5,-0.975500763058068,0,1,0,0,-7.138220937042806,46.95503875968992,
1,-3.323725394779402,GO:0032409,M1,1,0,GO Biological Processes,19,regulation of transporter activity,19_GO:0065007 biological regulation,-3.323725394779402,7.765641025641026,5.458945458291231,30286,260,75,5,6.666666666666667,2.8803291992923823,3787|3788|5621|6324|56848,KCNS1|KCNS2|PRNP|SCN1B|SPHK2,-0.9457360301314655,0,1,0,0,-7.138220937042806,46.95503875968992,
1,-2.5192792882738755,GO:2001257,M1,1,0,GO Biological Processes,19,regulation of cation channel activity,19_GO:0051179 localization,-2.5192792882738755,10.44344827586207,5.0773115808734754,30286,116,75,3,4.0,2.262741699796952,3787|3788|6324,KCNS1|KCNS2|SCN1B,-0.33633215406340466,0,1,0,0,-7.138220937042806,46.95503875968992,
1,-6.88639358037199,R-HSA-168255,M1,1,0,Reactome Gene Sets,6,Influenza Infection,,-6.88639358037199,18.004416135881105,10.643416621500938,30286,157,75,7,9.333333333333334,3.3590122004784324,811|6139|6154|6160|6193|6201|9883,CALR|RPL17|RPL26|RPL31|RPS5|RPS7|POM121,-2.9836766870335643,0,2,1,1,-6.88639358037199,25.77531914893617,
1,-5.940881232114505,R-HSA-168273,M1,1,0,Reactome Gene Sets,6,Influenza Viral RNA Transcription and Replication,,-5.940881232114505,17.81529411764706,9.792467395000314,30286,136,75,6,8.0,3.1326240331921946,6139|6154|6160|6193|6201|9883,RPL17|RPL26|RPL31|RPS5|RPS7|POM121,-2.312471865157674,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-5.771668096797221,CORUM:306,M1,1,0,CORUM,33,"Ribosome, cytoplasmic",,-5.771668096797221,25.238333333333333,10.815908596349619,30286,80,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.222439975888015,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-5.518006891548108,R-HSA-156902,M1,1,0,Reactome Gene Sets,6,Peptide chain elongation,,-5.518006891548108,22.434074074074072,10.146427204685954,30286,90,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.1766007176862288,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-5.518006891548108,R-HSA-192823,M1,1,0,Reactome Gene Sets,6,Viral mRNA Translation,,-5.518006891548108,22.434074074074072,10.146427204685954,30286,90,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.1766007176862288,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-5.4247988429314535,R-HSA-156842,M1,1,0,Reactome Gene Sets,6,Eukaryotic Translation Elongation,,-5.4247988429314535,21.479432624113475,9.908268711960737,30286,94,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.1766007176862288,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-5.4247988429314535,R-HSA-2408557,M1,1,0,Reactome Gene Sets,6,Selenocysteine synthesis,,-5.4247988429314535,21.479432624113475,9.908268711960737,30286,94,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.1766007176862288,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-5.4247988429314535,R-HSA-72764,M1,1,0,Reactome Gene Sets,6,Eukaryotic Translation Termination,,-5.4247988429314535,21.479432624113475,9.908268711960737,30286,94,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.1766007176862288,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-5.37975855408466,R-HSA-975956,M1,1,0,Reactome Gene Sets,6,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),,-5.37975855408466,21.031944444444445,9.794652609918503,30286,96,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.1663225350986473,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-5.250380556861344,R-HSA-72689,M1,1,0,Reactome Gene Sets,6,Formation of a pool of free 40S subunits,,-5.250380556861344,19.794771241830066,9.473503156526364,30286,102,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.1574976801389885,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-5.250380556861344,R-HSA-9633012,M1,1,0,Reactome Gene Sets,6,Response of EIF2AK4 (GCN2) to amino acid deficiency,,-5.250380556861344,19.794771241830066,9.473503156526364,30286,102,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.1574976801389885,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-5.07212360723474,R-HSA-422475,M1,1,0,Reactome Gene Sets,6,Axon guidance,,-5.07212360723474,6.6319708029197075,6.629131981628314,30286,548,75,9,12.0,3.752332607858744,5621|6139|6154|6160|6193|6201|6324|8482|8851,PRNP|RPL17|RPL26|RPL31|RPS5|RPS7|SCN1B|SEMA7A|CDK5R1,-2.069920303947462,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-5.05172969738127,R-HSA-156827,M1,1,0,Reactome Gene Sets,6,L13a-mediated translational silencing of Ceruloplasmin expression,,-5.05172969738127,18.027380952380952,8.995023269293062,30286,112,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.069920303947462,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-5.032909898478751,R-HSA-1799339,M1,1,0,Reactome Gene Sets,6,SRP-dependent cotranslational protein targeting to membrane,,-5.032909898478751,17.867846607669616,8.950586388344611,30286,113,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.069920303947462,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-5.032909898478751,R-HSA-72706,M1,1,0,Reactome Gene Sets,6,GTP hydrolysis and joining of the 60S ribosomal subunit,,-5.032909898478751,17.867846607669616,8.950586388344611,30286,113,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.069920303947462,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-4.9774958963657605,R-HSA-927802,M1,1,0,Reactome Gene Sets,6,Nonsense-Mediated Decay (NMD),,-4.9774958963657605,17.405747126436783,8.820622239320226,30286,116,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.069920303947462,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-4.9774958963657605,R-HSA-975957,M1,1,0,Reactome Gene Sets,6,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),,-4.9774958963657605,17.405747126436783,8.820622239320226,30286,116,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.069920303947462,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-4.923586673994204,R-HSA-2408522,M1,1,0,Reactome Gene Sets,6,Selenoamino acid metabolism,,-4.923586673994204,16.966946778711485,8.6954320766165,30286,119,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.069920303947462,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-4.9179148375276265,R-HSA-9675108,M1,1,0,Reactome Gene Sets,6,Nervous system development,,-4.9179148375276265,6.34261780104712,6.433096062856499,30286,573,75,9,12.0,3.752332607858744,5621|6139|6154|6160|6193|6201|6324|8482|8851,PRNP|RPL17|RPL26|RPL31|RPS5|RPS7|SCN1B|SEMA7A|CDK5R1,-2.069920303947462,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-4.905937981406039,R-HSA-72613,M1,1,0,Reactome Gene Sets,6,Eukaryotic Translation Initiation,,-4.905937981406039,16.825555555555557,8.654711485686683,30286,120,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.069920303947462,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-4.905937981406039,R-HSA-72737,M1,1,0,Reactome Gene Sets,6,Cap-dependent Translation Initiation,,-4.905937981406039,16.825555555555557,8.654711485686683,30286,120,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.069920303947462,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-4.78662325527532,GO:0002181,M1,1,0,GO Biological Processes,19,cytoplasmic translation,19_GO:0008152 metabolic process,-4.78662325527532,15.898162729658791,8.382778208867109,30286,127,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-1.9777578238603577,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-4.344490379140293,R-HSA-9711097,M1,1,0,Reactome Gene Sets,6,Cellular response to starvation,,-4.344490379140293,12.860297239915074,7.423605948626876,30286,157,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-1.6147598336636324,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-4.229938161446894,GO:0043604,M1,1,0,GO Biological Processes,19,amide biosynthetic process,19_GO:0008152 metabolic process,-4.229938161446894,5.960344403444035,5.805954907234634,30286,542,75,8,10.666666666666666,3.564433361024608,5027|6139|6154|6160|6193|6201|6506|94103,P2RX7|RPL17|RPL26|RPL31|RPS5|RPS7|SLC1A2|ORMDL3,-1.5460114666402318,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-4.180425538259594,hsa03010,M1,1,0,KEGG Pathway,24,Ribosome,,-4.180425538259594,11.87686274509804,7.0858398905032205,30286,170,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-1.5284321224549655,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-4.156392301956043,R-HSA-9010553,M1,1,0,Reactome Gene Sets,6,Regulation of expression of SLITs and ROBOs,,-4.156392301956043,11.73875968992248,7.0371368149037785,30286,172,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-1.5192090106917069,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-4.007202518308633,R-HSA-6791226,M1,1,0,Reactome Gene Sets,6,Major pathway of rRNA processing in the nucleolus and cytosol,,-4.007202518308633,10.913873873873873,6.739080777039625,30286,185,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-1.412216906838752,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-3.8999936010581546,R-HSA-8868773,M1,1,0,Reactome Gene Sets,6,rRNA processing in the nucleus and cytosol,,-3.8999936010581546,10.354188034188034,6.5293050784633255,30286,195,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-1.3294508151042324,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-3.878678936013438,CORUM:3055,M1,1,0,CORUM,33,Nop56p-associated pre-rRNA complex,,-3.878678936013438,15.531282051282052,7.396196911281867,30286,104,75,4,5.333333333333333,2.594581247880253,6139|6154|6160|6201,RPL17|RPL26|RPL31|RPS7,-1.3294508151042324,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-3.7986203667729663,R-HSA-72312,M1,1,0,Reactome Gene Sets,6,rRNA processing,,-3.7986203667729663,9.849105691056911,6.334204028778309,30286,205,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-1.277420969464004,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-3.665447119348518,R-HSA-376176,M1,1,0,Reactome Gene Sets,6,Signaling by ROBO receptors,,-3.665447119348518,9.219482496194825,6.082517313873518,30286,219,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-1.1840653579139098,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-3.660186380487684,CORUM:308,M1,1,0,CORUM,33,"60S ribosomal subunit, cytoplasmic",,-3.660186380487684,25.77531914893617,8.469277137396414,30286,47,75,3,4.0,2.262741699796952,6139|6154|6160,RPL17|RPL26|RPL31,-1.1840653579139098,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-3.54132684471361,hsa05171,M1,1,0,KEGG Pathway,24,Coronavirus disease - COVID-19,,-3.54132684471361,8.66552217453505,5.852449290576474,30286,233,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-1.0890087368124606,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-3.5188397506831097,R-HSA-71291,M1,1,0,Reactome Gene Sets,6,Metabolism of amino acids and derivatives,,-3.5188397506831097,6.601852861035423,5.379638127144596,30286,367,75,6,8.0,3.1326240331921946,6139|6154|6160|6193|6201|120103,RPL17|RPL26|RPL31|RPS5|RPS7|SLC36A4,-1.0779511045627421,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-3.363360881732299,GO:0006518,M1,1,0,GO Biological Processes,19,peptide metabolic process,19_GO:0008152 metabolic process,-3.363360881732299,5.130114942528736,4.87490140661301,30286,551,75,7,9.333333333333334,3.3590122004784324,1203|6139|6154|6160|6193|6201|6506,CLN5|RPL17|RPL26|RPL31|RPS5|RPS7|SLC1A2,-0.975500763058068,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-3.2044136625076316,GO:0043043,M1,1,0,GO Biological Processes,19,peptide biosynthetic process,19_GO:0008152 metabolic process,-3.2044136625076316,5.755059382422803,4.8952807429582785,30286,421,75,6,8.0,3.1326240331921946,6139|6154|6160|6193|6201|6506,RPL17|RPL26|RPL31|RPS5|RPS7|SLC1A2,-0.8455172397687173,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-3.096401679912523,R-HSA-72766,M1,1,0,Reactome Gene Sets,6,Translation,,-3.096401679912523,6.914611872146119,5.060137907027751,30286,292,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-0.7733282743556575,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-2.607090303610135,GO:1901796,M1,1,0,GO Biological Processes,19,regulation of signal transduction by p53 class mediator,19_GO:0050896 response to stimulus,-2.607090303610135,11.217037037037038,5.299726876087893,30286,108,75,3,4.0,2.262741699796952,6154|6201|8445,RPL26|RPS7|DYRK2,-0.39030064261653474,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-2.5359028190739115,GO:0006412,M1,1,0,GO Biological Processes,19,translation,19_GO:0008152 metabolic process,-2.5359028190739115,5.150680272108843,4.121280455597428,30286,392,75,5,6.666666666666667,2.8803291992923823,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-0.3452440149374688,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-2.1847998919124882,R-HSA-9694516,M1,1,0,Reactome Gene Sets,6,SARS-CoV-2 Infection,,-2.1847998919124882,5.402185061315496,3.811529191632582,30286,299,75,4,5.333333333333333,2.594581247880253,6193|6201|9672|9883,RPS5|RPS7|SDC3|POM121,-0.09732952764427874,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-2.03425364659848,R-HSA-8953854,M1,1,0,Reactome Gene Sets,6,Metabolism of RNA,,-2.03425364659848,3.337300275482094,3.176087627464427,30286,726,75,6,8.0,3.1326240331921946,6139|6154|6160|6193|6201|9883,RPL17|RPL26|RPL31|RPS5|RPS7|POM121,0.0,0,2,0,0,-6.88639358037199,25.77531914893617,
1,-6.833934803606751,GO:1903530,M1,1,0,GO Biological Processes,19,regulation of secretion by cell,19_GO:0051179 localization,-6.833934803606751,7.847962308598351,8.194209147408413,30286,566,75,11,14.666666666666666,4.085022326427042,406|1137|2850|3566|3737|3745|5027|9575|56848|130399|140775,BMAL1|CHRNA4|GPR27|IL4R|KCNA2|KCNB1|P2RX7|CLOCK|SPHK2|ACVR1C|SMCR8,-2.9836766870335643,0,3,1,1,-6.833934803606751,32.741621621621626,
1,-6.433879082061931,GO:0051046,M1,1,0,GO Biological Processes,19,regulation of secretion,19_GO:0051179 localization,-6.433879082061931,7.152893183038111,7.719068049963762,30286,621,75,11,14.666666666666666,4.085022326427042,406|1137|2850|3566|3737|3745|5027|9575|56848|130399|140775,BMAL1|CHRNA4|GPR27|IL4R|KCNA2|KCNB1|P2RX7|CLOCK|SPHK2|ACVR1C|SMCR8,-2.7085597020970438,0,3,0,0,-6.833934803606751,32.741621621621626,
1,-4.258068677323307,GO:0070201,M1,1,0,GO Biological Processes,19,regulation of establishment of protein localization,19_GO:0051179 localization,-4.258068677323307,6.015841092489137,5.84327863974943,30286,537,75,8,10.666666666666666,3.564433361024608,406|2850|3745|5027|5621|8851|9575|130399,BMAL1|GPR27|KCNB1|P2RX7|PRNP|CDK5R1|CLOCK|ACVR1C,-1.5581359221858047,0,3,0,0,-6.833934803606751,32.741621621621626,
1,-4.2520468378990675,GO:0050708,M1,1,0,GO Biological Processes,19,regulation of protein secretion,19_GO:0051179 localization,-4.2520468378990675,9.006988847583644,6.572394011243874,30286,269,75,6,8.0,3.1326240331921946,406|2850|3745|5027|9575|130399,BMAL1|GPR27|KCNB1|P2RX7|CLOCK|ACVR1C,-1.5581359221858047,0,3,0,0,-6.833934803606751,32.741621621621626,
1,-4.217054707924584,GO:0050796,M1,1,0,GO Biological Processes,19,regulation of insulin secretion,19_GO:0051179 localization,-4.217054707924584,12.090219560878243,7.160444383652944,30286,167,75,5,6.666666666666667,2.8803291992923823,406|2850|3745|9575|130399,BMAL1|GPR27|KCNB1|CLOCK|ACVR1C,-1.5428878504070782,0,3,0,0,-6.833934803606751,32.741621621621626,
