Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-72764,Eukaryotic Translation Termination,,-5.4,21,9.9,30286,94,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.2,Npas2
Reactome Gene Sets,6,R-HSA-2408557,Selenocysteine synthesis,,-5.4,21,9.9,30286,94,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.2,Npas2
Reactome Gene Sets,6,R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),,-5.4,21,9.8,30286,96,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.2,Npas2
GO Biological Processes,19,GO:0006813,potassium ion transport,19_GO:0051179 localization,-5.3,14,8.5,30286,176,75,6,8,3.1,3737|3745|3787|3788|9196|57468,KCNA2|KCNB1|KCNS1|KCNS2|KCNAB3|SLC12A5,-2.2,Npas2
Reactome Gene Sets,6,R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,,-5.3,20,9.5,30286,102,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.2,Npas2
Reactome Gene Sets,6,R-HSA-72689,Formation of a pool of free 40S subunits,,-5.3,20,9.5,30286,102,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.2,Npas2
Reactome Gene Sets,6,R-HSA-1296071,Potassium Channels,,-5.2,20,9.4,30286,103,75,5,6.7,2.9,3737|3745|3787|3788|9196,KCNA2|KCNB1|KCNS1|KCNS2|KCNAB3,-2.2,Npas2
GO Biological Processes,19,GO:0001508,action potential,19_GO:0065007 biological regulation,-5.2,20,9.4,30286,103,75,5,6.7,2.9,1137|3737|3745|6324|54112,CHRNA4|KCNA2|KCNB1|SCN1B|GPR88,-2.2,Npas2
Reactome Gene Sets,6,R-HSA-422475,Axon guidance,,-5.1,6.6,6.6,30286,548,75,9,12,3.8,5621|6139|6154|6160|6193|6201|6324|8482|8851,PRNP|RPL17|RPL26|RPL31|RPS5|RPS7|SCN1B|SEMA7A|CDK5R1,-2.1,Npas2
GO Biological Processes,19,GO:0051260,protein homooligomerization,19_GO:0009987 cellular process,-5.1,13,8,30286,193,75,6,8,3.1,3737|3745|3787|3788|5621|6506,KCNA2|KCNB1|KCNS1|KCNS2|PRNP|SLC1A2,-2.1,Npas2
Reactome Gene Sets,6,R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,,-5.1,18,9,30286,112,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.1,Npas2
Reactome Gene Sets,6,R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,,-5,18,9,30286,113,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.1,Npas2
Reactome Gene Sets,6,R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,,-5,18,9,30286,113,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.1,Npas2
Reactome Gene Sets,6,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),,-5,17,8.8,30286,116,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.1,Npas2
Reactome Gene Sets,6,R-HSA-927802,Nonsense-Mediated Decay (NMD),,-5,17,8.8,30286,116,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.1,Npas2
GO Biological Processes,19,GO:0051899,membrane depolarization,19_GO:0065007 biological regulation,-5,29,10,30286,55,75,4,5.3,2.6,1137|4297|5027|6324,CHRNA4|KMT2A|P2RX7|SCN1B,-2.1,Npas2
GO Biological Processes,19,GO:1904062,regulation of monoatomic cation transmembrane transport,19_GO:0051179 localization,-4.9,9.1,7.2,30286,309,75,7,9.3,3.4,3787|3788|5027|5621|6324|9196|56848,KCNS1|KCNS2|P2RX7|PRNP|SCN1B|KCNAB3|SPHK2,-2.1,Npas2
Reactome Gene Sets,6,R-HSA-2408522,Selenoamino acid metabolism,,-4.9,17,8.7,30286,119,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.1,Npas2
Reactome Gene Sets,6,R-HSA-9675108,Nervous system development,,-4.9,6.3,6.4,30286,573,75,9,12,3.8,5621|6139|6154|6160|6193|6201|6324|8482|8851,PRNP|RPL17|RPL26|RPL31|RPS5|RPS7|SCN1B|SEMA7A|CDK5R1,-2.1,Npas2
Reactome Gene Sets,6,R-HSA-72737,Cap-dependent Translation Initiation,,-4.9,17,8.7,30286,120,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.1,Npas2
Reactome Gene Sets,6,R-HSA-72613,Eukaryotic Translation Initiation,,-4.9,17,8.7,30286,120,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2.1,Npas2
GO Biological Processes,19,GO:0042391,regulation of membrane potential,19_GO:0065007 biological regulation,-4.8,7.2,6.6,30286,446,75,8,11,3.6,1137|3737|3745|4297|5027|6324|11334|54112,CHRNA4|KCNA2|KCNB1|KMT2A|P2RX7|SCN1B|TUSC2|GPR88,-2,Npas2
GO Biological Processes,19,GO:0002181,cytoplasmic translation,19_GO:0008152 metabolic process,-4.8,16,8.4,30286,127,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-2,Npas2
GO Biological Processes,19,GO:0034765,regulation of monoatomic ion transmembrane transport,19_GO:0051179 localization,-4.6,8.1,6.6,30286,349,75,7,9.3,3.4,3787|3788|5027|5621|6324|9196|56848,KCNS1|KCNS2|P2RX7|PRNP|SCN1B|KCNAB3|SPHK2,-1.8,Npas2
GO Biological Processes,19,GO:0030001,metal ion transport,19_GO:0051179 localization,-4.6,5.7,6,30286,634,75,9,12,3.8,1137|3737|3745|3787|3788|5027|6324|9196|57468,CHRNA4|KCNA2|KCNB1|KCNS1|KCNS2|P2RX7|SCN1B|KCNAB3|SLC12A5,-1.8,Npas2
GO Biological Processes,19,GO:0034762,regulation of transmembrane transport,19_GO:0051179 localization,-4.5,6.6,6.2,30286,489,75,8,11,3.6,3787|3788|5027|5621|6324|6506|9196|56848,KCNS1|KCNS2|P2RX7|PRNP|SCN1B|SLC1A2|KCNAB3|SPHK2,-1.8,Npas2
GO Biological Processes,19,GO:0051259,protein complex oligomerization,19_GO:0009987 cellular process,-4.4,9.5,6.8,30286,254,75,6,8,3.1,3737|3745|3787|3788|5621|6506,KCNA2|KCNB1|KCNS1|KCNS2|PRNP|SLC1A2,-1.6,Npas2
Reactome Gene Sets,6,R-HSA-9711097,Cellular response to starvation,,-4.3,13,7.4,30286,157,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-1.6,Npas2
GO Biological Processes,19,GO:0034248,regulation of amide metabolic process,19_GO:0008152 metabolic process,-4.3,6.2,6,30286,522,75,8,11,3.6,811|5621|6154|8507|10140|56848|84919|94103,CALR|PRNP|RPL26|ENC1|TOB1|SPHK2|PPP1R15B|ORMDL3,-1.6,Npas2
GO Biological Processes,19,GO:0090314,positive regulation of protein targeting to membrane,19_GO:0051179 localization,-4.3,43,11,30286,28,75,3,4,2.3,3745|5621|8851,KCNB1|PRNP|CDK5R1,-1.6,Npas2
GO Biological Processes,19,GO:0070201,regulation of establishment of protein localization,19_GO:0051179 localization,-4.3,6,5.8,30286,537,75,8,11,3.6,406|2850|3745|5027|5621|8851|9575|130399,BMAL1|GPR27|KCNB1|P2RX7|PRNP|CDK5R1|CLOCK|ACVR1C,-1.6,Npas2
GO Biological Processes,19,GO:0010959,regulation of metal ion transport,19_GO:0051179 localization,-4.3,7.2,6.1,30286,394,75,7,9.3,3.4,3787|3788|5027|5621|6324|9196|56848,KCNS1|KCNS2|P2RX7|PRNP|SCN1B|KCNAB3|SPHK2,-1.6,Npas2
GO Biological Processes,19,GO:0050708,regulation of protein secretion,19_GO:0051179 localization,-4.3,9,6.6,30286,269,75,6,8,3.1,406|2850|3745|5027|9575|130399,BMAL1|GPR27|KCNB1|P2RX7|CLOCK|ACVR1C,-1.6,Npas2
GO Biological Processes,19,GO:0043604,amide biosynthetic process,19_GO:0008152 metabolic process,-4.2,6,5.8,30286,542,75,8,11,3.6,5027|6139|6154|6160|6193|6201|6506|94103,P2RX7|RPL17|RPL26|RPL31|RPS5|RPS7|SLC1A2|ORMDL3,-1.5,Npas2
GO Biological Processes,19,GO:0050796,regulation of insulin secretion,19_GO:0051179 localization,-4.2,12,7.2,30286,167,75,5,6.7,2.9,406|2850|3745|9575|130399,BMAL1|GPR27|KCNB1|CLOCK|ACVR1C,-1.5,Npas2
GO Biological Processes,19,GO:1901379,regulation of potassium ion transmembrane transport,19_GO:0051179 localization,-4.2,19,8.2,30286,86,75,4,5.3,2.6,3787|3788|5621|9196,KCNS1|KCNS2|PRNP|KCNAB3,-1.5,Npas2
KEGG Pathway,24,hsa03010,Ribosome,,-4.2,12,7.1,30286,170,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-1.5,Npas2
GO Biological Processes,19,GO:0043065,positive regulation of apoptotic process,19_GO:0048518 positive regulation of biological process,-4.2,5.9,5.7,30286,552,75,8,11,3.6,5027|5621|5654|6154|6201|8851|56848|130399,P2RX7|PRNP|HTRA1|RPL26|RPS7|CDK5R1|SPHK2|ACVR1C,-1.5,Npas2
Reactome Gene Sets,6,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,,-4.2,12,7,30286,172,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-1.5,Npas2
Reactome Gene Sets,6,R-HSA-112316,Neuronal System,,-4.1,6.9,6,30286,410,75,7,9.3,3.4,1137|3737|3745|3787|3788|6506|9196,CHRNA4|KCNA2|KCNB1|KCNS1|KCNS2|SLC1A2|KCNAB3,-1.5,Npas2
GO Biological Processes,19,GO:0090313,regulation of protein targeting to membrane,19_GO:0051179 localization,-4.1,36,10,30286,34,75,3,4,2.3,3745|5621|8851,KCNB1|PRNP|CDK5R1,-1.5,Npas2
GO Biological Processes,19,GO:0043068,positive regulation of programmed cell death,19_GO:0048518 positive regulation of biological process,-4.1,5.6,5.6,30286,574,75,8,11,3.6,5027|5621|5654|6154|6201|8851|56848|130399,P2RX7|PRNP|HTRA1|RPL26|RPS7|CDK5R1|SPHK2|ACVR1C,-1.4,Npas2
GO Biological Processes,19,GO:0051952,regulation of amine transport,19_GO:0051179 localization,-4,17,7.8,30286,94,75,4,5.3,2.6,1137|3737|3745|5027,CHRNA4|KCNA2|KCNB1|P2RX7,-1.4,Npas2
Reactome Gene Sets,6,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,,-4,11,6.7,30286,185,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-1.4,Npas2
GO Biological Processes,19,GO:0033144,negative regulation of intracellular steroid hormone receptor signaling pathway,19_GO:0048519 negative regulation of biological process,-4,33,9.6,30286,37,75,3,4,2.3,406|811|9575,BMAL1|CALR|CLOCK,-1.4,Npas2
GO Biological Processes,19,GO:0043266,regulation of potassium ion transport,19_GO:0051179 localization,-3.9,16,7.5,30286,102,75,4,5.3,2.6,3787|3788|5621|9196,KCNS1|KCNS2|PRNP|KCNAB3,-1.3,Npas2
Reactome Gene Sets,6,R-HSA-8868773,rRNA processing in the nucleus and cytosol,,-3.9,10,6.5,30286,195,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-1.3,Npas2
GO Biological Processes,19,GO:0006812,monoatomic cation transport,19_GO:0051179 localization,-3.9,4.7,5.2,30286,780,75,9,12,3.8,1137|3737|3745|3787|3788|5027|6324|9196|57468,CHRNA4|KCNA2|KCNB1|KCNS1|KCNS2|P2RX7|SCN1B|KCNAB3|SLC12A5,-1.3,Npas2
GO Biological Processes,19,GO:0090276,regulation of peptide hormone secretion,19_GO:0051179 localization,-3.9,10,6.5,30286,197,75,5,6.7,2.9,406|2850|3745|9575|130399,BMAL1|GPR27|KCNB1|CLOCK|ACVR1C,-1.3,Npas2
CORUM,33,CORUM:3055,Nop56p-associated pre-rRNA complex,,-3.9,16,7.4,30286,104,75,4,5.3,2.6,6139|6154|6160|6201,RPL17|RPL26|RPL31|RPS7,-1.3,Npas2
Hallmark Gene Sets,23,M5932,HALLMARK INFLAMMATORY RESPONSE,,-3.8,10,6.4,30286,200,75,5,6.7,2.9,3566|5027|6324|6506|10125,IL4R|P2RX7|SCN1B|SLC1A2|RASGRP1,-1.3,Npas2
GO Biological Processes,19,GO:0002791,regulation of peptide secretion,19_GO:0051179 localization,-3.8,10,6.4,30286,200,75,5,6.7,2.9,406|2850|3745|9575|130399,BMAL1|GPR27|KCNB1|CLOCK|ACVR1C,-1.3,Npas2
GO Biological Processes,19,GO:0090087,regulation of peptide transport,19_GO:0051179 localization,-3.8,10,6.4,30286,202,75,5,6.7,2.9,406|2850|3745|9575|130399,BMAL1|GPR27|KCNB1|CLOCK|ACVR1C,-1.3,Npas2
Reactome Gene Sets,6,R-HSA-72312,rRNA processing,,-3.8,9.8,6.3,30286,205,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-1.3,Npas2
GO Biological Processes,19,GO:0043269,regulation of monoatomic ion transport,19_GO:0051179 localization,-3.8,6,5.5,30286,470,75,7,9.3,3.4,3787|3788|5027|5621|6324|9196|56848,KCNS1|KCNS2|P2RX7|PRNP|SCN1B|KCNAB3|SPHK2,-1.3,Npas2
GO Biological Processes,19,GO:0098662,inorganic cation transmembrane transport,19_GO:0051179 localization,-3.8,5.1,5.2,30286,630,75,8,11,3.6,3737|3745|3787|3788|5027|6324|9196|57468,KCNA2|KCNB1|KCNS1|KCNS2|P2RX7|SCN1B|KCNAB3|SLC12A5,-1.3,Npas2
GO Biological Processes,19,GO:1903307,positive regulation of regulated secretory pathway,19_GO:0051179 localization,-3.8,28,8.9,30286,43,75,3,4,2.3,3566|3745|56848,IL4R|KCNB1|SPHK2,-1.3,Npas2
GO Biological Processes,19,GO:0046649,lymphocyte activation,19_GO:0002376 immune system process,-3.7,5.9,5.4,30286,478,75,7,9.3,3.4,1137|3566|4297|5027|9759|10125|11334,CHRNA4|IL4R|KMT2A|P2RX7|HDAC4|RASGRP1|TUSC2,-1.2,Npas2
GO Biological Processes,19,GO:0098655,monoatomic cation transmembrane transport,19_GO:0051179 localization,-3.7,5,5.1,30286,646,75,8,11,3.6,3737|3745|3787|3788|5027|6324|9196|57468,KCNA2|KCNB1|KCNS1|KCNS2|P2RX7|SCN1B|KCNAB3|SLC12A5,-1.2,Npas2
Reactome Gene Sets,6,R-HSA-376176,Signaling by ROBO receptors,,-3.7,9.2,6.1,30286,219,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-1.2,Npas2
CORUM,33,CORUM:308,"60S ribosomal subunit, cytoplasmic",,-3.7,26,8.5,30286,47,75,3,4,2.3,6139|6154|6160,RPL17|RPL26|RPL31,-1.2,Npas2
GO Biological Processes,19,GO:0032412,regulation of monoatomic ion transmembrane transporter activity,19_GO:0051179 localization,-3.6,9.1,6,30286,221,75,5,6.7,2.9,3787|3788|5621|6324|56848,KCNS1|KCNS2|PRNP|SCN1B|SPHK2,-1.2,Npas2
GO Biological Processes,19,GO:0022898,regulation of transmembrane transporter activity,19_GO:0051179 localization,-3.6,8.8,5.9,30286,229,75,5,6.7,2.9,3787|3788|5621|6324|56848,KCNS1|KCNS2|PRNP|SCN1B|SPHK2,-1.1,Npas2
GO Biological Processes,19,GO:0010038,response to metal ion,19_GO:0050896 response to stimulus,-3.6,6.7,5.4,30286,360,75,6,8,3.1,682|811|3745|4297|5027|5621,BSG|CALR|KCNB1|KMT2A|P2RX7|PRNP,-1.1,Npas2
KEGG Pathway,24,hsa05171,Coronavirus disease - COVID-19,,-3.5,8.7,5.9,30286,233,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-1.1,Npas2
GO Biological Processes,19,GO:0034249,negative regulation of amide metabolic process,19_GO:0048519 negative regulation of biological process,-3.5,8.6,5.8,30286,234,75,5,6.7,2.9,811|5621|8507|10140|94103,CALR|PRNP|ENC1|TOB1|ORMDL3,-1.1,Npas2
Reactome Gene Sets,6,R-HSA-71291,Metabolism of amino acids and derivatives,,-3.5,6.6,5.4,30286,367,75,6,8,3.1,6139|6154|6160|6193|6201|120103,RPL17|RPL26|RPL31|RPS5|RPS7|SLC36A4,-1.1,Npas2
GO Biological Processes,19,GO:0050433,regulation of catecholamine secretion,19_GO:0051179 localization,-3.5,23,7.9,30286,53,75,3,4,2.3,1137|3737|3745,CHRNA4|KCNA2|KCNB1,-1.1,Npas2
GO Biological Processes,19,GO:0010035,response to inorganic substance,19_GO:0050896 response to stimulus,-3.5,5.4,5,30286,527,75,7,9.3,3.4,682|811|3745|4297|5027|5621|84919,BSG|CALR|KCNB1|KMT2A|P2RX7|PRNP|PPP1R15B,-1,Npas2
GO Biological Processes,19,GO:0002702,positive regulation of production of molecular mediator of immune response,19_GO:0002376 immune system process,-3.5,12,6.4,30286,134,75,4,5.3,2.6,3566|5027|8482|56848,IL4R|P2RX7|SEMA7A|SPHK2,-1,Npas2
Reactome Gene Sets,6,R-HSA-1638091,Heparan sulfate/heparin (HS-GAG) metabolism,,-3.4,21,7.6,30286,57,75,3,4,2.3,9672|9951|126792,SDC3|HS3ST4|B3GALT6,-0.99,Npas2
Reactome Gene Sets,6,R-HSA-1474228,Degradation of the extracellular matrix,,-3.4,12,6.2,30286,140,75,4,5.3,2.6,682|1301|5654|80274,BSG|COL11A1|HTRA1|SCUBE1,-0.98,Npas2
GO Biological Processes,19,GO:0043467,regulation of generation of precursor metabolites and energy,19_GO:0008152 metabolic process,-3.4,12,6.2,30286,140,75,4,5.3,2.6,5027|8445|9759|56848,P2RX7|DYRK2|HDAC4|SPHK2,-0.98,Npas2
GO Biological Processes,19,GO:0046883,regulation of hormone secretion,19_GO:0051179 localization,-3.4,7.9,5.5,30286,254,75,5,6.7,2.9,406|2850|3745|9575|130399,BMAL1|GPR27|KCNB1|CLOCK|ACVR1C,-0.98,Npas2
GO Biological Processes,19,GO:0019226,transmission of nerve impulse,19_GO:0032501 multicellular organismal process,-3.4,21,7.5,30286,59,75,3,4,2.3,3737|6324|54112,KCNA2|SCN1B|GPR88,-0.98,Npas2
GO Biological Processes,19,GO:0098660,inorganic ion transmembrane transport,19_GO:0051179 localization,-3.4,4.4,4.7,30286,726,75,8,11,3.6,3737|3745|3787|3788|5027|6324|9196|57468,KCNA2|KCNB1|KCNS1|KCNS2|P2RX7|SCN1B|KCNAB3|SLC12A5,-0.98,Npas2
GO Biological Processes,19,GO:0006518,peptide metabolic process,19_GO:0008152 metabolic process,-3.4,5.1,4.9,30286,551,75,7,9.3,3.4,1203|6139|6154|6160|6193|6201|6506,CLN5|RPL17|RPL26|RPL31|RPS5|RPS7|SLC1A2,-0.98,Npas2
GO Biological Processes,19,GO:0002699,positive regulation of immune effector process,19_GO:0002376 immune system process,-3.3,7.9,5.5,30286,257,75,5,6.7,2.9,3566|5027|8482|10125|56848,IL4R|P2RX7|SEMA7A|RASGRP1|SPHK2,-0.96,Npas2
GO Biological Processes,19,GO:0032409,regulation of transporter activity,19_GO:0065007 biological regulation,-3.3,7.8,5.5,30286,260,75,5,6.7,2.9,3787|3788|5621|6324|56848,KCNS1|KCNS2|PRNP|SCN1B|SPHK2,-0.95,Npas2
GO Biological Processes,19,GO:0006954,inflammatory response,19_GO:0050896 response to stimulus,-3.3,5,4.8,30286,563,75,7,9.3,3.4,3566|5027|8482|9759|10125|11334|80274,IL4R|P2RX7|SEMA7A|HDAC4|RASGRP1|TUSC2|SCUBE1,-0.93,Npas2
GO Biological Processes,19,GO:0019233,sensory perception of pain,19_GO:0032501 multicellular organismal process,-3.2,19,7.1,30286,65,75,3,4,2.3,1137|3737|5027,CHRNA4|KCNA2|P2RX7,-0.88,Npas2
KEGG Pathway,24,hsa04148,Efferocytosis,,-3.2,10,5.8,30286,156,75,4,5.3,2.6,682|811|1850|56848,BSG|CALR|DUSP8|SPHK2,-0.85,Npas2
GO Biological Processes,19,GO:0043043,peptide biosynthetic process,19_GO:0008152 metabolic process,-3.2,5.8,4.9,30286,421,75,6,8,3.1,6139|6154|6160|6193|6201|6506,RPL17|RPL26|RPL31|RPS5|RPS7|SLC1A2,-0.85,Npas2
GO Biological Processes,19,GO:1902532,negative regulation of intracellular signal transduction,19_GO:0048519 negative regulation of biological process,-3.2,4.8,4.6,30286,591,75,7,9.3,3.4,406|1850|5027|5621|8445|10252|10846,BMAL1|DUSP8|P2RX7|PRNP|DYRK2|SPRY1|PDE10A,-0.83,Npas2
GO Biological Processes,19,GO:0032922,circadian regulation of gene expression,19_GO:0048511 rhythmic process,-3.1,17,6.8,30286,70,75,3,4,2.3,406|4297|9575,BMAL1|KMT2A|CLOCK,-0.8,Npas2
GO Biological Processes,19,GO:0045321,leukocyte activation,19_GO:0002376 immune system process,-3.1,4.7,4.6,30286,601,75,7,9.3,3.4,1137|3566|4297|5027|9759|10125|11334,CHRNA4|IL4R|KMT2A|P2RX7|HDAC4|RASGRP1|TUSC2,-0.8,Npas2
GO Biological Processes,19,GO:1903532,positive regulation of secretion by cell,19_GO:0051179 localization,-3.1,7,5.1,30286,288,75,5,6.7,2.9,2850|3566|3745|5027|56848,GPR27|IL4R|KCNB1|P2RX7|SPHK2,-0.78,Npas2
GO Biological Processes,19,GO:1903578,regulation of ATP metabolic process,19_GO:0008152 metabolic process,-3.1,17,6.7,30286,72,75,3,4,2.3,5027|9759|56848,P2RX7|HDAC4|SPHK2,-0.78,Npas2
GO Biological Processes,19,GO:0051223,regulation of protein transport,19_GO:0051179 localization,-3.1,5.5,4.7,30286,440,75,6,8,3.1,406|2850|3745|5027|9575|130399,BMAL1|GPR27|KCNB1|P2RX7|CLOCK|ACVR1C,-0.77,Npas2
Reactome Gene Sets,6,R-HSA-72766,Translation,,-3.1,6.9,5.1,30286,292,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-0.77,Npas2
GO Biological Processes,19,GO:0033143,regulation of intracellular steroid hormone receptor signaling pathway,19_GO:0050896 response to stimulus,-3.1,17,6.6,30286,73,75,3,4,2.3,406|811|9575,BMAL1|CALR|CLOCK,-0.77,Npas2
GO Biological Processes,19,GO:0007610,behavior,19_GO:0032501 multicellular organismal process,-3.1,4.6,4.5,30286,619,75,7,9.3,3.4,1137|4297|5621|6506|54112|57468|94103,CHRNA4|KMT2A|PRNP|SLC1A2|GPR88|SLC12A5|ORMDL3,-0.75,Npas2
Reactome Gene Sets,6,R-HSA-1474244,Extracellular matrix organization,,-3,6.7,5,30286,300,75,5,6.7,2.9,682|1301|5654|9672|80274,BSG|COL11A1|HTRA1|SDC3|SCUBE1,-0.73,Npas2
GO Biological Processes,19,GO:0045921,positive regulation of exocytosis,19_GO:0051179 localization,-3,16,6.4,30286,77,75,3,4,2.3,3566|3745|56848,IL4R|KCNB1|SPHK2,-0.72,Npas2
GO Biological Processes,19,GO:1903533,regulation of protein targeting,19_GO:0051179 localization,-3,15,6.4,30286,79,75,3,4,2.3,3745|5621|8851,KCNB1|PRNP|CDK5R1,-0.69,Npas2
GO Biological Processes,19,GO:0051047,positive regulation of secretion,19_GO:0051179 localization,-3,6.5,4.8,30286,312,75,5,6.7,2.9,2850|3566|3745|5027|56848,GPR27|IL4R|KCNB1|P2RX7|SPHK2,-0.67,Npas2
GO Biological Processes,19,GO:0002720,positive regulation of cytokine production involved in immune response,19_GO:0002376 immune system process,-3,15,6.3,30286,81,75,3,4,2.3,5027|8482|56848,P2RX7|SEMA7A|SPHK2,-0.67,Npas2
GO Biological Processes,19,GO:0009416,response to light stimulus,19_GO:0050896 response to stimulus,-2.9,6.4,4.8,30286,315,75,5,6.7,2.9,4297|6154|6506|9575|54112,KMT2A|RPL26|SLC1A2|CLOCK|GPR88,-0.66,Npas2
