Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Cell Type Signatures,7,M39064,MANNO MIDBRAIN NEUROTYPES HNBML1,,-2.6,11,5.2,30286,328,26,3,12,6.3,55534|80274|147381,MAML3|SCUBE1|CBLN2,0,Hdac4
DisGeNET,35,C4551686,Malignant neoplasm of soft tissue,,-2.6,6.7,4.4,30286,699,26,4,15,7.1,801|1490|4297|55534,CALM1|CCN2|KMT2A|MAML3,0,Hdac4
DisGeNET,35,C0085281,Addictive Behavior,,-2.6,11,5.1,30286,332,26,3,12,6.3,801|1129|4297,CALM1|CHRM2|KMT2A,0,Hdac4
DisGeNET,35,C1333015,Childhood Kidney Wilms Tumor,,-2.5,10,5.1,30286,338,26,3,12,6.3,1490|4297|4747,CCN2|KMT2A|NEFL,0,Hdac4
DisGeNET,35,C0006111,Brain Diseases,,-2.5,10,5,30286,345,26,3,12,6.3,4692|4747|5621,NDN|NEFL|PRNP,0,Hdac4
DisGeNET,35,C0031117,Peripheral Neuropathy,,-2.5,10,4.9,30286,351,26,3,12,6.3,1490|4747|5621,CCN2|NEFL|PRNP,0,Hdac4
DisGeNET,35,C0014556,"Epilepsy, Temporal Lobe",,-2.5,9.9,4.9,30286,354,26,3,12,6.3,5621|6324|10846,PRNP|SCN1B|PDE10A,0,Hdac4
DisGeNET,35,C0007786,Brain Ischemia,,-2.5,9.8,4.9,30286,358,26,3,12,6.3,4297|5621|7529,KMT2A|PRNP|YWHAB,0,Hdac4
DisGeNET,35,C0236734,Caffeine related disorders,,-2.5,9.7,4.9,30286,359,26,3,12,6.3,1490|5621|7529,CCN2|PRNP|YWHAB,0,Hdac4
DisGeNET,35,C0851578,Sleep Disorders,,-2.5,9.7,4.9,30286,359,26,3,12,6.3,406|4297|5621,BMAL1|KMT2A|PRNP,0,Hdac4
DisGeNET,35,C0026650,Movement Disorders,,-2.4,9.7,4.9,30286,362,26,3,12,6.3,4297|5621|10846,KMT2A|PRNP|PDE10A,0,Hdac4
Cell Type Signatures,7,M39057,MANNO MIDBRAIN NEUROTYPES HRGL1,,-2.4,9.6,4.8,30286,364,26,3,12,6.3,1490|5999|23576,CCN2|RGS4|DDAH1,0,Hdac4
DisGeNET,35,C0151744,Myocardial Ischemia,,-2.4,6.2,4.2,30286,756,26,4,15,7.1,406|1490|4297|23576,BMAL1|CCN2|KMT2A|DDAH1,0,Hdac4
DisGeNET,35,C0409959,"Osteoarthritis, Knee",,-2.4,9.5,4.8,30286,368,26,3,12,6.3,801|1490|5621,CALM1|CCN2|PRNP,0,Hdac4
DisGeNET,35,C0155877,Allergic asthma,,-2.4,9.4,4.8,30286,371,26,3,12,6.3,406|1129|94032,BMAL1|CHRM2|CAMK2N2,0,Hdac4
Cell Type Signatures,7,M39209,HAY BONE MARROW STROMAL,,-2.4,6.1,4.2,30286,765,26,4,15,7.1,1490|4692|80274|147381,CCN2|NDN|SCUBE1|CBLN2,0,Hdac4
DisGeNET,35,C0242422,Parkinsonian Disorders,,-2.4,9.4,4.8,30286,373,26,3,12,6.3,4747|5621|10846,NEFL|PRNP|PDE10A,0,Hdac4
DisGeNET,35,C0017601,Glaucoma,,-2.4,6.1,4.2,30286,769,26,4,15,7.1,1490|4297|4747|5621,CCN2|KMT2A|NEFL|PRNP,0,Hdac4
DisGeNET,35,C3203102,Idiopathic pulmonary arterial hypertension,,-2.4,6,4.1,30286,776,26,4,15,7.1,1490|7529|23576|147381,CCN2|YWHAB|DDAH1|CBLN2,0,Hdac4
DisGeNET,35,C1854301,Motor delay,,-2.4,9.1,4.7,30286,384,26,3,12,6.3,4692|4747|10846,NDN|NEFL|PDE10A,0,Hdac4
DisGeNET,35,C0008479,Chondrosarcoma,,-2.4,9.1,4.7,30286,385,26,3,12,6.3,1490|4297|5621,CCN2|KMT2A|PRNP,0,Hdac4
DisGeNET,35,C0011168,Deglutition Disorders,,-2.4,9,4.6,30286,389,26,3,12,6.3,1490|4297|5621,CCN2|KMT2A|PRNP,0,Hdac4
Cell Type Signatures,7,M39073,MANNO MIDBRAIN NEUROTYPES HOMTN,,-2.4,9,4.6,30286,389,26,3,12,6.3,1129|4747|5522,CHRM2|NEFL|PPP2R2C,0,Hdac4
DisGeNET,35,C0520947,Clumsiness - motor delay,,-2.3,8.9,4.6,30286,393,26,3,12,6.3,4692|4747|10846,NDN|NEFL|PDE10A,0,Hdac4
DisGeNET,35,C1531647,Cerebral ventriculomegaly,,-2.3,8.5,4.5,30286,410,26,3,12,6.3,4297|4692|5621,KMT2A|NDN|PRNP,0,Hdac4
DisGeNET,35,C3278923,Dilated ventricles (finding),,-2.2,8.2,4.4,30286,427,26,3,12,6.3,4297|4692|5621,KMT2A|NDN|PRNP,0,Hdac4
DisGeNET,35,C0007758,Cerebellar Ataxia,,-2.2,7.9,4.3,30286,440,26,3,12,6.3,801|4747|5621,CALM1|NEFL|PRNP,0,Hdac4
DisGeNET,35,C0017168,Gastroesophageal reflux disease,,-2.2,7.8,4.3,30286,446,26,3,12,6.3,1490|4297|55534,CCN2|KMT2A|MAML3,0,Hdac4
DisGeNET,35,C0520679,"Sleep Apnea, Obstructive",,-2.1,7.3,4.1,30286,480,26,3,12,6.3,406|801|4297,BMAL1|CALM1|KMT2A,0,Hdac4
DisGeNET,35,C0442874,Neuropathy,,-2.1,7.2,4,30286,483,26,3,12,6.3,1490|4747|5621,CCN2|NEFL|PRNP,0,Hdac4
DisGeNET,35,C0027092,Myopia,,-2.1,7.1,4,30286,490,26,3,12,6.3,406|1129|4297,BMAL1|CHRM2|KMT2A,0,Hdac4
Cell Type Signatures,7,M39067,MANNO MIDBRAIN NEUROTYPES HDA,,-2,6.9,3.9,30286,506,26,3,12,6.3,9951|57469|147381,HS3ST4|PNMA8B|CBLN2,0,Hdac4
DisGeNET,35,C0428883,Diastolic blood pressure,,-2,6.9,3.9,30286,507,26,3,12,6.3,406|10846|55534,BMAL1|PDE10A|MAML3,0,Hdac4
DisGeNET,35,C0234985,Mental deterioration,,-2,6.9,3.9,30286,508,26,3,12,6.3,4747|5621|10846,NEFL|PRNP|PDE10A,0,Hdac4
DisGeNET,35,C0011853,"Diabetes Mellitus, Experimental",,-2,6.7,3.8,30286,522,26,3,12,6.3,406|1129|1490,BMAL1|CHRM2|CCN2,0,Hdac4
