Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
Kansl1l,Reactome Gene Sets,6,R-HSA-8982491,Glycogen metabolism,,-7,90,19,30286,27,50,4,8,3.8,801|805|808|7314,CALM1|CALM2|CALM3|UBB,-4.1
Kansl1l,Reactome Gene Sets,6,R-HSA-9648002,RAS processing,,-7,90,19,30286,27,50,4,8,3.8,801|805|808|7314,CALM1|CALM2|CALM3|UBB,-4.1
Kansl1l,Reactome Gene Sets,6,R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane,,-6.9,42,14,30286,72,50,5,10,4.2,801|805|808|7529|7534,CALM1|CALM2|CALM3|YWHAB|YWHAZ,-4.1
Kansl1l,GO Biological Processes,19,GO:0010922,positive regulation of phosphatase activity,19_GO:0048518 positive regulation of biological process,-6.9,87,18,30286,28,50,4,8,3.8,801|805|808|3326,CALM1|CALM2|CALM3|HSP90AB1,-4.1
Kansl1l,Reactome Gene Sets,6,R-HSA-5621481,C-type lectin receptors (CLRs),,-6.9,25,12,30286,143,50,6,12,4.6,801|805|808|4067|6500|7314,CALM1|CALM2|CALM3|LYN|SKP1|UBB,-4.1
Kansl1l,Reactome Gene Sets,6,R-HSA-9824439,Bacterial Infection Pathways,,-6.9,41,14,30286,73,50,5,10,4.2,801|805|808|3326|7314,CALM1|CALM2|CALM3|HSP90AB1|UBB,-4.1
Kansl1l,Reactome Gene Sets,6,R-HSA-442742,CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,,-6.8,84,18,30286,29,50,4,8,3.8,801|805|808|4747,CALM1|CALM2|CALM3|NEFL,-4
Kansl1l,Reactome Gene Sets,6,R-HSA-5339562,Uptake and actions of bacterial toxins,,-6.7,78,17,30286,31,50,4,8,3.8,801|805|808|3326,CALM1|CALM2|CALM3|HSP90AB1,-4
Kansl1l,GO Biological Processes,19,GO:0035304,regulation of protein dephosphorylation,19_GO:0008152 metabolic process,-6.7,38,14,30286,79,50,5,10,4.2,801|805|808|3326|7529,CALM1|CALM2|CALM3|HSP90AB1|YWHAB,-4
Kansl1l,Reactome Gene Sets,6,R-HSA-438064,Post NMDA receptor activation events,,-6.7,38,13,30286,80,50,5,10,4.2,801|805|808|4747|4900,CALM1|CALM2|CALM3|NEFL|NRGN,-4
Kansl1l,Reactome Gene Sets,6,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,,-6.6,76,17,30286,32,50,4,8,3.8,801|805|808|4067,CALM1|CALM2|CALM3|LYN,-4
Kansl1l,GO Biological Processes,19,GO:0060316,positive regulation of ryanodine-sensitive calcium-release channel activity,19_GO:0042592 homeostatic process,-6.6,2.3e+02,26,30286,8,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-4
Kansl1l,GO Biological Processes,19,GO:0051342,regulation of cyclic-nucleotide phosphodiesterase activity,19_GO:0065007 biological regulation,-6.6,2.3e+02,26,30286,8,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-4
Kansl1l,Reactome Gene Sets,6,R-HSA-76002,"Platelet activation, signaling and aggregation",,-6.6,16,10,30286,263,50,7,14,4.9,226|801|805|808|4067|7534|64805,ALDOA|CALM1|CALM2|CALM3|LYN|YWHAZ|P2RY12,-4
Kansl1l,Reactome Gene Sets,6,R-HSA-2871809,FCERI mediated Ca+2 mobilization,,-6.6,73,17,30286,33,50,4,8,3.8,801|805|808|4067,CALM1|CALM2|CALM3|LYN,-4
Kansl1l,Reactome Gene Sets,6,R-HSA-1168372,Downstream signaling events of B Cell Receptor (BCR),,-6.6,36,13,30286,83,50,5,10,4.2,801|805|808|6500|7314,CALM1|CALM2|CALM3|SKP1|UBB,-4
Kansl1l,KEGG Pathway,24,hsa05012,Parkinson disease,,-6.6,16,10,30286,266,50,7,14,4.9,801|805|808|1350|4697|4718|7314,CALM1|CALM2|CALM3|COX7C|NDUFA4|NDUFC2|UBB,-4
Kansl1l,GO Biological Processes,19,GO:0051336,regulation of hydrolase activity,19_GO:0065007 biological regulation,-6.5,8.1,8,30286,746,50,10,20,5.7,801|805|808|2045|2597|3326|3357|4067|23204|373509,CALM1|CALM2|CALM3|EPHA7|GAPDH|HSP90AB1|HTR2B|LYN|ARL6IP1|USP50,-3.9
Kansl1l,Reactome Gene Sets,6,R-HSA-9619229,Activation of RAC1 downstream of NMDARs,,-6.5,2e+02,25,30286,9,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.9
Kansl1l,Reactome Gene Sets,6,R-HSA-5673000,RAF activation,,-6.4,67,16,30286,36,50,4,8,3.8,801|805|808|7529,CALM1|CALM2|CALM3|YWHAB,-3.9
Kansl1l,GO Biological Processes,19,GO:0031401,positive regulation of protein modification process,19_GO:0048518 positive regulation of biological process,-6.4,7.9,7.9,30286,764,50,10,20,5.7,801|805|808|2045|3326|3357|4067|4282|6500|7314,CALM1|CALM2|CALM3|EPHA7|HSP90AB1|HTR2B|LYN|MIF|SKP1|UBB,-3.8
Kansl1l,Reactome Gene Sets,6,R-HSA-442755,Activation of NMDA receptors and postsynaptic events,,-6.3,33,12,30286,93,50,5,10,4.2,801|805|808|4747|4900,CALM1|CALM2|CALM3|NEFL|NRGN,-3.8
Kansl1l,GO Biological Processes,19,GO:0031952,regulation of protein autophosphorylation,19_GO:0008152 metabolic process,-6.3,64,16,30286,38,50,4,8,3.8,801|805|808|2045,CALM1|CALM2|CALM3|EPHA7,-3.8
Kansl1l,Reactome Gene Sets,6,R-HSA-71387,Metabolism of carbohydrates,,-6.3,15,9.5,30286,290,50,7,14,4.9,226|801|805|808|2597|7167|7314,ALDOA|CALM1|CALM2|CALM3|GAPDH|TPI1|UBB,-3.8
Kansl1l,Reactome Gene Sets,6,R-HSA-442729,CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde,,-6.3,1.8e+02,23,30286,10,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.8
Kansl1l,Reactome Gene Sets,6,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,,-6.2,61,15,30286,40,50,4,8,3.8,801|805|808|4067,CALM1|CALM2|CALM3|LYN,-3.8
Kansl1l,KEGG Pathway,24,hsa04750,Inflammatory mediator regulation of TRP channels,,-6.2,31,12,30286,98,50,5,10,4.2,801|805|808|3357|3358,CALM1|CALM2|CALM3|HTR2B|HTR2C,-3.8
Kansl1l,GO Biological Processes,19,GO:1901844,regulation of cell communication by electrical coupling involved in cardiac conduction,19_GO:0032501 multicellular organismal process,-6.2,1.7e+02,22,30286,11,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.7
Kansl1l,Reactome Gene Sets,6,R-HSA-2025928,Calcineurin activates NFAT,,-6.2,1.7e+02,22,30286,11,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.7
Kansl1l,GO Biological Processes,19,GO:0060315,negative regulation of ryanodine-sensitive calcium-release channel activity,19_GO:0042592 homeostatic process,-6.2,1.7e+02,22,30286,11,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.7
Kansl1l,Reactome Gene Sets,6,R-HSA-5607764,CLEC7A (Dectin-1) signaling,,-6.2,30,12,30286,101,50,5,10,4.2,801|805|808|6500|7314,CALM1|CALM2|CALM3|SKP1|UBB,-3.7
Kansl1l,Reactome Gene Sets,6,R-HSA-9656223,Signaling by RAF1 mutants,,-6.1,56,15,30286,43,50,4,8,3.8,801|805|808|7529,CALM1|CALM2|CALM3|YWHAB,-3.7
Kansl1l,GO Biological Processes,19,GO:0035307,positive regulation of protein dephosphorylation,19_GO:0048518 positive regulation of biological process,-6.1,55,15,30286,44,50,4,8,3.8,801|805|808|3326,CALM1|CALM2|CALM3|HSP90AB1,-3.7
Kansl1l,Reactome Gene Sets,6,R-HSA-388396,GPCR downstream signalling,,-6.1,8.6,7.9,30286,634,50,9,18,5.4,801|805|808|3357|3358|6019|9934|64805|122042,CALM1|CALM2|CALM3|HTR2B|HTR2C|RLN2|P2RY14|P2RY12|RXFP2,-3.7
Kansl1l,GO Biological Processes,19,GO:0035303,regulation of dephosphorylation,19_GO:0008152 metabolic process,-6,29,12,30286,106,50,5,10,4.2,801|805|808|3326|7529,CALM1|CALM2|CALM3|HSP90AB1|YWHAB,-3.7
Kansl1l,Reactome Gene Sets,6,R-HSA-451308,Activation of Ca-permeable Kainate Receptor,,-6,1.5e+02,21,30286,12,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.7
Kansl1l,Reactome Gene Sets,6,R-HSA-451306,Ionotropic activity of kainate receptors,,-6,1.5e+02,21,30286,12,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.7
Kansl1l,Reactome Gene Sets,6,R-HSA-1474151,"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",,-6,1.5e+02,21,30286,12,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.7
Kansl1l,Reactome Gene Sets,6,R-HSA-203615,eNOS activation,,-6,1.5e+02,21,30286,12,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.7
Kansl1l,Reactome Gene Sets,6,R-HSA-111932,CaMK IV-mediated phosphorylation of CREB,,-6,1.5e+02,21,30286,12,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.7
Kansl1l,KEGG Pathway,24,hsa05022,Pathways of neurodegeneration - multiple diseases,,-6,10,8.2,30286,476,50,8,16,5.2,801|805|808|1350|4697|4718|4747|7314,CALM1|CALM2|CALM3|COX7C|NDUFA4|NDUFC2|NEFL|UBB,-3.6
Kansl1l,Reactome Gene Sets,6,R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,,-6,52,14,30286,47,50,4,8,3.8,801|805|808|7529,CALM1|CALM2|CALM3|YWHAB,-3.6
Kansl1l,Reactome Gene Sets,6,R-HSA-9649948,Signaling downstream of RAS mutants,,-6,52,14,30286,47,50,4,8,3.8,801|805|808|7529,CALM1|CALM2|CALM3|YWHAB,-3.6
Kansl1l,Reactome Gene Sets,6,R-HSA-6802949,Signaling by RAS mutants,,-6,52,14,30286,47,50,4,8,3.8,801|805|808|7529,CALM1|CALM2|CALM3|YWHAB,-3.6
Kansl1l,Reactome Gene Sets,6,R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,,-6,52,14,30286,47,50,4,8,3.8,801|805|808|7529,CALM1|CALM2|CALM3|YWHAB,-3.6
Kansl1l,GO Biological Processes,19,GO:0043666,regulation of phosphoprotein phosphatase activity,19_GO:0008152 metabolic process,-6,52,14,30286,47,50,4,8,3.8,801|805|808|3326,CALM1|CALM2|CALM3|HSP90AB1,-3.6
Kansl1l,Reactome Gene Sets,6,R-HSA-195721,Signaling by WNT,,-5.9,13,8.8,30286,331,50,7,14,4.9,801|805|808|3021|6500|7314|7534,CALM1|CALM2|CALM3|H3-3B|SKP1|UBB|YWHAZ,-3.6
Kansl1l,Reactome Gene Sets,6,R-HSA-425561,Sodium/Calcium exchangers,,-5.9,1.4e+02,20,30286,13,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.6
Kansl1l,GO Biological Processes,19,GO:0051280,negative regulation of release of sequestered calcium ion into cytosol,19_GO:0042592 homeostatic process,-5.9,1.4e+02,20,30286,13,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.6
Kansl1l,Reactome Gene Sets,6,R-HSA-5210891,Uptake and function of anthrax toxins,,-5.9,1.4e+02,20,30286,13,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.6
Kansl1l,Reactome Gene Sets,6,R-HSA-5607763,CLEC7A (Dectin-1) induces NFAT activation,,-5.9,1.4e+02,20,30286,13,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.6
Kansl1l,GO Biological Processes,19,GO:0005513,detection of calcium ion,19_GO:0050896 response to stimulus,-5.9,1.4e+02,20,30286,13,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.6
Kansl1l,Reactome Gene Sets,6,R-HSA-442720,CREB1 phosphorylation through the activation of Adenylate Cyclase,,-5.8,1.3e+02,20,30286,14,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.5
Kansl1l,Reactome Gene Sets,6,R-HSA-9005891,Loss of function of MECP2 in Rett syndrome,,-5.8,1.3e+02,20,30286,14,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.5
Kansl1l,Reactome Gene Sets,6,R-HSA-9675151,Disorders of Developmental Biology,,-5.8,1.3e+02,20,30286,14,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.5
Kansl1l,Reactome Gene Sets,6,R-HSA-9005895,Pervasive developmental disorders,,-5.8,1.3e+02,20,30286,14,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.5
Kansl1l,Reactome Gene Sets,6,R-HSA-418359,Reduction of cytosolic Ca++ levels,,-5.8,1.3e+02,20,30286,14,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.5
Kansl1l,Reactome Gene Sets,6,R-HSA-9697154,Disorders of Nervous System Development,,-5.8,1.3e+02,20,30286,14,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.5
Kansl1l,GO Biological Processes,19,GO:0010649,regulation of cell communication by electrical coupling,19_GO:0050789 regulation of biological process,-5.7,1.2e+02,19,30286,15,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.5
Kansl1l,GO Biological Processes,19,GO:0051284,positive regulation of sequestering of calcium ion,19_GO:0042592 homeostatic process,-5.7,1.2e+02,19,30286,15,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.5
Kansl1l,GO Biological Processes,19,GO:0035306,positive regulation of dephosphorylation,19_GO:0048518 positive regulation of biological process,-5.7,45,13,30286,54,50,4,8,3.8,801|805|808|3326,CALM1|CALM2|CALM3|HSP90AB1,-3.5
Kansl1l,GO Biological Processes,19,GO:0010562,positive regulation of phosphorus metabolic process,19_GO:0048518 positive regulation of biological process,-5.7,7.8,7.4,30286,702,50,9,18,5.4,801|805|808|2045|3326|3357|3358|4067|4282,CALM1|CALM2|CALM3|EPHA7|HSP90AB1|HTR2B|HTR2C|LYN|MIF,-3.5
Kansl1l,GO Biological Processes,19,GO:0045937,positive regulation of phosphate metabolic process,19_GO:0048518 positive regulation of biological process,-5.7,7.8,7.4,30286,702,50,9,18,5.4,801|805|808|2045|3326|3357|3358|4067|4282,CALM1|CALM2|CALM3|EPHA7|HSP90AB1|HTR2B|HTR2C|LYN|MIF,-3.5
Kansl1l,Reactome Gene Sets,6,R-HSA-194315,Signaling by Rho GTPases,,-5.7,7.7,7.3,30286,706,50,9,18,5.4,801|805|808|1794|3021|3183|3326|7529|7534,CALM1|CALM2|CALM3|DOCK2|H3-3B|HNRNPC|HSP90AB1|YWHAB|YWHAZ,-3.4
Kansl1l,Reactome Gene Sets,6,R-HSA-372790,Signaling by GPCR,,-5.7,7.7,7.3,30286,709,50,9,18,5.4,801|805|808|3357|3358|6019|9934|64805|122042,CALM1|CALM2|CALM3|HTR2B|HTR2C|RLN2|P2RY14|P2RY12|RXFP2,-3.4
Kansl1l,Reactome Gene Sets,6,R-HSA-202131,Metabolism of nitric oxide: NOS3 activation and regulation,,-5.6,1.1e+02,18,30286,16,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.4
Kansl1l,Reactome Gene Sets,6,R-HSA-70221,Glycogen breakdown (glycogenolysis),,-5.6,1.1e+02,18,30286,16,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.4
Kansl1l,CORUM,33,CORUM:5199,Kinase maturation complex 1,,-5.6,1.1e+02,18,30286,16,50,3,6,3.4,3326|7529|7534,HSP90AB1|YWHAB|YWHAZ,-3.4
Kansl1l,Reactome Gene Sets,6,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",,-5.6,7.6,7.2,30286,722,50,9,18,5.4,801|805|808|1794|3021|3183|3326|7529|7534,CALM1|CALM2|CALM3|DOCK2|H3-3B|HNRNPC|HSP90AB1|YWHAB|YWHAZ,-3.4
Kansl1l,GO Biological Processes,19,GO:0010921,regulation of phosphatase activity,19_GO:0008152 metabolic process,-5.6,41,13,30286,59,50,4,8,3.8,801|805|808|3326,CALM1|CALM2|CALM3|HSP90AB1,-3.3
Kansl1l,KEGG Pathway,24,hsa05010,Alzheimer disease,,-5.5,11,8.1,30286,384,50,7,14,4.9,801|805|808|1350|2597|4697|4718,CALM1|CALM2|CALM3|COX7C|GAPDH|NDUFA4|NDUFC2,-3.3
Kansl1l,KEGG Pathway,24,hsa05418,Fluid shear stress and atherosclerosis,,-5.5,22,10,30286,139,50,5,10,4.2,801|805|808|3326|6613,CALM1|CALM2|CALM3|HSP90AB1|SUMO2,-3.3
Kansl1l,GO Biological Processes,19,GO:0010801,negative regulation of peptidyl-threonine phosphorylation,19_GO:0048519 negative regulation of biological process,-5.4,96,17,30286,19,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.2
Kansl1l,Reactome Gene Sets,6,R-HSA-8876725,Protein methylation,,-5.4,96,17,30286,19,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.2
Kansl1l,Reactome Gene Sets,6,R-HSA-1280218,Adaptive Immune System,,-5.4,7.1,7,30286,768,50,9,18,5.4,801|805|808|830|4067|6500|7314|7529|7534,CALM1|CALM2|CALM3|CAPZA2|LYN|SKP1|UBB|YWHAB|YWHAZ,-3.2
Kansl1l,GO Biological Processes,19,GO:0001934,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-5.4,8.4,7.3,30286,578,50,8,16,5.2,801|805|808|2045|3326|3357|4067|4282,CALM1|CALM2|CALM3|EPHA7|HSP90AB1|HTR2B|LYN|MIF,-3.2
Kansl1l,Reactome Gene Sets,6,R-HSA-6802952,Signaling by BRAF and RAF1 fusions,,-5.3,36,12,30286,67,50,4,8,3.8,801|805|808|7529,CALM1|CALM2|CALM3|YWHAB,-3.2
Kansl1l,Reactome Gene Sets,6,R-HSA-163615,PKA activation,,-5.3,91,16,30286,20,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.2
Kansl1l,GO Biological Processes,19,GO:0006091,generation of precursor metabolites and energy,19_GO:0008152 metabolic process,-5.3,10,7.7,30286,410,50,7,14,4.9,226|1350|2597|4697|4718|7167|400916,ALDOA|COX7C|GAPDH|NDUFA4|NDUFC2|TPI1|CHCHD10,-3.2
Kansl1l,Reactome Gene Sets,6,R-HSA-5218921,VEGFR2 mediated cell proliferation,,-5.3,87,16,30286,21,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3.1
Kansl1l,GO Biological Processes,19,GO:0030162,regulation of proteolysis,19_GO:0008152 metabolic process,-5.2,8.1,7.1,30286,600,50,8,16,5.2,2045|2597|3326|4067|6613|7314|23204|373509,EPHA7|GAPDH|HSP90AB1|LYN|SUMO2|UBB|ARL6IP1|USP50,-3.1
Kansl1l,GO Biological Processes,19,GO:0010881,regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion,19_GO:0042592 homeostatic process,-5.2,83,16,30286,22,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3
Kansl1l,Reactome Gene Sets,6,R-HSA-111931,PKA-mediated phosphorylation of CREB,,-5.2,83,16,30286,22,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-3
Kansl1l,Reactome Gene Sets,6,R-HSA-5673001,RAF/MAP kinase cascade,,-5.2,13,8.2,30286,280,50,6,12,4.6,801|805|808|4747|7314|7529,CALM1|CALM2|CALM3|NEFL|UBB|YWHAB,-3
Kansl1l,Reactome Gene Sets,6,R-HSA-5684996,MAPK1/MAPK3 signaling,,-5.1,13,8.1,30286,286,50,6,12,4.6,801|805|808|4747|7314|7529,CALM1|CALM2|CALM3|NEFL|UBB|YWHAB,-3
Kansl1l,Reactome Gene Sets,6,R-HSA-9824443,Parasitic Infection Pathways,,-5.1,18,9.1,30286,164,50,5,10,4.2,801|805|808|3326|4067,CALM1|CALM2|CALM3|HSP90AB1|LYN,-3
Kansl1l,Reactome Gene Sets,6,R-HSA-9658195,Leishmania infection,,-5.1,18,9.1,30286,164,50,5,10,4.2,801|805|808|3326|4067,CALM1|CALM2|CALM3|HSP90AB1|LYN,-3
Kansl1l,GO Biological Processes,19,GO:0042327,positive regulation of phosphorylation,19_GO:0048518 positive regulation of biological process,-5.1,7.8,7,30286,623,50,8,16,5.2,801|805|808|2045|3326|3357|4067|4282,CALM1|CALM2|CALM3|EPHA7|HSP90AB1|HTR2B|LYN|MIF,-3
Kansl1l,GO Biological Processes,19,GO:0055117,regulation of cardiac muscle contraction,19_GO:0032501 multicellular organismal process,-5.1,31,11,30286,77,50,4,8,3.8,801|805|808|29119,CALM1|CALM2|CALM3|CTNNA3,-3
Kansl1l,Reactome Gene Sets,6,R-HSA-5627123,RHO GTPases activate PAKs,,-5.1,76,15,30286,24,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-2.9
Kansl1l,Reactome Gene Sets,6,R-HSA-199991,Membrane Trafficking,,-5.1,7.6,6.9,30286,634,50,8,16,5.2,801|805|808|830|7314|7529|7534|60592,CALM1|CALM2|CALM3|CAPZA2|UBB|YWHAB|YWHAZ|SCOC,-2.9
Kansl1l,Reactome Gene Sets,6,R-HSA-9664433,Leishmania parasite growth and survival,,-5,31,11,30286,79,50,4,8,3.8,801|805|808|4067,CALM1|CALM2|CALM3|LYN,-2.9
Kansl1l,Reactome Gene Sets,6,R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection,,-5,31,11,30286,79,50,4,8,3.8,801|805|808|4067,CALM1|CALM2|CALM3|LYN,-2.9
Kansl1l,GO Biological Processes,19,GO:0019722,calcium-mediated signaling,19_GO:0050896 response to stimulus,-5,18,8.9,30286,171,50,5,10,4.2,801|805|808|3357|64805,CALM1|CALM2|CALM3|HTR2B|P2RY12,-2.9
Kansl1l,GO Biological Processes,19,GO:0031954,positive regulation of protein autophosphorylation,19_GO:0048518 positive regulation of biological process,-5,73,15,30286,25,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-2.9
Kansl1l,Reactome Gene Sets,6,R-HSA-8978934,Metabolism of cofactors,,-5,73,15,30286,25,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-2.9
Kansl1l,GO Biological Processes,19,GO:0060314,regulation of ryanodine-sensitive calcium-release channel activity,19_GO:0042592 homeostatic process,-5,73,15,30286,25,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-2.9
Kansl1l,Reactome Gene Sets,6,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,,-5,9.2,7.2,30286,459,50,7,14,4.9,801|805|808|4067|6500|7314|7529,CALM1|CALM2|CALM3|LYN|SKP1|UBB|YWHAB,-2.9
Kansl1l,Reactome Gene Sets,6,R-HSA-180024,DARPP-32 events,,-5,70,14,30286,26,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-2.9
Kansl1l,GO Biological Processes,19,GO:0010882,regulation of cardiac muscle contraction by calcium ion signaling,19_GO:0032501 multicellular organismal process,-5,70,14,30286,26,50,3,6,3.4,801|805|808,CALM1|CALM2|CALM3,-2.9
Kansl1l,Reactome Gene Sets,6,R-HSA-70263,Gluconeogenesis,,-5,70,14,30286,26,50,3,6,3.4,226|2597|7167,ALDOA|GAPDH|TPI1,-2.9
Kansl1l,GO Biological Processes,19,GO:0051279,regulation of release of sequestered calcium ion into cytosol,19_GO:0042592 homeostatic process,-5,29,10,30286,83,50,4,8,3.8,801|805|808|4067,CALM1|CALM2|CALM3|LYN,-2.9
Kansl1l,GO Biological Processes,19,GO:0032414,positive regulation of ion transmembrane transporter activity,19_GO:0051179 localization,-5,29,10,30286,83,50,4,8,3.8,801|805|808|4697,CALM1|CALM2|CALM3|NDUFA4,-2.9
