Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0035304,regulation of protein dephosphorylation,19_GO:0008152 metabolic process,-5.2,19,9.3,30286,79,100,5,5,2.2,801|805|808|3326|7529,CALM1|CALM2|CALM3|HSP90AB1|YWHAB,-2.5,Kansl1l
GO Biological Processes,19,GO:0051336,regulation of hydrolase activity,19_GO:0065007 biological regulation,-5.2,4.9,6.2,30286,746,100,12,12,3.2,801|805|808|2045|2597|3326|3357|4067|9447|23204|27429|373509,CALM1|CALM2|CALM3|EPHA7|GAPDH|HSP90AB1|HTR2B|LYN|AIM2|ARL6IP1|HTRA2|USP50,-2.5,Kansl1l
Reactome Gene Sets,6,R-HSA-438064,Post NMDA receptor activation events,,-5.2,19,9.2,30286,80,100,5,5,2.2,801|805|808|4747|4900,CALM1|CALM2|CALM3|NEFL|NRGN,-2.5,Kansl1l
Reactome Gene Sets,6,R-HSA-203615,eNOS activation,,-5.1,76,15,30286,12,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.5,Kansl1l
Reactome Gene Sets,6,R-HSA-451308,Activation of Ca-permeable Kainate Receptor,,-5.1,76,15,30286,12,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.5,Kansl1l
Reactome Gene Sets,6,R-HSA-451306,Ionotropic activity of kainate receptors,,-5.1,76,15,30286,12,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.5,Kansl1l
Reactome Gene Sets,6,R-HSA-1474151,"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",,-5.1,76,15,30286,12,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.5,Kansl1l
Reactome Gene Sets,6,R-HSA-111932,CaMK IV-mediated phosphorylation of CREB,,-5.1,76,15,30286,12,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.5,Kansl1l
GO Biological Processes,19,GO:0031952,regulation of protein autophosphorylation,19_GO:0008152 metabolic process,-5.1,32,11,30286,38,100,4,4,2,801|805|808|2045,CALM1|CALM2|CALM3|EPHA7,-2.5,Kansl1l
Reactome Gene Sets,6,R-HSA-1168372,Downstream signaling events of B Cell Receptor (BCR),,-5.1,18,9.1,30286,83,100,5,5,2.2,801|805|808|6500|7314,CALM1|CALM2|CALM3|SKP1|UBB,-2.4,Kansl1l
GO Biological Processes,19,GO:0031401,positive regulation of protein modification process,19_GO:0048518 positive regulation of biological process,-5.1,4.8,6.1,30286,764,100,12,12,3.2,801|805|808|2045|3326|3357|3624|4067|4282|6500|7314|55743,CALM1|CALM2|CALM3|EPHA7|HSP90AB1|HTR2B|INHBA|LYN|MIF|SKP1|UBB|CHFR,-2.4,Kansl1l
Reactome Gene Sets,6,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,,-5,30,11,30286,40,100,4,4,2,801|805|808|4067,CALM1|CALM2|CALM3|LYN,-2.4,Kansl1l
Reactome Gene Sets,6,R-HSA-5210891,Uptake and function of anthrax toxins,,-5,70,14,30286,13,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.4,Kansl1l
Reactome Gene Sets,6,R-HSA-5607763,CLEC7A (Dectin-1) induces NFAT activation,,-5,70,14,30286,13,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.4,Kansl1l
GO Biological Processes,19,GO:0005513,detection of calcium ion,19_GO:0050896 response to stimulus,-5,70,14,30286,13,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.4,Kansl1l
Reactome Gene Sets,6,R-HSA-425561,Sodium/Calcium exchangers,,-5,70,14,30286,13,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.4,Kansl1l
GO Biological Processes,19,GO:0051280,negative regulation of release of sequestered calcium ion into cytosol,19_GO:0042592 homeostatic process,-5,70,14,30286,13,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.4,Kansl1l
Reactome Gene Sets,6,R-HSA-9675151,Disorders of Developmental Biology,,-4.9,65,14,30286,14,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.4,Kansl1l
Reactome Gene Sets,6,R-HSA-9005895,Pervasive developmental disorders,,-4.9,65,14,30286,14,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.4,Kansl1l
Reactome Gene Sets,6,R-HSA-418359,Reduction of cytosolic Ca++ levels,,-4.9,65,14,30286,14,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.4,Kansl1l
Reactome Gene Sets,6,R-HSA-9005891,Loss of function of MECP2 in Rett syndrome,,-4.9,65,14,30286,14,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.4,Kansl1l
Reactome Gene Sets,6,R-HSA-9697154,Disorders of Nervous System Development,,-4.9,65,14,30286,14,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.4,Kansl1l
Reactome Gene Sets,6,R-HSA-442720,CREB1 phosphorylation through the activation of Adenylate Cyclase,,-4.9,65,14,30286,14,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.4,Kansl1l
Reactome Gene Sets,6,R-HSA-9656223,Signaling by RAF1 mutants,,-4.9,28,10,30286,43,100,4,4,2,801|805|808|7529,CALM1|CALM2|CALM3|YWHAB,-2.4,Kansl1l
GO Biological Processes,19,GO:0035307,positive regulation of protein dephosphorylation,19_GO:0048518 positive regulation of biological process,-4.9,28,10,30286,44,100,4,4,2,801|805|808|3326,CALM1|CALM2|CALM3|HSP90AB1,-2.3,Kansl1l
Reactome Gene Sets,6,R-HSA-442755,Activation of NMDA receptors and postsynaptic events,,-4.8,16,8.5,30286,93,100,5,5,2.2,801|805|808|4747|4900,CALM1|CALM2|CALM3|NEFL|NRGN,-2.3,Kansl1l
GO Biological Processes,19,GO:0010649,regulation of cell communication by electrical coupling,19_GO:0050789 regulation of biological process,-4.8,61,13,30286,15,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.3,Kansl1l
GO Biological Processes,19,GO:0051284,positive regulation of sequestering of calcium ion,19_GO:0042592 homeostatic process,-4.8,61,13,30286,15,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.3,Kansl1l
GO Biological Processes,19,GO:0050919,negative chemotaxis,19_GO:0040011 locomotion,-4.8,26,9.9,30286,46,100,4,4,2,2045|8633|23767|57408,EPHA7|UNC5C|FLRT3|LRTM1,-2.3,Kansl1l
Reactome Gene Sets,6,R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,,-4.7,26,9.8,30286,47,100,4,4,2,801|805|808|7529,CALM1|CALM2|CALM3|YWHAB,-2.3,Kansl1l
Reactome Gene Sets,6,R-HSA-9649948,Signaling downstream of RAS mutants,,-4.7,26,9.8,30286,47,100,4,4,2,801|805|808|7529,CALM1|CALM2|CALM3|YWHAB,-2.3,Kansl1l
GO Biological Processes,19,GO:0043666,regulation of phosphoprotein phosphatase activity,19_GO:0008152 metabolic process,-4.7,26,9.8,30286,47,100,4,4,2,801|805|808|3326,CALM1|CALM2|CALM3|HSP90AB1,-2.3,Kansl1l
Reactome Gene Sets,6,R-HSA-6802949,Signaling by RAS mutants,,-4.7,26,9.8,30286,47,100,4,4,2,801|805|808|7529,CALM1|CALM2|CALM3|YWHAB,-2.3,Kansl1l
Reactome Gene Sets,6,R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,,-4.7,26,9.8,30286,47,100,4,4,2,801|805|808|7529,CALM1|CALM2|CALM3|YWHAB,-2.3,Kansl1l
KEGG Pathway,24,hsa04750,Inflammatory mediator regulation of TRP channels,,-4.7,15,8.2,30286,98,100,5,5,2.2,801|805|808|3357|3358,CALM1|CALM2|CALM3|HTR2B|HTR2C,-2.3,Kansl1l
CORUM,33,CORUM:5199,Kinase maturation complex 1,,-4.7,57,13,30286,16,100,3,3,1.7,3326|7529|7534,HSP90AB1|YWHAB|YWHAZ,-2.3,Kansl1l
Reactome Gene Sets,6,R-HSA-70221,Glycogen breakdown (glycogenolysis),,-4.7,57,13,30286,16,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.3,Kansl1l
Reactome Gene Sets,6,R-HSA-202131,Metabolism of nitric oxide: NOS3 activation and regulation,,-4.7,57,13,30286,16,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.3,Kansl1l
GO Biological Processes,19,GO:0006935,chemotaxis,19_GO:0040011 locomotion,-4.7,7,6.5,30286,344,100,8,8,2.7,1794|2045|4282|8633|10803|23767|57408|151647,DOCK2|EPHA7|MIF|UNC5C|CCR9|FLRT3|LRTM1|TAFA4,-2.3,Kansl1l
GO Biological Processes,19,GO:0042330,taxis,19_GO:0040011 locomotion,-4.7,7,6.5,30286,346,100,8,8,2.7,1794|2045|4282|8633|10803|23767|57408|151647,DOCK2|EPHA7|MIF|UNC5C|CCR9|FLRT3|LRTM1|TAFA4,-2.3,Kansl1l
GO Biological Processes,19,GO:0045937,positive regulation of phosphate metabolic process,19_GO:0048518 positive regulation of biological process,-4.7,4.7,5.8,30286,702,100,11,11,3.1,801|805|808|2045|3326|3357|3358|3624|4067|4282|128344,CALM1|CALM2|CALM3|EPHA7|HSP90AB1|HTR2B|HTR2C|INHBA|LYN|MIF|CIMAP3,-2.3,Kansl1l
GO Biological Processes,19,GO:0010562,positive regulation of phosphorus metabolic process,19_GO:0048518 positive regulation of biological process,-4.7,4.7,5.8,30286,702,100,11,11,3.1,801|805|808|2045|3326|3357|3358|3624|4067|4282|128344,CALM1|CALM2|CALM3|EPHA7|HSP90AB1|HTR2B|HTR2C|INHBA|LYN|MIF|CIMAP3,-2.3,Kansl1l
Reactome Gene Sets,6,R-HSA-5607764,CLEC7A (Dectin-1) signaling,,-4.7,15,8.1,30286,101,100,5,5,2.2,801|805|808|6500|7314,CALM1|CALM2|CALM3|SKP1|UBB,-2.2,Kansl1l
GO Biological Processes,19,GO:0019722,calcium-mediated signaling,19_GO:0050896 response to stimulus,-4.6,11,7.3,30286,171,100,6,6,2.4,801|805|808|3357|10803|64805,CALM1|CALM2|CALM3|HTR2B|CCR9|P2RY12,-2.2,Kansl1l
GO Biological Processes,19,GO:0035303,regulation of dephosphorylation,19_GO:0008152 metabolic process,-4.6,14,7.9,30286,106,100,5,5,2.2,801|805|808|3326|7529,CALM1|CALM2|CALM3|HSP90AB1|YWHAB,-2.2,Kansl1l
Reactome Gene Sets,6,R-HSA-76002,"Platelet activation, signaling and aggregation",,-4.6,8.1,6.6,30286,263,100,7,7,2.6,226|801|805|808|4067|7534|64805,ALDOA|CALM1|CALM2|CALM3|LYN|YWHAZ|P2RY12,-2.2,Kansl1l
KEGG Pathway,24,hsa05022,Pathways of neurodegeneration - multiple diseases,,-4.5,5.7,6,30286,476,100,9,9,2.9,801|805|808|1350|4697|4718|4747|7314|27429,CALM1|CALM2|CALM3|COX7C|NDUFA4|NDUFC2|NEFL|UBB|HTRA2,-2.1,Kansl1l
GO Biological Processes,19,GO:0035306,positive regulation of dephosphorylation,19_GO:0048518 positive regulation of biological process,-4.5,22,9.1,30286,54,100,4,4,2,801|805|808|3326,CALM1|CALM2|CALM3|HSP90AB1,-2.1,Kansl1l
GO Biological Processes,19,GO:0051345,positive regulation of hydrolase activity,19_GO:0065007 biological regulation,-4.5,5.7,5.9,30286,482,100,9,9,2.9,801|805|808|3326|3357|4067|9447|27429|373509,CALM1|CALM2|CALM3|HSP90AB1|HTR2B|LYN|AIM2|HTRA2|USP50,-2.1,Kansl1l
Reactome Gene Sets,6,R-HSA-8876725,Protein methylation,,-4.5,48,12,30286,19,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.1,Kansl1l
GO Biological Processes,19,GO:0010801,negative regulation of peptidyl-threonine phosphorylation,19_GO:0048519 negative regulation of biological process,-4.5,48,12,30286,19,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.1,Kansl1l
GO Biological Processes,19,GO:0048678,response to axon injury,19_GO:0050896 response to stimulus,-4.4,22,8.9,30286,56,100,4,4,2,4067|4747|23767|64805,LYN|NEFL|FLRT3|P2RY12,-2.1,Kansl1l
GO Biological Processes,19,GO:0051302,regulation of cell division,19_GO:0050789 regulation of biological process,-4.4,9.8,6.9,30286,186,100,6,6,2.4,801|805|808|3357|4674|90293,CALM1|CALM2|CALM3|HTR2B|NAP1L2|KLHL13,-2.1,Kansl1l
Reactome Gene Sets,6,R-HSA-163615,PKA activation,,-4.4,45,11,30286,20,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2.1,Kansl1l
GO Biological Processes,19,GO:0052548,regulation of endopeptidase activity,19_GO:0008152 metabolic process,-4.4,7.6,6.4,30286,280,100,7,7,2.6,2045|2597|4067|9447|23204|27429|373509,EPHA7|GAPDH|LYN|AIM2|ARL6IP1|HTRA2|USP50,-2,Kansl1l
GO Biological Processes,19,GO:0042327,positive regulation of phosphorylation,19_GO:0048518 positive regulation of biological process,-4.4,4.9,5.6,30286,623,100,10,10,3,801|805|808|2045|3326|3357|3624|4067|4282|128344,CALM1|CALM2|CALM3|EPHA7|HSP90AB1|HTR2B|INHBA|LYN|MIF|CIMAP3,-2,Kansl1l
GO Biological Processes,19,GO:0010921,regulation of phosphatase activity,19_GO:0008152 metabolic process,-4.4,21,8.6,30286,59,100,4,4,2,801|805|808|3326,CALM1|CALM2|CALM3|HSP90AB1,-2,Kansl1l
Reactome Gene Sets,6,R-HSA-5218921,VEGFR2 mediated cell proliferation,,-4.4,43,11,30286,21,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2,Kansl1l
KEGG Pathway,24,hsa05167,Kaposi sarcoma-associated herpesvirus infection,,-4.3,9.4,6.7,30286,194,100,6,6,2.4,285|801|805|808|4067|7314,ANGPT2|CALM1|CALM2|CALM3|LYN|UBB,-2,Kansl1l
Reactome Gene Sets,6,R-HSA-388396,GPCR downstream signalling,,-4.3,4.8,5.5,30286,634,100,10,10,3,801|805|808|3357|3358|6019|9934|10803|64805|122042,CALM1|CALM2|CALM3|HTR2B|HTR2C|RLN2|P2RY14|CCR9|P2RY12|RXFP2,-2,Kansl1l
GO Biological Processes,19,GO:0010881,regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion,19_GO:0042592 homeostatic process,-4.3,41,11,30286,22,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2,Kansl1l
Reactome Gene Sets,6,R-HSA-111931,PKA-mediated phosphorylation of CREB,,-4.3,41,11,30286,22,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-2,Kansl1l
Reactome Gene Sets,6,R-HSA-71387,Metabolism of carbohydrates,,-4.3,7.3,6.2,30286,290,100,7,7,2.6,226|801|805|808|2597|7167|7314,ALDOA|CALM1|CALM2|CALM3|GAPDH|TPI1|UBB,-2,Kansl1l
Hallmark Gene Sets,23,M5953,HALLMARK KRAS SIGNALING UP,,-4.3,9.1,6.6,30286,200,100,6,6,2.4,1794|3624|4674|5121|9358|25907,DOCK2|INHBA|NAP1L2|PCP4|ITGBL1|TMEM158,-1.9,Kansl1l
Reactome Gene Sets,6,R-HSA-5627123,RHO GTPases activate PAKs,,-4.2,38,10,30286,24,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.9,Kansl1l
GO Biological Processes,19,GO:0052547,regulation of peptidase activity,19_GO:0008152 metabolic process,-4.2,7,6,30286,304,100,7,7,2.6,2045|2597|4067|9447|23204|27429|373509,EPHA7|GAPDH|LYN|AIM2|ARL6IP1|HTRA2|USP50,-1.9,Kansl1l
Reactome Gene Sets,6,R-HSA-6802952,Signaling by BRAF and RAF1 fusions,,-4.1,18,8.1,30286,67,100,4,4,2,801|805|808|7529,CALM1|CALM2|CALM3|YWHAB,-1.8,Kansl1l
GO Biological Processes,19,GO:0070372,regulation of ERK1 and ERK2 cascade,19_GO:0050896 response to stimulus,-4.1,6.9,6,30286,308,100,7,7,2.6,2045|3357|3358|3624|4067|4282|7534,EPHA7|HTR2B|HTR2C|INHBA|LYN|MIF|YWHAZ,-1.8,Kansl1l
GO Biological Processes,19,GO:0031954,positive regulation of protein autophosphorylation,19_GO:0048518 positive regulation of biological process,-4.1,36,10,30286,25,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.8,Kansl1l
Reactome Gene Sets,6,R-HSA-8978934,Metabolism of cofactors,,-4.1,36,10,30286,25,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.8,Kansl1l
GO Biological Processes,19,GO:0060314,regulation of ryanodine-sensitive calcium-release channel activity,19_GO:0042592 homeostatic process,-4.1,36,10,30286,25,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.8,Kansl1l
GO Biological Processes,19,GO:0010882,regulation of cardiac muscle contraction by calcium ion signaling,19_GO:0032501 multicellular organismal process,-4.1,35,10,30286,26,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.8,Kansl1l
Reactome Gene Sets,6,R-HSA-70263,Gluconeogenesis,,-4.1,35,10,30286,26,100,3,3,1.7,226|2597|7167,ALDOA|GAPDH|TPI1,-1.8,Kansl1l
Reactome Gene Sets,6,R-HSA-180024,DARPP-32 events,,-4.1,35,10,30286,26,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.8,Kansl1l
KEGG Pathway,24,hsa04915,Estrogen signaling pathway,,-4,11,6.8,30286,137,100,5,5,2.2,801|805|808|3326|3859,CALM1|CALM2|CALM3|HSP90AB1|KRT12,-1.8,Kansl1l
GO Biological Processes,19,GO:0035458,cellular response to interferon-beta,19_GO:0050896 response to stimulus,-4,34,9.8,30286,27,100,3,3,1.7,801|9447|27429,CALM1|AIM2|HTRA2,-1.7,Kansl1l
KEGG Pathway,24,hsa05418,Fluid shear stress and atherosclerosis,,-4,11,6.7,30286,139,100,5,5,2.2,801|805|808|3326|6613,CALM1|CALM2|CALM3|HSP90AB1|SUMO2,-1.7,Kansl1l
Reactome Gene Sets,6,R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol,,-4,32,9.6,30286,28,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.7,Kansl1l
