_MEMBER_Kansl1l,_LogP_Kansl1l,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-6.106872088099262,R-HSA-9617324,M1,1,0,Reactome Gene Sets,6,Negative regulation of NMDA receptor-mediated neuronal transmission,,-6.106872088099262,55.06545454545455,14.600880280989395,30286,22,100,4,4.0,1.9595917942265424,801|805|808|4747,CALM1|CALM2|CALM3|NEFL,-2.8208854019646377,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.988142124681115,R-HSA-109582,M1,1,0,Reactome Gene Sets,6,Hemostasis,,-5.988142124681115,5.842958199356913,7.024283992615017,30286,622,100,12,12.0,3.249615361854384,226|285|801|805|808|830|1794|3021|4067|4282|7534|64805,ALDOA|ANGPT2|CALM1|CALM2|CALM3|CAPZA2|DOCK2|H3-3B|LYN|MIF|YWHAZ|P2RY12,-2.7399439994358903,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.732314757976765,R-HSA-8982491,M1,1,0,Reactome Gene Sets,6,Glycogen metabolism,,-5.732314757976765,44.86814814814815,13.125471188851346,30286,27,100,4,4.0,1.9595917942265424,801|805|808|7314,CALM1|CALM2|CALM3|UBB,-2.625143933476927,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.732314757976765,R-HSA-9648002,M1,1,0,Reactome Gene Sets,6,RAS processing,,-5.732314757976765,44.86814814814815,13.125471188851346,30286,27,100,4,4.0,1.9595917942265424,801|805|808|7314,CALM1|CALM2|CALM3|UBB,-2.625143933476927,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.713854918846746,GO:0051342,M1,1,0,GO Biological Processes,19,regulation of cyclic-nucleotide phosphodiesterase activity,19_GO:0065007 biological regulation,-5.713854918846746,113.57249999999999,18.32840687637421,30286,8,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.625143933476927,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.713854918846746,GO:0060316,M1,1,0,GO Biological Processes,19,positive regulation of ryanodine-sensitive calcium-release channel activity,19_GO:0042592 homeostatic process,-5.713854918846746,113.57249999999999,18.32840687637421,30286,8,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.625143933476927,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.69725079966647,R-HSA-983705,M1,1,0,Reactome Gene Sets,6,Signaling by the B Cell Receptor (BCR),,-5.69725079966647,16.224642857142857,9.290748141054554,30286,112,100,6,6.0,2.3748684174075834,801|805|808|4067|6500|7314,CALM1|CALM2|CALM3|LYN|SKP1|UBB,-2.625143933476927,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.666468795674944,GO:0010922,M1,1,0,GO Biological Processes,19,positive regulation of phosphatase activity,19_GO:0048518 positive regulation of biological process,-5.666468795674944,43.26571428571429,12.878287743707503,30286,28,100,4,4.0,1.9595917942265424,801|805|808|3326,CALM1|CALM2|CALM3|HSP90AB1,-2.617843025334923,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.603111545317726,R-HSA-442742,M1,1,0,Reactome Gene Sets,6,CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,,-5.603111545317726,41.77379310344828,12.64381655955503,30286,29,100,4,4.0,1.9595917942265424,801|805|808|4747,CALM1|CALM2|CALM3|NEFL,-2.576762169688858,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.538807534551363,R-HSA-9619229,M1,1,0,Reactome Gene Sets,6,Activation of RAC1 downstream of NMDARs,,-5.538807534551363,100.95333333333332,17.261284926764073,30286,9,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.544771588564172,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.529728279034815,hsa05012,M1,1,0,KEGG Pathway,24,Parkinson disease,,-5.529728279034815,9.108571428571429,7.645234770045217,30286,266,100,8,8.0,2.7129319932501073,801|805|808|1350|4697|4718|7314|27429,CALM1|CALM2|CALM3|COX7C|NDUFA4|NDUFC2|UBB|HTRA2,-2.544771588564172,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.4831669210270455,R-HSA-5339562,M1,1,0,Reactome Gene Sets,6,Uptake and actions of bacterial toxins,,-5.4831669210270455,39.078709677419354,12.208870776929118,30286,31,100,4,4.0,1.9595917942265424,801|805|808|3326,CALM1|CALM2|CALM3|HSP90AB1,-2.517515385751789,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.426275447173392,R-HSA-983695,M1,1,0,Reactome Gene Sets,6,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,,-5.426275447173392,37.8575,12.006611746411625,30286,32,100,4,4.0,1.9595917942265424,801|805|808|4067,CALM1|CALM2|CALM3|LYN,-2.49683608455258,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.384949308489478,R-HSA-442729,M1,1,0,Reactome Gene Sets,6,CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde,,-5.384949308489478,90.85799999999999,16.357559360051564,30286,10,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.4910385496040846,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.380349070212578,R-HSA-1445148,M1,1,0,Reactome Gene Sets,6,Translocation of SLC2A4 (GLUT4) to the plasma membrane,,-5.380349070212578,21.03194444444445,9.794815233515113,30286,72,100,5,5.0,2.1794494717703365,801|805|808|7529|7534,CALM1|CALM2|CALM3|YWHAB|YWHAZ,-2.4910385496040846,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.371259889554715,R-HSA-2871809,M1,1,0,Reactome Gene Sets,6,FCERI mediated Ca+2 mobilization,,-5.371259889554715,36.71030303030303,11.813464673472804,30286,33,100,4,4.0,1.9595917942265424,801|805|808|4067,CALM1|CALM2|CALM3|LYN,-2.4910385496040846,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.350668350778528,R-HSA-9824439,M1,1,0,Reactome Gene Sets,6,Bacterial Infection Pathways,,-5.350668350778528,20.743835616438357,9.720912553773816,30286,73,100,5,5.0,2.1794494717703365,801|805|808|3326|7314,CALM1|CALM2|CALM3|HSP90AB1|UBB,-2.4862780043194066,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.302143008201694,hsa04114,M1,1,0,KEGG Pathway,24,Oocyte meiosis,,-5.302143008201694,13.871450381679388,8.497564572233069,30286,131,100,6,6.0,2.3748684174075834,801|805|808|6500|7529|7534,CALM1|CALM2|CALM3|SKP1|YWHAB|YWHAZ,-2.4862780043194066,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.283092584311222,GO:0051282,M1,1,0,GO Biological Processes,19,regulation of sequestering of calcium ion,19_GO:0042592 homeostatic process,-5.283092584311222,13.766363636363636,8.46043544765338,30286,132,100,6,6.0,2.3748684174075834,801|805|808|3357|3358|4067,CALM1|CALM2|CALM3|HTR2B|HTR2C|LYN,-2.4862780043194066,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.247690203271772,GO:0060315,M1,1,0,GO Biological Processes,19,negative regulation of ryanodine-sensitive calcium-release channel activity,19_GO:0042592 homeostatic process,-5.247690203271772,82.59818181818181,15.579221559601796,30286,11,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.4862780043194066,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.247690203271772,GO:1901844,M1,1,0,GO Biological Processes,19,regulation of cell communication by electrical coupling involved in cardiac conduction,19_GO:0032501 multicellular organismal process,-5.247690203271772,82.59818181818181,15.579221559601796,30286,11,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.4862780043194066,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.247690203271772,R-HSA-2025928,M1,1,0,Reactome Gene Sets,6,Calcineurin activates NFAT,,-5.247690203271772,82.59818181818181,15.579221559601796,30286,11,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.4862780043194066,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.245455651545261,R-HSA-2454202,M1,1,0,Reactome Gene Sets,6,Fc epsilon receptor (FCERI) signaling,,-5.245455651545261,13.560895522388059,8.387372771796098,30286,134,100,6,6.0,2.3748684174075834,801|805|808|4067|6500|7314,CALM1|CALM2|CALM3|LYN|SKP1|UBB,-2.4862780043194066,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.216343974016533,R-HSA-5673000,M1,1,0,Reactome Gene Sets,6,RAF activation,,-5.216343974016533,33.65111111111111,11.282297071767603,30286,36,100,4,4.0,1.9595917942265424,801|805|808|7529,CALM1|CALM2|CALM3|YWHAB,-2.468748199340494,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.181240084191379,GO:0035304,M1,1,0,GO Biological Processes,19,regulation of protein dephosphorylation,19_GO:0008152 metabolic process,-5.181240084191379,19.16835443037975,9.306499247454044,30286,79,100,5,5.0,2.1794494717703365,801|805|808|3326|7529,CALM1|CALM2|CALM3|HSP90AB1|YWHAB,-2.465269964878465,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.178894839884728,GO:0051336,M1,1,0,GO Biological Processes,19,regulation of hydrolase activity,19_GO:0065007 biological regulation,-5.178894839884728,4.871742627345844,6.162850795057168,30286,746,100,12,12.0,3.249615361854384,801|805|808|2045|2597|3326|3357|4067|9447|23204|27429|373509,CALM1|CALM2|CALM3|EPHA7|GAPDH|HSP90AB1|HTR2B|LYN|AIM2|ARL6IP1|HTRA2|USP50,-2.465269964878465,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.15434418944045,R-HSA-438064,M1,1,0,Reactome Gene Sets,6,Post NMDA receptor activation events,,-5.15434418944045,18.92875,9.241860334046475,30286,80,100,5,5.0,2.1794494717703365,801|805|808|4747|4900,CALM1|CALM2|CALM3|NEFL|NRGN,-2.465269964878465,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.12379491854848,R-HSA-111932,M1,1,0,Reactome Gene Sets,6,CaMK IV-mediated phosphorylation of CREB,,-5.12379491854848,75.71499999999999,14.899597129063475,30286,12,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.465269964878465,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.12379491854848,R-HSA-1474151,M1,1,0,Reactome Gene Sets,6,"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",,-5.12379491854848,75.71499999999999,14.899597129063475,30286,12,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.465269964878465,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.12379491854848,R-HSA-203615,M1,1,0,Reactome Gene Sets,6,eNOS activation,,-5.12379491854848,75.71499999999999,14.899597129063475,30286,12,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.465269964878465,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.12379491854848,R-HSA-451306,M1,1,0,Reactome Gene Sets,6,Ionotropic activity of kainate receptors,,-5.12379491854848,75.71499999999999,14.899597129063475,30286,12,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.465269964878465,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.12379491854848,R-HSA-451308,M1,1,0,Reactome Gene Sets,6,Activation of Ca-permeable Kainate Receptor,,-5.12379491854848,75.71499999999999,14.899597129063475,30286,12,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.465269964878465,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.120551478235597,GO:0031952,M1,1,0,GO Biological Processes,19,regulation of protein autophosphorylation,19_GO:0008152 metabolic process,-5.120551478235597,31.880000000000003,10.963059292272634,30286,38,100,4,4.0,1.9595917942265424,801|805|808|2045,CALM1|CALM2|CALM3|EPHA7,-2.465269964878465,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.075764288922992,R-HSA-1168372,M1,1,0,Reactome Gene Sets,6,Downstream signaling events of B Cell Receptor (BCR),,-5.075764288922992,18.244578313253015,9.05477345315909,30286,83,100,5,5.0,2.1794494717703365,801|805|808|6500|7314,CALM1|CALM2|CALM3|SKP1|UBB,-2.437732724949522,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.074916016213858,GO:0031401,M1,1,0,GO Biological Processes,19,positive regulation of protein modification process,19_GO:0048518 positive regulation of biological process,-5.074916016213858,4.75696335078534,6.053711987236105,30286,764,100,12,12.0,3.249615361854384,801|805|808|2045|3326|3357|3624|4067|4282|6500|7314|55743,CALM1|CALM2|CALM3|EPHA7|HSP90AB1|HTR2B|INHBA|LYN|MIF|SKP1|UBB|CHFR,-2.437732724949522,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.029997036068197,R-HSA-9664323,M1,1,0,Reactome Gene Sets,6,FCGR3A-mediated IL10 synthesis,,-5.029997036068197,30.286,10.667608897559333,30286,40,100,4,4.0,1.9595917942265424,801|805|808|4067,CALM1|CALM2|CALM3|LYN,-2.423878195201442,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.010894877000047,GO:0005513,M1,1,0,GO Biological Processes,19,detection of calcium ion,19_GO:0050896 response to stimulus,-5.010894877000047,69.89076923076922,14.299339746437152,30286,13,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.423878195201442,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.010894877000047,GO:0051280,M1,1,0,GO Biological Processes,19,negative regulation of release of sequestered calcium ion into cytosol,19_GO:0042592 homeostatic process,-5.010894877000047,69.89076923076922,14.299339746437152,30286,13,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.423878195201442,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.010894877000047,R-HSA-425561,M1,1,0,Reactome Gene Sets,6,Sodium/Calcium exchangers,,-5.010894877000047,69.89076923076922,14.299339746437152,30286,13,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.423878195201442,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.010894877000047,R-HSA-5210891,M1,1,0,Reactome Gene Sets,6,Uptake and function of anthrax toxins,,-5.010894877000047,69.89076923076922,14.299339746437152,30286,13,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.423878195201442,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-5.010894877000047,R-HSA-5607763,M1,1,0,Reactome Gene Sets,6,CLEC7A (Dectin-1) induces NFAT activation,,-5.010894877000047,69.89076923076922,14.299339746437152,30286,13,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.423878195201442,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.907202695871811,R-HSA-418359,M1,1,0,Reactome Gene Sets,6,Reduction of cytosolic Ca++ levels,,-4.907202695871811,64.89857142857143,13.764030123395832,30286,14,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.3678564252570085,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.907202695871811,R-HSA-442720,M1,1,0,Reactome Gene Sets,6,CREB1 phosphorylation through the activation of Adenylate Cyclase,,-4.907202695871811,64.89857142857143,13.764030123395832,30286,14,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.3678564252570085,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.907202695871811,R-HSA-9005891,M1,1,0,Reactome Gene Sets,6,Loss of function of MECP2 in Rett syndrome,,-4.907202695871811,64.89857142857143,13.764030123395832,30286,14,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.3678564252570085,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.907202695871811,R-HSA-9005895,M1,1,0,Reactome Gene Sets,6,Pervasive developmental disorders,,-4.907202695871811,64.89857142857143,13.764030123395832,30286,14,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.3678564252570085,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.907202695871811,R-HSA-9675151,M1,1,0,Reactome Gene Sets,6,Disorders of Developmental Biology,,-4.907202695871811,64.89857142857143,13.764030123395832,30286,14,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.3678564252570085,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.907202695871811,R-HSA-9697154,M1,1,0,Reactome Gene Sets,6,Disorders of Nervous System Development,,-4.907202695871811,64.89857142857143,13.764030123395832,30286,14,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.3678564252570085,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.902844107051604,R-HSA-9656223,M1,1,0,Reactome Gene Sets,6,Signaling by RAF1 mutants,,-4.902844107051604,28.173023255813956,10.262915630780956,30286,43,100,4,4.0,1.9595917942265424,801|805|808|7529,CALM1|CALM2|CALM3|YWHAB,-2.3678564252570085,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.862550824746442,GO:0035307,M1,1,0,GO Biological Processes,19,positive regulation of protein dephosphorylation,19_GO:0048518 positive regulation of biological process,-4.862550824746442,27.532727272727275,10.137105861301256,30286,44,100,4,4.0,1.9595917942265424,801|805|808|3326,CALM1|CALM2|CALM3|HSP90AB1,-2.3345120029071746,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.8342370485633,R-HSA-442755,M1,1,0,Reactome Gene Sets,6,Activation of NMDA receptors and postsynaptic events,,-4.8342370485633,16.282795698924733,8.4957583967565,30286,93,100,5,5.0,2.1794494717703365,801|805|808|4747|4900,CALM1|CALM2|CALM3|NEFL|NRGN,-2.3130376512543376,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.811335710901651,GO:0010649,M1,1,0,GO Biological Processes,19,regulation of cell communication by electrical coupling,19_GO:0050789 regulation of biological process,-4.811335710901651,60.571999999999996,13.28267148261802,30286,15,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.3035002751506704,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.811335710901651,GO:0051284,M1,1,0,GO Biological Processes,19,positive regulation of sequestering of calcium ion,19_GO:0042592 homeostatic process,-4.811335710901651,60.571999999999996,13.28267148261802,30286,15,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.3035002751506704,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.747281894036796,GO:0043666,M1,1,0,GO Biological Processes,19,regulation of phosphoprotein phosphatase activity,19_GO:0008152 metabolic process,-4.747281894036796,25.77531914893617,9.783527706976445,30286,47,100,4,4.0,1.9595917942265424,801|805|808|3326,CALM1|CALM2|CALM3|HSP90AB1,-2.277235019175215,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.747281894036796,R-HSA-6802946,M1,1,0,Reactome Gene Sets,6,Signaling by moderate kinase activity BRAF mutants,,-4.747281894036796,25.77531914893617,9.783527706976445,30286,47,100,4,4.0,1.9595917942265424,801|805|808|7529,CALM1|CALM2|CALM3|YWHAB,-2.277235019175215,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.747281894036796,R-HSA-6802949,M1,1,0,Reactome Gene Sets,6,Signaling by RAS mutants,,-4.747281894036796,25.77531914893617,9.783527706976445,30286,47,100,4,4.0,1.9595917942265424,801|805|808|7529,CALM1|CALM2|CALM3|YWHAB,-2.277235019175215,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.747281894036796,R-HSA-6802955,M1,1,0,Reactome Gene Sets,6,Paradoxical activation of RAF signaling by kinase inactive BRAF,,-4.747281894036796,25.77531914893617,9.783527706976445,30286,47,100,4,4.0,1.9595917942265424,801|805|808|7529,CALM1|CALM2|CALM3|YWHAB,-2.277235019175215,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.747281894036796,R-HSA-9649948,M1,1,0,Reactome Gene Sets,6,Signaling downstream of RAS mutants,,-4.747281894036796,25.77531914893617,9.783527706976445,30286,47,100,4,4.0,1.9595917942265424,801|805|808|7529,CALM1|CALM2|CALM3|YWHAB,-2.277235019175215,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.7237207606168825,hsa04750,M1,1,0,KEGG Pathway,24,Inflammatory mediator regulation of TRP channels,,-4.7237207606168825,15.452040816326532,8.247760698555656,30286,98,100,5,5.0,2.1794494717703365,801|805|808|3357|3358,CALM1|CALM2|CALM3|HTR2B|HTR2C,-2.2763085205931115,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.722201967148184,R-HSA-202131,M1,1,0,Reactome Gene Sets,6,Metabolism of nitric oxide: NOS3 activation and regulation,,-4.722201967148184,56.786249999999995,12.846711011985919,30286,16,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.2763085205931115,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.722201967148184,R-HSA-70221,M1,1,0,Reactome Gene Sets,6,Glycogen breakdown (glycogenolysis),,-4.722201967148184,56.786249999999995,12.846711011985919,30286,16,100,3,3.0,1.7058722109231979,801|805|808,CALM1|CALM2|CALM3,-2.2763085205931115,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.678648460241513,GO:0010562,M1,1,0,GO Biological Processes,19,positive regulation of phosphorus metabolic process,19_GO:0048518 positive regulation of biological process,-4.678648460241513,4.7456695156695154,5.779370951907316,30286,702,100,11,11.0,3.1288975694324033,801|805|808|2045|3326|3357|3358|3624|4067|4282|128344,CALM1|CALM2|CALM3|EPHA7|HSP90AB1|HTR2B|HTR2C|INHBA|LYN|MIF|CIMAP3,-2.2543590759406076,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.678648460241513,GO:0045937,M1,1,0,GO Biological Processes,19,positive regulation of phosphate metabolic process,19_GO:0048518 positive regulation of biological process,-4.678648460241513,4.7456695156695154,5.779370951907316,30286,702,100,11,11.0,3.1288975694324033,801|805|808|2045|3326|3357|3358|3624|4067|4282|128344,CALM1|CALM2|CALM3|EPHA7|HSP90AB1|HTR2B|HTR2C|INHBA|LYN|MIF|CIMAP3,-2.2543590759406076,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.6602819028737565,R-HSA-5607764,M1,1,0,Reactome Gene Sets,6,CLEC7A (Dectin-1) signaling,,-4.6602819028737565,14.993069306930694,8.107539759121492,30286,101,100,5,5.0,2.1794494717703365,801|805|808|6500|7314,CALM1|CALM2|CALM3|SKP1|UBB,-2.241387550459557,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.641955921540391,GO:0019722,M1,1,0,GO Biological Processes,19,calcium-mediated signaling,19_GO:0050896 response to stimulus,-4.641955921540391,10.626666666666665,7.265969336903894,30286,171,100,6,6.0,2.3748684174075834,801|805|808|3357|10803|64805,CALM1|CALM2|CALM3|HTR2B|CCR9|P2RY12,-2.228390402631258,0,1,0,0,-7.843324244599834,227.14499999999998,
1,-4.558927575386975,GO:0035303,M1,1,0,GO Biological Processes,19,regulation of dephosphorylation,19_GO:0008152 metabolic process,-4.558927575386975,14.285849056603775,7.886669363487579,30286,106,100,5,5.0,2.1794494717703365,801|805|808|3326|7529,CALM1|CALM2|CALM3|HSP90AB1|YWHAB,-2.1548445230554436,0,1,0,0,-7.843324244599834,227.14499999999998,
