Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Cell Type Signatures,7,M41753,RUBENSTEIN SKELETAL MUSCLE B CELLS,,-2.6,11,5.3,30286,177,46,3,6.5,3.6,6167|6223|6235,RPL37|RPS19|RPS29,0,Tbc1d13
Cell Type Signatures,7,M41752,RUBENSTEIN SKELETAL MUSCLE T CELLS,,-2.6,11,5.2,30286,181,46,3,6.5,3.6,6167|6223|6235,RPL37|RPS19|RPS29,0,Tbc1d13
Cell Type Signatures,7,M40026,BUSSLINGER DUODENAL TRANSIT AMPLIFYING CELLS,,-2.5,10,5,30286,194,46,3,6.5,3.6,6167|6223|6235,RPL37|RPS19|RPS29,0,Tbc1d13
DisGeNET,35,C0034012,Delayed Puberty,,-2.5,10,5,30286,196,46,3,6.5,3.6,6223|6235|6307,RPS19|RPS29|MSMO1,0,Tbc1d13
DisGeNET,35,C1531647,Cerebral ventriculomegaly,,-2.5,6.4,4.3,30286,410,46,4,8.7,4.2,2720|5621|60386|440193,GLB1|PRNP|SLC25A19|CCDC88C,0,Tbc1d13
DisGeNET,35,C0020445,"Hypercholesterolemia, Familial",,-2.4,9.7,4.9,30286,203,46,3,6.5,3.6,2720|3949|5141,GLB1|LDLR|PDE4A,0,Tbc1d13
DisGeNET,35,C3278923,Dilated ventricles (finding),,-2.4,6.2,4.2,30286,427,46,4,8.7,4.2,2720|5621|60386|440193,GLB1|PRNP|SLC25A19|CCDC88C,0,Tbc1d13
Cell Type Signatures,7,M41668,TRAVAGLINI LUNG BRONCHIAL VESSEL 1 CELL,,-2.3,8.8,4.6,30286,224,46,3,6.5,3.6,6167|6223|6235,RPL37|RPS19|RPS29,0,Tbc1d13
DisGeNET,35,C0311394,Difficulty walking,,-2.3,8.8,4.6,30286,224,46,3,6.5,3.6,1759|3748|60386,DNM1|KCNC3|SLC25A19,0,Tbc1d13
DisGeNET,35,C0085584,Encephalopathies,,-2.3,5.8,4,30286,457,46,4,8.7,4.2,1759|5621|55005|402665,DNM1|PRNP|RMND1|IGLON5,0,Tbc1d13
DisGeNET,35,C0003507,Aortic Valve Stenosis,,-2.3,8.4,4.5,30286,234,46,3,6.5,3.6,2720|3949|78987,GLB1|LDLR|CRELD1,0,Tbc1d13
DisGeNET,35,C0035372,Rett Syndrome,,-2.3,8.4,4.5,30286,234,46,3,6.5,3.6,1759|3949|5141,DNM1|LDLR|PDE4A,0,Tbc1d13
DisGeNET,35,C0013362,Dysarthria,,-2.2,5.4,3.8,30286,487,46,4,8.7,4.2,3748|5621|79734|440193,KCNC3|PRNP|KCTD17|CCDC88C,0,Tbc1d13
DisGeNET,35,C0003862,Arthralgia,,-2.2,8,4.3,30286,248,46,3,6.5,3.6,3949|5621|6307,LDLR|PRNP|MSMO1,0,Tbc1d13
DisGeNET,35,C0030312,Pancytopenia,,-2.2,7.8,4.2,30286,253,46,3,6.5,3.6,2720|6223|84444,GLB1|RPS19|DOT1L,0,Tbc1d13
Cell Type Signatures,7,M39017,FAN EMBRYONIC CTX BIG GROUPS CAJAL RETZIUS,,-2.2,5.3,3.8,30286,499,46,4,8.7,4.2,6307|56616|151835|440193,MSMO1|DIABLO|CPNE9|CCDC88C,0,Tbc1d13
DisGeNET,35,C0149931,Migraine Disorders,,-2.1,5.1,3.7,30286,512,46,4,8.7,4.2,3949|5621|6223|6235,LDLR|PRNP|RPS19|RPS29,0,Tbc1d13
DisGeNET,35,C0206686,Adrenocortical carcinoma,,-2,7,4,30286,281,46,3,6.5,3.6,2720|3949|56616,GLB1|LDLR|DIABLO,0,Tbc1d13
